Datum Zeit,Annaberg-Buchholz PM10
,µg/m³
28-02-17,
27-02-17,
26-02-17,14
25-02-17,11
24-02-17,6
23-02-17,4
22-02-17,3
21-02-17,6
20-02-17,11
19-02-17,13
18-02-17,10
17-02-17,13
16-02-17,29
15-02-17,32
14-02-17,34
13-02-17,38
12-02-17,30
11-02-17,32
10-02-17,37
09-02-17,52
08-02-17,46
07-02-17,36
06-02-17,19
05-02-17,9
04-02-17,14
03-02-17,29
02-02-17,41
01-02-17,22

