Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
30-09-11,32
29-09-11,29
28-09-11,36
27-09-11,42
26-09-11,40
25-09-11,31
24-09-11,31
23-09-11,35
22-09-11,25
21-09-11,33
20-09-11,32
19-09-11,23
18-09-11,16
17-09-11,26
16-09-11,33
15-09-11,27
14-09-11,20
13-09-11,20
12-09-11,19
11-09-11,17
10-09-11,15
09-09-11,19
08-09-11,15
07-09-11,16
06-09-11,21
05-09-11,19
04-09-11,22
03-09-11,28
02-09-11,37
01-09-11,31

