Datum Zeit,Zittau-Ost PM10
,µg/m³
30-09-11,24
29-09-11,21
28-09-11,15
27-09-11,29
26-09-11,25
25-09-11,22
24-09-11,24
23-09-11,18
22-09-11,14
21-09-11,20
20-09-11,16
19-09-11,9
18-09-11,16
17-09-11,18
16-09-11,20
15-09-11,15
14-09-11,12
13-09-11,9
12-09-11,8
11-09-11,14
10-09-11,15
09-09-11,9
08-09-11,7
07-09-11,8
06-09-11,11
05-09-11,12
04-09-11,20
03-09-11,27
02-09-11,21
01-09-11,19

