Datum Zeit,Brockau PM10
,µg/m³
30-09-11,
29-09-11,18
28-09-11,19
27-09-11,28
26-09-11,22
25-09-11,19
24-09-11,18
23-09-11,19
22-09-11,13
21-09-11,16
20-09-11,12
19-09-11,7
18-09-11,4
17-09-11,12
16-09-11,17
15-09-11,12
14-09-11,10
13-09-11,7
12-09-11,6
11-09-11,10
10-09-11,6
09-09-11,5
08-09-11,7
07-09-11,8
06-09-11,9
05-09-11,7
04-09-11,16
03-09-11,12
02-09-11,15
01-09-11,18

