Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
30-09-11,37
29-09-11,38
28-09-11,36
27-09-11,52
26-09-11,46
25-09-11,36
24-09-11,40
23-09-11,40
22-09-11,25
21-09-11,36
20-09-11,30
19-09-11,17
18-09-11,12
17-09-11,25
16-09-11,31
15-09-11,32
14-09-11,20
13-09-11,19
12-09-11,18
11-09-11,15
10-09-11,16
09-09-11,16
08-09-11,10
07-09-11,13
06-09-11,20
05-09-11,15
04-09-11,25
03-09-11,28
02-09-11,35
01-09-11,39

