Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
30-09-11,9.04
29-09-11,9.54
28-09-11,15.04
27-09-11,20.72
26-09-11,19.96
25-09-11,17.91
24-09-11,13.13
23-09-11,11.12
22-09-11,8.52
21-09-11,12.07
20-09-11,12.10
19-09-11,5.16
18-09-11,7.46
17-09-11,13.75
16-09-11,10.56
15-09-11,7.86
14-09-11,6.38
13-09-11,5.17
12-09-11,3.88
11-09-11,9.48
10-09-11,7.75
09-09-11,4.65
08-09-11,4.12
07-09-11,5.33
06-09-11,5.35
05-09-11,6.75
04-09-11,14.56
03-09-11,16.80
02-09-11,14.51
01-09-11,10.45

