Datum Zeit,Schwartenberg PM10
,µg/m³
30-09-11,8
29-09-11,15
28-09-11,12
27-09-11,20
26-09-11,23
25-09-11,24
24-09-11,20
23-09-11,17
22-09-11,10
21-09-11,14
20-09-11,10
19-09-11,5
18-09-11,9
17-09-11,19
16-09-11,16
15-09-11,13
14-09-11,9
13-09-11,7
12-09-11,6
11-09-11,16
10-09-11,10
09-09-11,6
08-09-11,5
07-09-11,7
06-09-11,10
05-09-11,6
04-09-11,19
03-09-11,23
02-09-11,15
01-09-11,15

