Datum Zeit,Dresden-Nord PM10
,µg/m³
30-09-11,25
29-09-11,26
28-09-11,26
27-09-11,40
26-09-11,37
25-09-11,29
24-09-11,27
23-09-11,34
22-09-11,23
21-09-11,26
20-09-11,25
19-09-11,17
18-09-11,15
17-09-11,23
16-09-11,20
15-09-11,23
14-09-11,20
13-09-11,19
12-09-11,15
11-09-11,17
10-09-11,13
09-09-11,17
08-09-11,13
07-09-11,19
06-09-11,18
05-09-11,18
04-09-11,24
03-09-11,30
02-09-11,26
01-09-11,24

