Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_HVS,PM10_TEOM,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-10-01,,,,,,,10.29,,,
2017-10-01,01:00,,1,9,66,,,,,
2017-10-01,02:00,,1,9,61,,,,,
2017-10-01,03:00,,1,8,60,,,,,
2017-10-01,04:00,,1,7,50,,,,,
2017-10-01,05:00,,1,7,36,,,,,
2017-10-01,06:00,,1,6,41,,,,,
2017-10-01,07:00,,1,6,49,,,,,
2017-10-01,08:00,,1,8,46,,,,,
2017-10-01,09:00,,1,8,48,,,,,
2017-10-01,10:00,,1,8,54,,,,,
2017-10-01,11:00,,1,12,51,,,,,
2017-10-01,12:00,,1,9,60,,,,,
2017-10-01,13:00,,1,10,55,,,,,
2017-10-01,14:00,,1,10,58,,,,,
2017-10-01,15:00,,1,11,55,,,,,
2017-10-01,16:00,,1,10,50,,,,,
2017-10-01,17:00,,1,13,55,,,,,
2017-10-01,18:00,,1,9,29,,,,,
2017-10-01,19:00,,1,8,18,,,,,
2017-10-01,20:00,,1,8,13,,,,,
2017-10-01,21:00,,1,6,7,,,,,
2017-10-01,22:00,,1,6,6,,,,,
2017-10-01,23:00,,1,8,6,,,,,
2017-10-02,,,,,,,6.50,,,
2017-10-02,00:00,,1,7,6,,,,,
2017-10-02,01:00,,1,5,7,,,,,
2017-10-02,02:00,,1,5,7,,,,,
2017-10-02,03:00,,1,5,12,,,,,
2017-10-02,04:00,,1,5,18,,,,,
2017-10-02,05:00,,1,5,21,,,,,
2017-10-02,06:00,,1,7,27,,,,,
2017-10-02,07:00,,1,12,32,,,,,
2017-10-02,08:00,,1,10,40,,,,,
2017-10-02,09:00,,1,10,43,,,,,
2017-10-02,10:00,,1,7,57,,,,,
2017-10-02,11:00,,1,5,62,,,,,
2017-10-02,12:00,,1,5,62,,,,,
2017-10-02,13:00,,1,6,60,,,,,
2017-10-02,14:00,,1,7,58,,,,,
2017-10-02,15:00,,1,8,54,,,,,
2017-10-02,16:00,,1,10,51,,,,,
2017-10-02,17:00,,1,16,35,,,,,
2017-10-02,18:00,,1,14,32,,,,,
2017-10-02,19:00,,1,18,23,,,,,
2017-10-02,20:00,,1,20,18,,,,,
2017-10-02,21:00,,1,16,19,,,,,
2017-10-02,22:00,,1,17,18,,,,,
2017-10-02,23:00,,1,14,16,,,,,
2017-10-03,,,,,,,6.53,,,
2017-10-03,00:00,,1,10,20,,,,,
2017-10-03,01:00,,1,8,32,,,,,
2017-10-03,02:00,,1,7,35,,,,,
2017-10-03,03:00,,1,4,49,,,,,
2017-10-03,04:00,,1,4,58,,,,,
2017-10-03,05:00,,1,5,59,,,,,
2017-10-03,06:00,,1,7,58,,,,,
2017-10-03,07:00,,1,7,57,,,,,
2017-10-03,08:00,,1,10,53,,,,,
2017-10-03,09:00,,1,11,52,,,,,
2017-10-03,10:00,,1,11,52,,,,,
2017-10-03,11:00,,1,10,53,,,,,
2017-10-03,12:00,,1,7,57,,,,,
2017-10-03,13:00,,1,6,59,,,,,
2017-10-03,14:00,,1,7,60,,,,,
2017-10-03,15:00,,1,5,65,,,,,
2017-10-03,16:00,,1,9,61,,,,,
2017-10-03,17:00,,1,12,57,,,,,
2017-10-03,18:00,,1,18,42,,,,,
2017-10-03,19:00,,1,19,41,,,,,
2017-10-03,20:00,,1,13,48,,,,,
2017-10-03,21:00,,1,11,50,,,,,
2017-10-03,22:00,,1,11,47,,,,,
2017-10-03,23:00,,1,9,42,,,,,
2017-10-04,,,,,,,9.97,,,
2017-10-04,00:00,,1,7,45,,,,,
2017-10-04,01:00,,1,8,42,,,,,
2017-10-04,02:00,,1,7,43,,,,,
2017-10-04,03:00,,1,8,39,,,,,
2017-10-04,04:00,,1,11,35,,,,,
2017-10-04,05:00,,1,17,30,,,,,
2017-10-04,06:00,,1,28,19,,,,,
2017-10-04,07:00,,5,39,8,,,,,
2017-10-04,08:00,,7,35,15,,,,,
2017-10-04,09:00,,4,17,31,,,,,
2017-10-04,10:00,,3,12,43,,,,,
2017-10-04,11:00,,3,11,53,,,,,
2017-10-04,12:00,,2,11,57,,,,,
2017-10-04,13:00,,2,11,59,,,,,
2017-10-04,14:00,,2,10,63,,,,,
2017-10-04,15:00,,2,14,55,,,,,
2017-10-04,16:00,,2,17,53,,,,,
2017-10-04,17:00,,1,21,47,,,,,
2017-10-04,18:00,,1,22,44,,,,,
2017-10-04,19:00,,1,17,50,,,,,
2017-10-04,20:00,,1,12,56,,,,,
2017-10-04,21:00,,1,10,57,,,,,
2017-10-04,22:00,,1,10,54,,,,,
2017-10-04,23:00,,1,8,55,,,,,
2017-10-05,,,,,,,7.15,,,
2017-10-05,00:00,,1,6,57,,,,,
