Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_HVS,PM10_TEOM,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-10-01,,,,,,5,5.00,,,
2017-10-01,01:00,,1,9,,,,19,,
2017-10-01,02:00,,1,8,,,,21,,
2017-10-01,03:00,,1,6,,,,20,,
2017-10-01,04:00,,1,4,,,,12,,
2017-10-01,05:00,,1,3,,,,5,,
2017-10-01,06:00,,1,3,,,,3,,
2017-10-01,07:00,,1,3,,,,2,,
2017-10-01,08:00,,1,2,,,,2,,
2017-10-01,09:00,,1,3,,,,2,,
2017-10-01,10:00,,1,4,,,,1,,
2017-10-01,11:00,,1,3,,,,1,,
2017-10-01,12:00,,1,4,,,,1,,
2017-10-01,13:00,,1,3,,,,2,,
2017-10-01,14:00,,1,4,,,,3,,
2017-10-01,15:00,,1,4,,,,4,,
2017-10-01,16:00,,1,3,,,,4,,
2017-10-01,17:00,,1,3,,,,4,,
2017-10-01,18:00,,1,5,,,,3,,
2017-10-01,19:00,,1,9,,,,8,,
2017-10-01,20:00,,1,7,,,,7,,
2017-10-01,21:00,,1,5,,,,4,,
2017-10-01,22:00,,1,7,,,,4,,
2017-10-01,23:00,,1,8,,,,6,,
2017-10-02,,,,,,7,6.85,,,
2017-10-02,00:00,,1,9,,,,8,,
2017-10-02,01:00,,1,7,,,,11,,
2017-10-02,02:00,,1,7,,,,10,,
2017-10-02,03:00,,1,6,,,,9,,
2017-10-02,04:00,,1,6,,,,8,,
2017-10-02,05:00,,1,6,,,,9,,
2017-10-02,06:00,,1,8,,,,10,,
2017-10-02,07:00,,1,8,,,,12,,
2017-10-02,08:00,,1,7,,,,13,,
2017-10-02,09:00,,1,5,,,,12,,
2017-10-02,10:00,,1,5,,,,10,,
2017-10-02,11:00,,2,6,,,,8,,
2017-10-02,12:00,,2,6,,,,7,,
2017-10-02,13:00,,1,5,,,,6,,
2017-10-02,14:00,,1,6,,,,6,,
2017-10-02,15:00,,1,8,,,,7,,
2017-10-02,16:00,,1,9,,,,7,,
2017-10-02,17:00,,1,10,,,,5,,
2017-10-02,18:00,,1,12,,,,6,,
2017-10-02,19:00,,1,14,,,,6,,
2017-10-02,20:00,,2,14,,,,5,,
2017-10-02,21:00,,3,14,,,,4,,
2017-10-02,22:00,,3,13,,,,5,,
2017-10-02,23:00,,4,9,,,,5,,
2017-10-03,,,,,,5,4.93,,,
2017-10-03,00:00,,5,9,,,,4,,
2017-10-03,01:00,,5,11,,,,4,,
2017-10-03,02:00,,3,10,,,,6,,
2017-10-03,03:00,,4,5,,,,9,,
2017-10-03,04:00,,1,4,,,,6,,
2017-10-03,05:00,,3,3,,,,6,,
2017-10-03,06:00,,1,5,,,,6,,
2017-10-03,07:00,,1,5,,,,5,,
2017-10-03,08:00,,1,4,,,,6,,
2017-10-03,09:00,,1,3,,,,5,,
2017-10-03,10:00,,1,4,,,,3,,
2017-10-03,11:00,,1,4,,,,5,,
2017-10-03,12:00,,5,5,,,,4,,
2017-10-03,13:00,,1,3,,,,6,,
2017-10-03,14:00,,1,3,,,,6,,
2017-10-03,15:00,,1,2,,,,5,,
2017-10-03,16:00,,1,2,,,,5,,
2017-10-03,17:00,,1,3,,,,5,,
2017-10-03,18:00,,1,3,,,,5,,
2017-10-03,19:00,,1,4,,,,5,,
2017-10-03,20:00,,1,5,,,,6,,
2017-10-03,21:00,,1,4,,,,7,,
2017-10-03,22:00,,1,5,,,,6,,
2017-10-03,23:00,,1,6,,,,6,,
2017-10-04,,,,,,11,10.79,,,
2017-10-04,00:00,,1,6,,,,8,,
2017-10-04,01:00,,1,7,,,,8,,
2017-10-04,02:00,,1,8,,,,9,,
2017-10-04,03:00,,1,6,,,,10,,
2017-10-04,04:00,,1,5,,,,11,,
2017-10-04,05:00,,1,6,,,,10,,
2017-10-04,06:00,,1,8,,,,10,,
2017-10-04,07:00,,2,16,,,,12,,
2017-10-04,08:00,,2,15,,,,14,,
2017-10-04,09:00,,2,7,,,,13,,
2017-10-04,10:00,,1,6,,,,12,,
2017-10-04,11:00,,1,5,,,,10,,
2017-10-04,12:00,,1,5,,,,11,,
2017-10-04,13:00,,1,5,,,,9,,
2017-10-04,14:00,,1,5,,,,9,,
2017-10-04,15:00,,1,5,,,,8,,
2017-10-04,16:00,,1,5,,,,8,,
2017-10-04,17:00,,1,6,,,,9,,
2017-10-04,18:00,,1,6,,,,6,,
2017-10-04,19:00,,1,8,,,,7,,
2017-10-04,20:00,,1,6,,,,10,,
2017-10-04,21:00,,1,7,,,,10,,
2017-10-04,22:00,,1,6,,,,10,,
2017-10-04,23:00,,1,6,,,,11,,
2017-10-05,,,,,,,6.89,,,
2017-10-05,00:00,,1,5,,,,9,,
2017-10-05,01:00,,1,5,,,,9,,
2017-10-05,02:00,,1,5,,,,10,,
2017-10-05,03:00,,1,5,,,,11,,
2017-10-05,04:00,,1,6,,,,12,,
2017-10-05,05:00,,1,5,,,,9,,
2017-10-05,06:00,,1,7,,,,10,,
2017-10-05,07:00,,1,9,,,,9,,
2017-10-05,08:00,,1,6,,,,9,,
2017-10-05,09:00,,1,6,,,,9,,
2017-10-05,10:00,,1,5,,,,6,,
2017-10-05,11:00,,1,6,,,,6,,
2017-10-05,12:00,,1,5,,,,8,,
2017-10-05,13:00,,1,4,,,,8,,
2017-10-05,14:00,,1,5,,,,4,,
2017-10-05,15:00,,1,5,,,,3,,
2017-10-05,16:00,,1,5,,,,4,,
2017-10-05,17:00,,1,3,,,,3,,
2017-10-05,18:00,,1,3,,,,1,,
2017-10-05,19:00,,1,3,,,,0,,
2017-10-05,20:00,,1,3,,,,3,,
2017-10-05,21:00,,1,2,,,,4,,
2017-10-05,22:00,,1,3,,,,4,,
2017-10-05,23:00,,1,3,,,,4,,
2017-10-06,,,,,,,4.56,,,
2017-10-06,00:00,,1,3,,,,5,,
2017-10-06,01:00,,1,2,,,,6,,
2017-10-06,02:00,,1,2,,,,6,,
2017-10-06,03:00,,1,2,,,,6,,
2017-10-06,04:00,,1,2,,,,5,,
2017-10-06,05:00,,1,3,,,,5,,
2017-10-06,06:00,,1,4,,,,6,,
2017-10-06,07:00,,1,5,,,,5,,
2017-10-06,08:00,,1,4,,,,5,,
2017-10-06,09:00,,1,4,,,,4,,
2017-10-06,10:00,,1,3,,,,4,,
2017-10-06,11:00,,1,3,,,,4,,
2017-10-06,12:00,,1,3,,,,4,,
2017-10-06,13:00,,1,4,,,,4,,
2017-10-06,14:00,,1,4,,,,2,,
2017-10-06,15:00,,1,5,,,,2,,
2017-10-06,16:00,,1,5,,,,2,,
2017-10-06,17:00,,1,5,,,,4,,
2017-10-06,18:00,,1,5,,,,4,,
2017-10-06,19:00,,1,5,,,,3,,
2017-10-06,20:00,,1,5,,,,4,,
2017-10-06,21:00,,1,5,,,,3,,
2017-10-06,22:00,,1,5,,,,4,,
2017-10-06,23:00,,1,4,,,,4,,
2017-10-07,,,,,,,5.40,,,
2017-10-07,00:00,,1,4,,,,6,,
2017-10-07,01:00,,1,4,,,,6,,
2017-10-07,02:00,,1,4,,,,5,,
2017-10-07,03:00,,1,4,,,,4,,
2017-10-07,04:00,,1,3,,,,4,,
2017-10-07,05:00,,1,3,,,,7,,
2017-10-07,06:00,,1,3,,,,6,,
2017-10-07,07:00,,1,3,,,,5,,
2017-10-07,08:00,,1,4,,,,3,,
2017-10-07,09:00,,1,5,,,,4,,
2017-10-07,10:00,,1,4,,,,4,,
2017-10-07,11:00,,1,3,,,,3,,
2017-10-07,12:00,,1,3,,,,3,,
2017-10-07,13:00,,1,3,,,,5,,
2017-10-07,14:00,,1,3,,,,6,,
2017-10-07,15:00,,1,3,,,,7,,
2017-10-07,16:00,,1,5,,,,7,,
2017-10-07,17:00,,1,5,,,,7,,
2017-10-07,18:00,,1,6,,,,9,,
2017-10-07,19:00,,1,5,,,,7,,
2017-10-07,20:00,,1,5,,,,5,,
2017-10-07,21:00,,1,5,,,,5,,
2017-10-07,22:00,,1,5,,,,4,,
2017-10-07,23:00,,1,4,,,,6,,
2017-10-08,,,,,,,3.40,,,
2017-10-08,00:00,,1,4,,,,4,,
2017-10-08,01:00,,1,4,,,,3,,
2017-10-08,02:00,,1,5,,,,4,,
2017-10-08,03:00,,1,4,,,,3,,
2017-10-08,04:00,,1,3,,,,2,,
2017-10-08,05:00,,1,3,,,,2,,
2017-10-08,06:00,,1,3,,,,3,,
2017-10-08,07:00,,1,4,,,,4,,
2017-10-08,08:00,,1,4,,,,3,,
2017-10-08,09:00,,1,3,,,,3,,
2017-10-08,10:00,,1,2,,,,3,,
2017-10-08,11:00,,1,2,,,,4,,
2017-10-08,12:00,,1,2,,,,5,,
2017-10-08,13:00,,1,2,,,,4,,
2017-10-08,14:00,,1,3,,,,2,,
2017-10-08,15:00,,1,3,,,,2,,
2017-10-08,16:00,,1,3,,,,3,,
2017-10-08,17:00,,1,3,,,,4,,
2017-10-08,18:00,,1,3,,,,6,,
2017-10-08,19:00,,1,4,,,,6,,
2017-10-08,20:00,,1,5,,,,6,,
2017-10-08,21:00,,1,5,,,,6,,
2017-10-08,22:00,,1,5,,,,7,,
2017-10-08,23:00,,1,5,,,,6,,
2017-10-09,,,,,,,7.68,,,
2017-10-09,00:00,,1,4,,,,6,,
2017-10-09,01:00,,1,5,,,,7,,
2017-10-09,02:00,,1,7,,,,6,,
2017-10-09,03:00,,1,6,,,,6,,
2017-10-09,04:00,,1,5,,,,7,,
2017-10-09,05:00,,1,4,,,,8,,
2017-10-09,06:00,,1,6,,,,8,,
2017-10-09,07:00,,1,7,,,,7,,
2017-10-09,08:00,,1,10,,,,8,,
2017-10-09,09:00,,5,13,,,,9,,
2017-10-09,10:00,,1,6,,,,8,,
2017-10-09,11:00,,1,5,,,,7,,
2017-10-09,12:00,,1,4,,,,5,,
2017-10-09,13:00,,1,3,,,,5,,
2017-10-09,14:00,,1,3,,,,6,,
2017-10-09,15:00,,1,3,,,,6,,
2017-10-09,16:00,,1,3,,,,8,,
2017-10-09,17:00,,1,4,,,,7,,
2017-10-09,18:00,,1,7,,,,10,,
2017-10-09,19:00,,1,6,,,,10,,
2017-10-09,20:00,,1,6,,,,10,,
2017-10-09,21:00,,1,6,,,,9,,
2017-10-09,22:00,,1,6,,,,10,,
2017-10-09,23:00,,1,8,,,,9,,
2017-10-10,,,,,,,5.93,,,
2017-10-10,00:00,,1,8,,,,10,,
2017-10-10,01:00,,1,7,,,,9,,
2017-10-10,02:00,,1,8,,,,11,,
2017-10-10,03:00,,1,9,,,,9,,
2017-10-10,04:00,,1,10,,,,8,,
2017-10-10,05:00,,1,8,,,,6,,
2017-10-10,06:00,,1,8,,,,6,,
2017-10-10,07:00,,1,7,,,,6,,
2017-10-10,08:00,,1,8,,,,9,,
2017-10-10,09:00,,1,7,,,,11,,
2017-10-10,10:00,,1,6,,,,10,,
2017-10-10,11:00,,1,6,,,,9,,
2017-10-10,12:00,,1,7,,,,10,,
2017-10-10,13:00,,1,8,,,,11,,
2017-10-10,14:00,,1,6,,,,8,,
2017-10-10,15:00,,1,9,,,,6,,
2017-10-10,16:00,,1,9,,,,6,,
2017-10-10,17:00,,1,9,,,,5,,
2017-10-10,18:00,,1,8,,,,5,,
2017-10-10,19:00,,1,11,,,,6,,
2017-10-10,20:00,,1,9,,,,8,,
2017-10-10,21:00,,1,9,,,,7,,
2017-10-10,22:00,,1,11,,,,6,,
2017-10-10,23:00,,1,11,,,,7,,
2017-10-11,,,,,,,6.97,,,
2017-10-11,00:00,,1,11,,,,8,,
2017-10-11,01:00,,1,8,,,,5,,
2017-10-11,02:00,,1,8,,,,7,,
2017-10-11,03:00,,1,7,,,,9,,
2017-10-11,04:00,,1,6,,,,7,,
2017-10-11,05:00,,1,6,,,,8,,
2017-10-11,06:00,,1,8,,,,9,,
2017-10-11,07:00,,1,6,,,,10,,
2017-10-11,08:00,,1,8,,,,10,,
2017-10-11,09:00,,1,6,,,,8,,
2017-10-11,10:00,,1,4,,,,8,,
2017-10-11,11:00,,1,4,,,,7,,
2017-10-11,12:00,,2,4,,,,7,,
2017-10-11,13:00,,1,3,,,,6,,
2017-10-11,14:00,,1,4,,,,6,,
2017-10-11,15:00,,1,4,,,,6,,
2017-10-11,16:00,,2,7,,,,6,,
2017-10-11,17:00,,1,5,,,,5,,
2017-10-11,18:00,,1,5,,,,6,,
2017-10-11,19:00,,1,5,,,,7,,
2017-10-11,20:00,,1,4,,,,6,,
2017-10-11,21:00,,1,6,,,,5,,
2017-10-11,22:00,,1,6,,,,6,,
2017-10-11,23:00,,1,8,,,,7,,
2017-10-12,,,,,,,8.71,,,
2017-10-12,00:00,,1,6,,,,7,,
2017-10-12,01:00,,1,4,,,,7,,
2017-10-12,02:00,,1,5,,,,6,,
2017-10-12,03:00,,1,5,,,,6,,
2017-10-12,04:00,,1,5,,,,8,,
2017-10-12,05:00,,1,7,,,,8,,
2017-10-12,06:00,,1,8,,,,8,,
2017-10-12,07:00,,1,10,,,,10,,
2017-10-12,08:00,,1,12,,,,9,,
2017-10-12,09:00,,2,10,,,,9,,
2017-10-12,10:00,,2,7,,,,8,,
2017-10-12,11:00,,2,6,,,,8,,
2017-10-12,12:00,,2,6,,,,8,,
2017-10-12,13:00,,1,4,,,,7,,
2017-10-12,14:00,,1,4,,,,8,,
2017-10-12,15:00,,1,4,,,,8,,
2017-10-12,16:00,,1,5,,,,8,,
2017-10-12,17:00,,1,5,,,,6,,
2017-10-12,18:00,,1,5,,,,7,,
2017-10-12,19:00,,1,5,,,,6,,
2017-10-12,20:00,,1,6,,,,7,,
2017-10-12,21:00,,1,7,,,,8,,
2017-10-12,22:00,,1,10,,,,10,,
2017-10-12,23:00,,1,11,,,,12,,
2017-10-13,,,,,,,10.72,,,
2017-10-13,00:00,,1,10,,,,11,,
2017-10-13,01:00,,1,13,,,,12,,
2017-10-13,02:00,,1,14,,,,12,,
2017-10-13,03:00,,1,13,,,,13,,
2017-10-13,04:00,,1,12,,,,15,,
2017-10-13,05:00,,1,11,,,,13,,
2017-10-13,06:00,,1,11,,,,13,,
2017-10-13,07:00,,1,14,,,,14,,
2017-10-13,08:00,,3,14,,,,14,,
2017-10-13,09:00,,2,13,,,,13,,
2017-10-13,10:00,,3,11,,,,12,,
2017-10-13,11:00,,1,5,,,,13,,
2017-10-13,12:00,,1,3,,,,7,,
2017-10-13,13:00,,1,3,,,,7,,
2017-10-13,14:00,,1,3,,,,8,,
2017-10-13,15:00,,1,4,,,,6,,
2017-10-13,16:00,,1,4,,,,7,,
2017-10-13,17:00,,1,5,,,,8,,
2017-10-13,18:00,,1,8,,,,7,,
2017-10-13,19:00,,1,9,,,,10,,
2017-10-13,20:00,,1,12,,,,11,,
2017-10-13,21:00,,1,13,,,,11,,
2017-10-13,22:00,,1,13,,,,11,,
2017-10-13,23:00,,1,12,,,,11,,
2017-10-14,,,,,,,9.42,,,
2017-10-14,00:00,,1,14,,,,11,,
2017-10-14,01:00,,1,11,,,,10,,
2017-10-14,02:00,,1,11,,,,11,,
2017-10-14,03:00,,1,10,,,,11,,
2017-10-14,04:00,,1,9,,,,11,,
2017-10-14,05:00,,1,10,,,,7,,
2017-10-14,06:00,,1,9,,,,7,,
2017-10-14,07:00,,1,9,,,,6,,
2017-10-14,08:00,,1,10,,,,8,,
2017-10-14,09:00,,2,10,,,,9,,
2017-10-14,10:00,,4,8,,,,8,,
2017-10-14,11:00,,4,7,,,,12,,
2017-10-14,12:00,,2,6,,,,11,,
2017-10-14,13:00,,1,3,,,,9,,
2017-10-14,14:00,,1,2,,,,8,,
2017-10-14,15:00,,1,2,,,,7,,
2017-10-14,16:00,,1,2,,,,6,,
2017-10-14,17:00,,1,6,,,,6,,
2017-10-14,18:00,,1,10,,,,10,,
2017-10-14,19:00,,1,11,,,,12,,
2017-10-14,20:00,,1,11,,,,15,,
2017-10-14,21:00,,1,13,,,,13,,
2017-10-14,22:00,,1,12,,,,13,,
2017-10-14,23:00,,1,11,,,,13,,
2017-10-15,,,,,,,11.26,,,
2017-10-15,00:00,,1,10,,,,12,,
2017-10-15,01:00,,1,9,,,,12,,
2017-10-15,02:00,,1,8,,,,12,,
2017-10-15,03:00,,1,6,,,,12,,
2017-10-15,04:00,,1,6,,,,12,,
2017-10-15,05:00,,1,5,,,,12,,
2017-10-15,06:00,,1,5,,,,11,,
2017-10-15,07:00,,1,6,,,,11,,
2017-10-15,08:00,,2,6,,,,10,,
2017-10-15,09:00,,2,5,,,,12,,
2017-10-15,10:00,,2,7,,,,13,,
2017-10-15,11:00,,2,6,,,,15,,
2017-10-15,12:00,,2,6,,,,15,,
2017-10-15,13:00,,1,5,,,,14,,
2017-10-15,14:00,,1,4,,,,9,,
2017-10-15,15:00,,1,5,,,,9,,
2017-10-15,16:00,,1,6,,,,9,,
2017-10-15,17:00,,1,10,,,,10,,
2017-10-15,18:00,,1,11,,,,12,,
2017-10-15,19:00,,1,8,,,,11,,
2017-10-15,20:00,,1,8,,,,9,,
2017-10-15,21:00,,1,8,,,,10,,
2017-10-15,22:00,,1,10,,,,9,,
2017-10-15,23:00,,1,7,,,,9,,
2017-10-16,,,,,,,16.61,,,
2017-10-16,00:00,,1,7,,,,10,,
2017-10-16,01:00,,1,7,,,,10,,
2017-10-16,02:00,,1,7,,,,10,,
2017-10-16,03:00,,1,9,,,,12,,
2017-10-16,04:00,,1,10,,,,13,,
2017-10-16,05:00,,1,11,,,,13,,
2017-10-16,06:00,,1,14,,,,15,,
2017-10-16,07:00,,2,16,,,,17,,
2017-10-16,08:00,,2,14,,,,17,,
2017-10-16,09:00,,4,13,,,,19,,
