Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_HVS,PM10_TEOM,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-10-01,,,,,,26,26.17,,,
2017-10-01,01:00,,1,4,66,,,18,,2.0
2017-10-01,02:00,,1,4,61,,,20,,1.8
2017-10-01,03:00,,1,4,56,,,19,,1.6
2017-10-01,04:00,,1,4,68,,,18,,2.1
2017-10-01,05:00,,1,4,68,,,17,,2.2
2017-10-01,06:00,,1,4,70,,,19,,2.5
2017-10-01,07:00,,1,5,71,,,20,,2.6
2017-10-01,08:00,,1,5,72,,,20,,2.8
2017-10-01,09:00,,1,5,72,,,18,,3.2
2017-10-01,10:00,,1,5,78,,,23,,3.6
2017-10-01,11:00,,1,5,78,,,22,,3.7
2017-10-01,12:00,,1,4,82,,,27,,3.8
2017-10-01,13:00,,1,5,84,,,23,,3.6
2017-10-01,14:00,,1,7,84,,,19,,3.7
2017-10-01,15:00,,1,6,86,,,23,,3.4
2017-10-01,16:00,,1,7,87,,,23,,3.2
2017-10-01,17:00,,1,20,71,,,23,,2.6
2017-10-01,18:00,,3,30,43,,,27,,2.2
2017-10-01,19:00,,1,27,30,,,32,,1.8
2017-10-01,20:00,,1,28,16,,,39,,1.3
2017-10-01,21:00,,1,18,15,,,36,,1.1
2017-10-01,22:00,,2,18,10,,,37,,1.1
2017-10-01,23:00,,6,22,2,,,40,,0.5
2017-10-02,,,,,,22,22.12,,,
2017-10-02,00:00,,2,16,3,,,36,,0.5
2017-10-02,01:00,,1,12,6,,,34,,0.5
2017-10-02,02:00,,1,9,20,,,30,,0.5
2017-10-02,03:00,,1,8,26,,,26,,1.0
2017-10-02,04:00,,1,14,39,,,23,,1.6
2017-10-02,05:00,,1,16,51,,,21,,2.6
2017-10-02,06:00,,1,19,37,,,21,,1.7
2017-10-02,07:00,,1,21,45,,,23,,2.4
2017-10-02,08:00,,2,10,63,,,26,,5.1
2017-10-02,09:00,,2,9,63,,,25,,6.2
2017-10-02,10:00,,2,9,62,,,26,,5.6
2017-10-02,11:00,,2,8,60,,,25,,4.8
2017-10-02,12:00,,2,8,63,,,23,,4.6
2017-10-02,13:00,,2,7,66,,,21,,4.0
2017-10-02,14:00,,1,8,67,,,28,,3.3
2017-10-02,15:00,,1,7,63,,,24,,2.5
2017-10-02,16:00,,1,7,63,,,17,,2.2
2017-10-02,17:00,,1,10,71,,,16,,2.3
2017-10-02,18:00,,1,12,75,,,27,,2.9
2017-10-02,19:00,,1,16,66,,,24,,2.4
2017-10-02,20:00,,1,8,58,,,20,,1.6
2017-10-02,21:00,,1,6,50,,,11,,1.3
2017-10-02,22:00,,1,6,47,,,8,,1.3
2017-10-02,23:00,,1,7,43,,,5,,1.2
2017-10-03,,,,,,8,7.99,,,
2017-10-03,00:00,,1,9,35,,,4,,1.1
2017-10-03,01:00,,1,10,30,,,7,,1.1
2017-10-03,02:00,,1,10,25,,,9,,0.5
2017-10-03,03:00,,1,10,21,,,5,,0.5
2017-10-03,04:00,,1,14,16,,,6,,0.5
2017-10-03,05:00,,1,8,25,,,4,,0.5
2017-10-03,06:00,,1,5,56,,,4,,1.4
2017-10-03,07:00,,1,6,42,,,4,,1.1
2017-10-03,08:00,,2,14,33,,,6,,1.1
2017-10-03,09:00,,2,17,35,,,12,,1.2
2017-10-03,10:00,,1,12,42,,,9,,1.2
2017-10-03,11:00,,1,11,47,,,8,,1.4
2017-10-03,12:00,,1,8,59,,,8,,1.7
2017-10-03,13:00,,1,7,55,,,3,,1.4
2017-10-03,14:00,,1,6,56,,,5,,1.4
2017-10-03,15:00,,1,5,62,,,10,,1.6
2017-10-03,16:00,,1,4,64,,,9,,1.8
2017-10-03,17:00,,1,5,64,,,6,,1.6
2017-10-03,18:00,,1,6,60,,,5,,1.5
2017-10-03,19:00,,1,15,37,,,8,,1.1
2017-10-03,20:00,,1,13,26,,,8,,0.5
2017-10-03,21:00,,1,12,29,,,14,,1.0
2017-10-03,22:00,,1,9,33,,,14,,0.5
2017-10-03,23:00,,1,5,52,,,10,,1.3
2017-10-04,,,,,,10,10.35,,,
