Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_HVS,PM10_TEOM,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-10-01,01:00,,,,60,,,,,
2017-10-01,02:00,,,,57,,,,,
2017-10-01,03:00,,,,58,,,,,
2017-10-01,04:00,,,,52,,,,,
2017-10-01,05:00,,,,47,,,,,
2017-10-01,06:00,,,,40,,,,,
2017-10-01,07:00,,,,37,,,,,
2017-10-01,08:00,,,,52,,,,,
2017-10-01,09:00,,,,58,,,,,
2017-10-01,10:00,,,,53,,,,,
2017-10-01,11:00,,,,54,,,,,
2017-10-01,12:00,,,,54,,,,,
2017-10-01,13:00,,,,54,,,,,
2017-10-01,14:00,,,,58,,,,,
2017-10-01,15:00,,,,50,,,,,
2017-10-01,16:00,,,,48,,,,,
2017-10-01,17:00,,,,41,,,,,
2017-10-01,18:00,,,,40,,,,,
2017-10-01,19:00,,,,28,,,,,
2017-10-01,20:00,,,,23,,,,,
2017-10-01,21:00,,,,26,,,,,
2017-10-01,22:00,,,,19,,,,,
2017-10-01,23:00,,,,18,,,,,
2017-10-02,00:00,,,,16,,,,,
2017-10-02,01:00,,,,24,,,,,
2017-10-02,02:00,,,,34,,,,,
2017-10-02,03:00,,,,38,,,,,
2017-10-02,04:00,,,,36,,,,,
2017-10-02,05:00,,,,37,,,,,
2017-10-02,06:00,,,,36,,,,,
2017-10-02,07:00,,,,36,,,,,
2017-10-02,08:00,,,,39,,,,,
2017-10-02,09:00,,,,39,,,,,
2017-10-02,10:00,,,,41,,,,,
2017-10-02,11:00,,,,43,,,,,
2017-10-02,12:00,,,,51,,,,,
2017-10-02,13:00,,,,52,,,,,
2017-10-02,14:00,,,,50,,,,,
2017-10-02,15:00,,,,43,,,,,
2017-10-02,16:00,,,,37,,,,,
2017-10-02,17:00,,,,34,,,,,
2017-10-02,18:00,,,,28,,,,,
2017-10-02,19:00,,,,23,,,,,
2017-10-02,20:00,,,,20,,,,,
2017-10-02,21:00,,,,19,,,,,
2017-10-02,22:00,,,,15,,,,,
2017-10-02,23:00,,,,14,,,,,
2017-10-03,00:00,,,,21,,,,,
2017-10-03,01:00,,,,32,,,,,
