Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_HVS,PM10_TEOM,PM2.5,SO2
2017-10-03,06:00,0.5,10,17,,,,6,,2.2
2017-10-03,07:00,0.5,10,15,,,,7,,1.6
2017-10-03,08:00,0.2,12,18,,,,7,,1.2
2017-10-03,09:00,0.4,19,21,,,,7,,2.2
2017-10-03,10:00,0.5,28,24,,,,9,,2.2
2017-10-03,11:00,0.6,23,20,,,,10,,1.8
2017-10-03,12:00,0.4,21,18,,,,10,,1.8
2017-10-03,13:00,0.5,29,26,,,,9,,1.5
2017-10-03,14:00,0.7,32,30,,,,4,,1.3
2017-10-03,15:00,1.0,33,27,,,,6,,1.4
2017-10-03,16:00,0.6,24,20,,,,7,,1.4
2017-10-03,17:00,0.5,28,26,,,,7,,1.4
2017-10-03,18:00,0.9,32,38,,,,9,,2.0
2017-10-03,19:00,,35,37,,,,13,,1.5
2017-10-03,20:00,,18,28,,,,12,,1.3
2017-10-03,21:00,,18,25,,,,10,,1.1
2017-10-03,22:00,,13,21,,,,12,,1.2
2017-10-03,23:00,,13,21,,,,9,,1.2
2017-10-04,,,,,,,21.06,,8.04,
2017-10-04,00:00,0.5,5,16,,,,5,,3.1
2017-10-04,01:00,0.4,7,17,,,,8,,2.7
2017-10-04,02:00,0.3,7,14,,,,9,,2.0
2017-10-04,03:00,0.2,11,13,,,,9,,1.6
2017-10-04,04:00,0.2,13,17,,,,7,,1.7
2017-10-04,05:00,0.5,25,24,,,,9,,1.3
2017-10-04,06:00,0.6,48,39,,,,12,,1.3
2017-10-04,07:00,0.9,98,62,,,,14,,1.5
2017-10-04,08:00,1.1,87,53,,,,18,,1.8
2017-10-04,09:00,0.8,63,41,,,,17,,1.9
2017-10-04,10:00,0.6,57,38,,,,,,2.2
2017-10-04,11:00,0.6,55,37,,,,,,1.8
2017-10-04,12:00,0.8,52,39,,,,10,,3.3
2017-10-04,13:00,0.8,53,38,,,,18,,3.4
2017-10-04,14:00,0.5,45,35,,,,17,,2.7
2017-10-04,15:00,0.8,47,38,,,,16,,2.4
2017-10-04,16:00,0.9,56,43,,,,15,,1.6
2017-10-04,17:00,1.2,55,45,,,,16,,1.4
2017-10-04,18:00,1.4,54,47,,,,17,,1.4
2017-10-04,19:00,1.6,43,39,,,,19,,1.2
2017-10-04,20:00,1.0,29,28,,,,16,,1.2
2017-10-04,21:00,0.6,13,18,,,,11,,2.2
2017-10-04,22:00,0.4,12,15,,,,12,,1.9
2017-10-04,23:00,0.3,11,14,,,,12,,1.6
2017-10-05,,,,,,,11.78,,6.51,
2017-10-05,00:00,0.3,5,13,,,,12,,4.5
2017-10-05,01:00,0.2,5,13,,,,11,,4.4
2017-10-05,02:00,0.2,4,11,,,,11,,1.7
2017-10-05,03:00,0.2,4,10,,,,10,,1.4
2017-10-05,04:00,0.2,11,12,,,,11,,1.3
2017-10-05,05:00,0.3,16,19,,,,13,,1.1
2017-10-05,06:00,0.4,37,33,,,,11,,1.1
2017-10-05,07:00,0.7,63,45,,,,12,,1.5
2017-10-05,08:00,1.0,75,53,,,,11,,1.3
2017-10-05,09:00,1.0,76,48,,,,9,,1.4
2017-10-05,10:00,0.8,92,53,,,,9,,1.3
2017-10-05,11:00,1.1,73,49,,,,11,,1.2
2017-10-05,12:00,1.3,55,42,,,,10,,1.2
2017-10-05,13:00,1.0,48,36,,,,8,,1.1
2017-10-05,14:00,0.7,36,26,,,,8,,1.2
2017-10-05,15:00,0.6,32,22,,,,9,,1.7
2017-10-05,16:00,0.7,40,27,,,,11,,1.3
2017-10-05,17:00,0.7,30,21,,,,12,,1.2
2017-10-05,18:00,0.5,36,29,,,,10,,1.3
2017-10-05,19:00,0.8,36,31,,,,7,,1.2
2017-10-05,20:00,1.0,33,31,,,,8,,1.4
2017-10-05,21:00,0.7,15,20,,,,6,,1.0
2017-10-05,22:00,0.5,15,17,,,,6,,0.5
2017-10-05,23:00,0.4,9,13,,,,7,,0.5
2017-10-06,,,,,,,15.26,,4.80,
2017-10-06,00:00,0.5,8,12,,,,8,,0.5
2017-10-06,01:00,0.4,5,9,,,,10,,0.5
2017-10-06,02:00,0.3,3,7,,,,8,,0.5
2017-10-06,03:00,0.2,6,10,,,,10,,3.4
2017-10-06,04:00,0.2,8,14,,,,8,,5.2
2017-10-06,05:00,0.3,15,20,,,,7,,4.5
2017-10-06,06:00,0.3,27,29,,,,8,,5.2
2017-10-06,07:00,0.5,43,35,,,,8,,3.6
2017-10-06,08:00,0.6,42,34,,,,9,,2.4
2017-10-06,09:00,0.6,56,38,,,,9,,4.7
2017-10-06,10:00,0.7,61,40,,,,11,,5.3
2017-10-06,11:00,0.6,52,32,,,,12,,2.4
2017-10-06,12:00,0.6,40,30,,,,12,,1.7
2017-10-06,13:00,0.6,60,38,,,,12,,1.7
2017-10-06,14:00,1.1,42,31,,,,10,,1.5
2017-10-06,15:00,1.3,61,41,,,,11,,1.4
2017-10-06,16:00,1.3,47,37,,,,11,,1.3
2017-10-06,17:00,1.5,59,44,,,,8,,1.3
2017-10-06,18:00,1.2,63,49,,,,9,,1.6
2017-10-06,19:00,1.6,55,43,,,,7,,1.4
2017-10-06,20:00,1.4,32,32,,,,4,,1.2
2017-10-06,21:00,1.0,28,30,,,,7,,1.3
2017-10-06,22:00,0.7,32,28,,,,9,,1.2
2017-10-06,23:00,1.0,26,27,,,,9,,1.2
2017-10-07,,,,,,,13.10,,5.88,
2017-10-07,00:00,0.8,24,24,,,,9,,1.1
2017-10-07,01:00,0.8,19,22,,,,11,,1.1
2017-10-07,02:00,1.0,10,16,,,,12,,1.1
2017-10-07,03:00,0.6,12,15,,,,12,,1.1
2017-10-07,04:00,0.3,9,13,,,,9,,0.5
2017-10-07,05:00,0.4,10,13,,,,8,,1.1
2017-10-07,06:00,0.5,10,17,,,,10,,1.0
2017-10-07,07:00,0.3,15,21,,,,9,,1.5
2017-10-07,08:00,0.5,20,20,,,,9,,3.2
2017-10-07,09:00,0.6,34,29,,,,6,,2.2
2017-10-07,10:00,0.7,32,26,,,,5,,3.2
2017-10-07,11:00,0.7,40,30,,,,6,,4.0
2017-10-07,12:00,1.0,42,33,,,,9,,3.6
2017-10-07,13:00,0.9,42,34,,,,9,,2.1
2017-10-07,14:00,1.0,48,38,,,,10,,1.8
2017-10-07,15:00,,49,37,,,,10,,1.5
2017-10-07,16:00,,53,39,,,,14,,1.5
2017-10-07,17:00,,67,49,,,,12,,1.3
2017-10-07,18:00,,44,38,,,,12,,1.4
2017-10-07,19:00,,38,31,,,,11,,1.3
2017-10-07,20:00,0.8,23,23,,,,10,,1.1
2017-10-07,21:00,0.6,22,22,,,,7,,1.0
2017-10-07,22:00,0.7,18,20,,,,6,,0.5
2017-10-07,23:00,0.6,17,18,,,,3,,0.5
2017-10-08,,,,,,,11.70,,4.10,
2017-10-08,00:00,0.5,13,14,,,,3,,0.5
2017-10-08,01:00,0.4,11,13,,,,3,,0.5
2017-10-08,02:00,0.4,9,12,,,,3,,0.5
2017-10-08,03:00,0.3,8,11,,,,3,,0.5
2017-10-08,04:00,0.3,8,11,,,,2,,1.3
2017-10-08,05:00,0.3,5,10,,,,3,,1.9
2017-10-08,06:00,0.3,4,10,,,,4,,3.3
2017-10-08,07:00,0.3,6,12,,,,3,,3.7
2017-10-08,08:00,0.3,10,11,,,,4,,2.1
2017-10-08,09:00,0.3,17,17,,,,3,,2.1
2017-10-08,10:00,0.7,24,22,,,,5,,2.5
2017-10-08,11:00,0.5,17,17,,,,3,,1.4
2017-10-08,12:00,0.5,31,29,,,,2,,1.3
2017-10-08,13:00,0.6,22,22,,,,6,,1.3
2017-10-08,14:00,0.6,45,36,,,,7,,1.5
2017-10-08,15:00,0.7,29,27,,,,11,,1.4
2017-10-08,16:00,0.7,33,33,,,,12,,1.5
2017-10-08,17:00,1.0,45,39,,,,11,,1.4
2017-10-08,18:00,1.4,62,64,,,,10,,1.3
2017-10-08,19:00,1.7,106,91,,,,16,,1.4
2017-10-08,20:00,3.3,104,81,,,,24,,1.2
2017-10-08,21:00,3.0,65,69,,,,23,,0.5
2017-10-08,22:00,1.8,30,46,,,,19,,0.5
2017-10-08,23:00,1.0,16,31,,,,16,,0.5
2017-10-09,,,,,,,19.29,,6.61,
2017-10-09,00:00,1.0,11,25,,,,14,,0.5
2017-10-09,01:00,0.6,3,16,,,,11,,0.5
2017-10-09,02:00,0.3,6,18,,,,10,,0.5
2017-10-09,03:00,0.3,10,19,,,,10,,0.5
2017-10-09,04:00,0.3,14,19,,,,10,,0.5
2017-10-09,05:00,0.4,34,34,,,,11,,0.5
2017-10-09,06:00,1.0,79,57,,,,13,,1.5
2017-10-09,07:00,1.4,125,65,,,,17,,2.5
2017-10-09,08:00,1.7,94,56,,,,17,,2.0
2017-10-09,09:00,1.4,81,51,,,,16,,2.4
2017-10-09,10:00,1.1,68,41,,,,17,,2.8
2017-10-09,11:00,1.2,75,45,,,,16,,2.5
2017-10-09,12:00,0.9,58,34,,,,17,,3.2
2017-10-09,13:00,0.7,61,40,,,,13,,2.3
2017-10-09,14:00,0.9,57,42,,,,18,,2.1
2017-10-09,15:00,0.8,70,47,,,,15,,1.8
2017-10-09,16:00,1.0,79,59,,,,15,,1.8
2017-10-09,17:00,1.0,62,52,,,,16,,1.5
2017-10-09,18:00,1.0,63,57,,,,16,,1.3
2017-10-09,19:00,1.1,57,55,,,,18,,1.3
2017-10-09,20:00,1.2,33,42,,,,22,,1.3
2017-10-09,21:00,1.0,28,36,,,,15,,1.6
2017-10-09,22:00,0.6,27,29,,,,13,,1.3
2017-10-09,23:00,0.5,20,22,,,,12,,1.5
2017-10-10,,,,,,,14.02,,10.69,
2017-10-10,00:00,0.4,8,15,,,,10,,1.2
2017-10-10,01:00,0.3,9,15,,,,8,,1.3
2017-10-10,02:00,0.3,5,13,,,,9,,1.2
2017-10-10,03:00,0.3,9,14,,,,10,,1.4
2017-10-10,04:00,0.2,12,16,,,,10,,1.3
2017-10-10,05:00,0.3,28,25,,,,11,,2.4
2017-10-10,06:00,0.6,60,42,,,,12,,3.3
2017-10-10,07:00,1.0,113,54,,,,14,,2.8
2017-10-10,08:00,1.8,121,53,,,,14,,2.7
2017-10-10,09:00,1.9,123,54,,,,18,,2.6
2017-10-10,10:00,1.7,80,44,,,,20,,1.9
2017-10-10,11:00,1.0,83,46,,,,18,,1.9
2017-10-10,12:00,0.8,63,37,,,,17,,1.9
2017-10-10,13:00,0.9,61,38,,,,14,,1.6
2017-10-10,14:00,1.0,72,49,,,,13,,1.5
2017-10-10,15:00,1.0,84,51,,,,11,,1.4
2017-10-10,16:00,1.2,70,46,,,,10,,1.3
2017-10-10,17:00,1.2,69,46,,,,11,,1.3
2017-10-10,18:00,1.2,66,45,,,,9,,1.1
2017-10-10,19:00,1.2,48,37,,,,9,,0.5
2017-10-10,20:00,1.0,41,38,,,,10,,0.5
2017-10-10,21:00,0.9,25,33,,,,12,,0.5
2017-10-10,22:00,0.8,20,24,,,,9,,0.5
2017-10-10,23:00,0.9,22,28,,,,10,,0.5
2017-10-11,,,,,,,14.40,,6.35,
2017-10-11,00:00,0.5,11,19,,,,10,,0.5
2017-10-11,01:00,0.3,7,15,,,,12,,1.2
2017-10-11,02:00,0.3,5,13,,,,12,,0.5
2017-10-11,03:00,0.6,10,15,,,,7,,0.5
2017-10-11,04:00,0.2,14,15,,,,5,,0.5
2017-10-11,05:00,0.3,26,23,,,,6,,0.5
2017-10-11,06:00,0.6,61,37,,,,7,,0.5
2017-10-11,07:00,0.8,106,53,,,,10,,1.2
2017-10-11,08:00,1.1,81,49,,,,11,,1.1
2017-10-11,09:00,0.9,69,47,,,,13,,1.2
2017-10-11,10:00,1.0,60,37,,,,16,,1.3
2017-10-11,11:00,,52,35,,,,13,,1.3
2017-10-11,12:00,,46,33,,,,14,,1.6
2017-10-11,13:00,,41,32,,,,13,,1.4
2017-10-11,14:00,,55,36,,,,12,,1.2
2017-10-11,15:00,,67,43,,,,11,,1.3
2017-10-11,16:00,1.2,70,44,,,,12,,1.3
2017-10-11,17:00,1.9,85,52,,,,14,,1.7
2017-10-11,18:00,2.4,89,62,,,,16,,2.1
2017-10-11,19:00,2.2,55,43,,,,16,,1.6
2017-10-11,20:00,1.2,31,31,,,,12,,1.2
2017-10-11,21:00,0.6,22,25,,,,13,,1.1
2017-10-11,22:00,1.3,19,23,,,,10,,0.5
2017-10-11,23:00,0.5,22,25,,,,9,,1.1
2017-10-12,,,,,,,19.97,,7.43,
2017-10-12,00:00,0.7,10,15,,,,9,,1.7
2017-10-12,01:00,0.2,8,13,,,,11,,1.4
2017-10-12,02:00,0.2,4,11,,,,9,,1.3
2017-10-12,03:00,0.1,5,12,,,,8,,1.2
2017-10-12,04:00,0.2,10,15,,,,9,,1.4
2017-10-12,05:00,0.3,28,26,,,,10,,1.4
2017-10-12,06:00,0.5,50,39,,,,13,,1.9
2017-10-12,07:00,0.7,70,44,,,,15,,2.1
2017-10-12,08:00,0.9,77,49,,,,17,,2.4
2017-10-12,09:00,0.8,61,41,,,,16,,1.9
2017-10-12,10:00,0.6,58,36,,,,17,,1.9
2017-10-12,11:00,0.5,36,29,,,,10,,2.0
2017-10-12,12:00,0.5,50,34,,,,12,,1.6
2017-10-12,13:00,0.6,48,32,,,,15,,1.8
2017-10-12,14:00,0.8,41,30,,,,19,,1.6
2017-10-12,15:00,0.7,51,36,,,,15,,1.7
2017-10-12,16:00,1.0,55,41,,,,15,,2.4
2017-10-12,17:00,1.4,71,54,,,,16,,3.0
2017-10-12,18:00,1.8,70,61,,,,19,,2.5
2017-10-12,19:00,1.8,56,51,,,,21,,1.4
2017-10-12,20:00,2.1,49,49,,,,21,,1.2
2017-10-12,21:00,1.4,44,47,,,,23,,1.3
2017-10-12,22:00,1.2,28,36,,,,20,,1.7
2017-10-12,23:00,0.8,23,34,,,,16,,2.4
2017-10-13,,,,,,,25.67,,10.14,
2017-10-13,00:00,0.6,10,21,,,,13,,2.4
2017-10-13,01:00,0.5,15,25,,,,14,,3.0
2017-10-13,02:00,0.4,14,22,,,,14,,1.4
2017-10-13,03:00,0.2,11,20,,,,12,,1.0
2017-10-13,04:00,0.3,16,22,,,,12,,0.5
2017-10-13,05:00,0.7,36,31,,,,14,,1.1
2017-10-13,06:00,0.9,83,49,,,,17,,1.6
2017-10-13,07:00,1.3,165,69,,,,23,,2.2
2017-10-13,08:00,1.6,139,64,,,,31,,1.9
2017-10-13,09:00,1.5,117,62,,,,30,,1.9
2017-10-13,10:00,1.0,99,54,,,,24,,2.4
2017-10-13,11:00,0.8,63,39,,,,24,,4.3
2017-10-13,12:00,0.8,54,37,,,,22,,4.2
2017-10-13,13:00,1.3,69,47,,,,17,,2.9
2017-10-13,14:00,1.2,86,53,,,,17,,4.3
2017-10-13,15:00,1.6,53,41,,,,20,,2.4
2017-10-13,16:00,1.4,62,47,,,,16,,1.8
2017-10-13,17:00,1.5,71,56,,,,14,,1.7
2017-10-13,18:00,2.9,109,75,,,,17,,2.1
2017-10-13,19:00,3.6,98,73,,,,23,,1.8
2017-10-13,20:00,3.9,84,61,,,,24,,1.6
2017-10-13,21:00,3.3,57,48,,,,23,,1.5
2017-10-13,22:00,1.6,40,40,,,,17,,3.7
2017-10-13,23:00,2.2,76,51,,,,17,,3.3
2017-10-14,,,,,,,22.71,,10.93,
2017-10-14,00:00,2.5,34,36,,,,19,,1.4
2017-10-14,01:00,0.9,29,31,,,,19,,1.3
2017-10-14,02:00,0.9,18,27,,,,19,,1.0
2017-10-14,03:00,0.5,27,25,,,,17,,0.5
2017-10-14,04:00,0.8,16,23,,,,15,,0.5
2017-10-14,05:00,0.5,17,23,,,,16,,0.5
2017-10-14,06:00,0.5,22,22,,,,15,,0.5
2017-10-14,07:00,0.5,33,26,,,,16,,1.0
2017-10-14,08:00,0.8,52,32,,,,17,,1.2
2017-10-14,09:00,0.9,74,36,,,,17,,1.7
2017-10-14,10:00,1.1,57,33,,,,19,,2.1
2017-10-14,11:00,0.9,42,27,,,,17,,1.8
2017-10-14,12:00,0.8,40,29,,,,12,,2.9
2017-10-14,13:00,1.0,51,35,,,,11,,3.5
2017-10-14,14:00,1.5,46,37,,,,12,,3.0
2017-10-14,15:00,1.6,40,32,,,,13,,2.9
2017-10-14,16:00,2.4,48,37,,,,13,,2.4
2017-10-14,17:00,1.6,60,48,,,,13,,1.8
2017-10-14,18:00,2.3,105,79,,,,18,,1.9
2017-10-14,19:00,2.5,81,67,,,,26,,1.5
2017-10-14,20:00,3.2,90,69,,,,26,,2.4
2017-10-14,21:00,4.5,52,56,,,,27,,1.9
2017-10-14,22:00,2.9,50,52,,,,26,,1.5
2017-10-14,23:00,2.6,55,53,,,,25,,1.3
2017-10-15,,,,,,,22.46,,10.51,
2017-10-15,00:00,1.7,25,37,,,,25,,1.1
2017-10-15,01:00,1.2,23,33,,,,23,,1.0
2017-10-15,02:00,1.8,15,30,,,,21,,1.1
2017-10-15,03:00,1.0,18,31,,,,20,,1.1
2017-10-15,04:00,0.6,10,24,,,,17,,0.5
2017-10-15,05:00,0.6,11,24,,,,17,,0.5
2017-10-15,06:00,0.6,19,30,,,,18,,0.5
2017-10-15,07:00,,28,27,,,,17,,0.5
2017-10-15,08:00,,28,25,,,,18,,0.5
2017-10-15,09:00,,48,32,,,,17,,1.2
2017-10-15,10:00,,63,39,,,,18,,3.0
2017-10-15,11:00,,54,38,,,,18,,4.8
2017-10-15,12:00,3.8,28,28,,,,16,,3.3
2017-10-15,13:00,1.0,27,27,,,,15,,3.3
2017-10-15,14:00,1.1,37,36,,,,17,,2.3
2017-10-15,15:00,1.5,40,46,,,,18,,2.7
2017-10-15,16:00,1.7,30,38,,,,15,,3.7
2017-10-15,17:00,1.3,49,60,,,,16,,3.0
2017-10-15,18:00,2.8,74,87,,,,24,,2.3
2017-10-15,19:00,2.9,84,88,,,,27,,2.0
2017-10-15,20:00,3.3,55,74,,,,30,,2.1
2017-10-15,21:00,3.0,62,66,,,,19,,1.9
2017-10-15,22:00,2.6,26,46,,,,17,,1.3
2017-10-15,23:00,1.1,20,40,,,,17,,1.1
2017-10-16,,,,,,,35.60,,16.42,
2017-10-16,00:00,0.9,6,25,,,,15,,1.1
2017-10-16,01:00,0.6,10,25,,,,14,,0.5
2017-10-16,02:00,0.6,7,22,,,,15,,0.5
2017-10-16,03:00,0.5,15,25,,,,15,,0.5
2017-10-16,04:00,0.4,22,30,,,,14,,0.5
2017-10-16,05:00,0.5,48,40,,,,16,,1.2
2017-10-16,06:00,0.7,72,56,,,,20,,1.6
2017-10-16,07:00,1.8,160,81,,,,29,,2.2
2017-10-16,08:00,2.9,223,88,,,,43,,2.9
2017-10-16,09:00,2.2,148,68,,,,41,,2.6
2017-10-16,10:00,1.7,123,60,,,,31,,2.6
2017-10-16,11:00,2.3,94,54,,,,28,,2.6
2017-10-16,12:00,1.8,67,47,,,,29,,2.8
2017-10-16,13:00,1.8,65,47,,,,27,,2.8
2017-10-16,14:00,1.5,82,62,,,,28,,2.4
2017-10-16,15:00,1.6,70,65,,,,28,,2.1
2017-10-16,16:00,2.0,82,80,,,,28,,5.0
2017-10-16,17:00,2.2,86,89,,,,33,,3.4
2017-10-16,18:00,3.3,134,111,,,,39,,2.4
2017-10-16,19:00,4.1,122,100,,,,43,,2.5
2017-10-16,20:00,5.7,77,84,,,,42,,1.9
2017-10-16,21:00,4.3,37,69,,,,41,,1.6
2017-10-16,22:00,2.1,40,49,,,,35,,1.4
2017-10-16,23:00,1.4,30,39,,,,30,,1.3
2017-10-17,,,,,,,53.02,,23.38,
2017-10-17,00:00,1.3,8,32,,,,23,,1.1
2017-10-17,01:00,0.5,12,29,,,,23,,1.1
2017-10-17,02:00,0.7,6,25,,,,23,,1.0
2017-10-17,03:00,0.5,7,25,,,,25,,0.5
2017-10-17,04:00,0.5,25,34,,,,22,,0.5
2017-10-17,05:00,0.6,52,49,,,,27,,1.0
2017-10-17,06:00,1.1,103,63,,,,32,,1.5
2017-10-17,07:00,2.2,188,83,,,,41,,2.0
2017-10-17,08:00,3.2,134,74,,,,43,,1.6
2017-10-17,09:00,1.7,125,70,,,,38,,1.8
2017-10-17,10:00,1.6,134,68,,,,32,,2.9
2017-10-17,11:00,1.7,103,63,,,,31,,3.6
2017-10-17,12:00,1.8,97,62,,,,30,,4.8
2017-10-17,13:00,2.4,86,60,,,,33,,5.2
2017-10-17,14:00,2.3,80,67,,,,34,,3.3
2017-10-17,15:00,2.2,99,84,,,,30,,3.1
2017-10-17,16:00,3.9,125,102,,,,35,,3.2
2017-10-17,17:00,4.9,194,137,,,,47,,4.1
2017-10-17,18:00,8.7,361,182,,,,64,,4.9
2017-10-17,19:00,8.8,239,142,,,,81,,3.5
2017-10-17,20:00,5.6,221,127,,,,67,,3.4
2017-10-17,21:00,6.5,219,111,,,,78,,3.2
2017-10-17,22:00,7.3,304,113,,,,81,,3.8
2017-10-17,23:00,8.8,273,101,,,,80,,3.5
2017-10-18,00:00,5.6,113,72,,,,58,,1.7
2017-10-18,01:00,3.0,64,52,,,,49,,1.0
2017-10-18,02:00,1.9,85,49,,,,50,,1.1
2017-10-18,03:00,2.2,107,43,,,,41,,1.4
2017-10-18,04:00,3.6,61,41,,,,39,,1.0
2017-10-18,05:00,1.0,20,37,,,,28,,0.5
2017-10-18,06:00,1.1,124,64,,,,30,,1.5
2017-10-18,07:00,2.3,195,77,,,,42,,2.4
2017-10-18,08:00,2.8,228,77,,,,48,,3.0
2017-10-18,09:00,3.5,152,61,,,,53,,2.4
2017-10-18,10:00,2.0,143,59,,,,44,,3.0
2017-10-18,11:00,2.3,108,63,,,,41,,5.1
2017-10-18,12:00,1.8,52,51,,,,44,,6.0
2017-10-18,13:00,1.3,51,49,,,,41,,7.0
2017-10-18,14:00,1.8,49,47,,,,38,,5.1
2017-10-18,15:00,1.0,57,56,,,,32,,3.9
2017-10-18,16:00,1.5,27,52,,,,35,,3.6
2017-10-18,17:00,1.0,25,58,,,,40,,3.7
2017-10-18,18:00,1.3,24,57,,,,40,,2.4
2017-10-18,19:00,1.5,29,69,,,,49,,1.6
2017-10-18,20:00,1.4,59,72,,,,45,,2.1
2017-10-18,21:00,2.2,40,62,,,,46,,1.7
2017-10-18,22:00,2.1,111,66,,,,48,,1.9
2017-10-18,23:00,4.4,177,71,,,,61,,2.3
2017-10-19,00:00,4.1,111,58,,,,62,,1.7
2017-10-19,01:00,2.1,17,40,,,,46,,0.5
2017-10-19,02:00,1.5,16,35,,,,41,,0.5
2017-10-19,03:00,,15,35,,,,36,,0.5
2017-10-19,04:00,,16,34,,,,31,,0.5
2017-10-19,05:00,,24,37,,,,28,,0.5
2017-10-19,06:00,,82,52,,,,26,,1.5
2017-10-19,07:00,,144,67,,,,34,,2.3
2017-10-19,08:00,1.8,171,74,,,,39,,2.7
2017-10-19,09:00,2.7,148,70,,,,45,,2.9
2017-10-19,10:00,2.1,150,72,,,,40,,2.7
2017-10-19,11:00,1.6,109,62,,,,37,,3.7
2017-10-19,12:00,2.3,93,57,,,,35,,3.4
2017-10-19,13:00,1.9,97,66,,,,32,,2.9
2017-10-19,14:00,2.0,60,53,,,,32,,5.7
2017-10-19,15:00,1.1,72,67,,,,31,,7.3
2017-10-19,16:00,1.1,47,59,,,,22,,5.2
2017-10-19,17:00,1.7,60,72,,,,23,,3.0
2017-10-19,18:00,2.0,125,105,,,,30,,2.5
2017-10-19,19:00,2.4,75,91,,,,38,,2.3
2017-10-19,20:00,2.0,72,86,,,,34,,2.8
2017-10-19,21:00,2.5,28,62,,,,29,,2.5
2017-10-19,22:00,2.0,52,70,,,,27,,2.6
2017-10-19,23:00,1.4,21,49,,,,25,,3.7
2017-10-20,00:00,0.8,16,50,,,,23,,2.9
2017-10-20,01:00,0.9,19,51,,,,23,,2.0
2017-10-20,02:00,0.8,19,49,,,,26,,2.8
2017-10-20,03:00,0.9,26,49,,,,24,,2.6
2017-10-20,04:00,0.9,41,51,,,,31,,2.4
2017-10-20,05:00,0.9,58,55,,,,28,,2.4
2017-10-20,06:00,1.4,110,69,,,,31,,2.8
2017-10-20,07:00,1.8,155,81,,,,37,,2.9
2017-10-20,08:00,2.5,160,80,,,,47,,3.1
2017-10-20,09:00,2.0,122,69,,,,45,,3.0
