Datum Zeit,Dresden-Nord PM10
,µg/m³
31-08-03,14
30-08-03,18
29-08-03,37
28-08-03,31
27-08-03,38
26-08-03,29
25-08-03,26
24-08-03,19
23-08-03,31
22-08-03,49
21-08-03,40
20-08-03,28
19-08-03,39
18-08-03,39
17-08-03,25
16-08-03,26
15-08-03,36
14-08-03,47
13-08-03,61
12-08-03,38
11-08-03,21
10-08-03,23
09-08-03,27
08-08-03,32
07-08-03,30
06-08-03,30
05-08-03,27
04-08-03,42
03-08-03,38
02-08-03,33
01-08-03,38

