Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-01-15,10
30-01-15,5
29-01-15,7
28-01-15,10
27-01-15,6
26-01-15,9
25-01-15,16
24-01-15,17
23-01-15,21
22-01-15,30
21-01-15,16
20-01-15,20
19-01-15,28
18-01-15,16
17-01-15,19
16-01-15,18
15-01-15,
14-01-15,3
13-01-15,5
12-01-15,6
11-01-15,8
10-01-15,3
09-01-15,6
08-01-15,6
07-01-15,17
06-01-15,12
05-01-15,17
04-01-15,7
03-01-15,11
02-01-15,5
01-01-15,32

