Datum Zeit,Borna PM10
,µg/m³
31-01-15,14
30-01-15,9
29-01-15,10
28-01-15,16
27-01-15,9
26-01-15,16
25-01-15,20
24-01-15,23
23-01-15,24
22-01-15,33
21-01-15,25
20-01-15,28
19-01-15,29
18-01-15,25
17-01-15,25
16-01-15,17
15-01-15,5
14-01-15,6
13-01-15,7
12-01-15,9
11-01-15,12
10-01-15,5
09-01-15,9
08-01-15,8
07-01-15,22
06-01-15,35
05-01-15,24
04-01-15,9
03-01-15,10
02-01-15,8
01-01-15,44

