Datum Zeit,Brockau PM10
,µg/m³
31-01-15,9
30-01-15,4
29-01-15,6
28-01-15,10
27-01-15,6
26-01-15,8
25-01-15,10
24-01-15,15
23-01-15,14
22-01-15,23
21-01-15,25
20-01-15,15
19-01-15,15
18-01-15,17
17-01-15,18
16-01-15,15
15-01-15,4
14-01-15,2
13-01-15,4
12-01-15,4
11-01-15,8
10-01-15,2
09-01-15,4
08-01-15,6
07-01-15,18
06-01-15,17
05-01-15,13
04-01-15,7
03-01-15,9
02-01-15,7
01-01-15,16

