Datum Zeit,Klingenthal PM10
,µg/m³
31-01-15,12
30-01-15,7
29-01-15,8
28-01-15,10
27-01-15,7
26-01-15,12
25-01-15,12
24-01-15,15
23-01-15,13
22-01-15,15
21-01-15,14
20-01-15,18
19-01-15,18
18-01-15,17
17-01-15,18
16-01-15,19
15-01-15,9
14-01-15,5
13-01-15,8
12-01-15,6
11-01-15,9
10-01-15,4
09-01-15,5
08-01-15,12
07-01-15,22
06-01-15,31
05-01-15,12
04-01-15,7
03-01-15,11
02-01-15,9
01-01-15,18

