Datum Zeit,Plauen-Sued NO2
,µg/m³
01-02-15 00:00,14
31-01-15 23:00,40
31-01-15 22:00,27
31-01-15 21:00,18
31-01-15 20:00,21
31-01-15 19:00,35
31-01-15 18:00,31
31-01-15 17:00,20
31-01-15 16:00,16
31-01-15 15:00,18
31-01-15 14:00,17
31-01-15 13:00,14
31-01-15 12:00,15
31-01-15 11:00,20
31-01-15 10:00,21
31-01-15 09:00,22
31-01-15 08:00,20
31-01-15 07:00,17
31-01-15 06:00,21
31-01-15 05:00,15
31-01-15 04:00,12
31-01-15 03:00,13
31-01-15 02:00,22
31-01-15 01:00,16
31-01-15 00:00,29
30-01-15 23:00,35
30-01-15 22:00,35
30-01-15 21:00,37
30-01-15 20:00,37
30-01-15 19:00,43
30-01-15 18:00,44
30-01-15 17:00,33
30-01-15 16:00,20
30-01-15 15:00,24
30-01-15 14:00,16
30-01-15 13:00,22
30-01-15 12:00,18
30-01-15 11:00,23
30-01-15 10:00,39
30-01-15 09:00,40
30-01-15 08:00,38
30-01-15 07:00,39
30-01-15 06:00,18
30-01-15 05:00,12
30-01-15 04:00,7
30-01-15 03:00,4
30-01-15 02:00,6
30-01-15 01:00,9
30-01-15 00:00,9
29-01-15 23:00,11
29-01-15 22:00,14
29-01-15 21:00,14
29-01-15 20:00,18
29-01-15 19:00,33
29-01-15 18:00,30
29-01-15 17:00,42
29-01-15 16:00,34
29-01-15 15:00,17
29-01-15 14:00,20
29-01-15 13:00,14
29-01-15 12:00,16
29-01-15 11:00,17
29-01-15 10:00,29
29-01-15 09:00,40
29-01-15 08:00,52
29-01-15 07:00,29
29-01-15 06:00,20
29-01-15 05:00,17
29-01-15 04:00,9
29-01-15 03:00,7
29-01-15 02:00,8
29-01-15 01:00,10
29-01-15 00:00,8
28-01-15 23:00,11
28-01-15 22:00,8
28-01-15 21:00,9
28-01-15 20:00,11
28-01-15 19:00,14
28-01-15 18:00,19
28-01-15 17:00,21
28-01-15 16:00,20
28-01-15 15:00,17
28-01-15 14:00,24
28-01-15 13:00,25
28-01-15 12:00,22
28-01-15 11:00,24
28-01-15 10:00,28
28-01-15 09:00,29
28-01-15 08:00,51
28-01-15 07:00,36
28-01-15 06:00,37
28-01-15 05:00,25
28-01-15 04:00,16
28-01-15 03:00,11
28-01-15 02:00,17
28-01-15 01:00,8
28-01-15 00:00,7
27-01-15 23:00,10
27-01-15 22:00,19
27-01-15 21:00,26
27-01-15 20:00,44
27-01-15 19:00,52
27-01-15 18:00,31
27-01-15 17:00,28
27-01-15 16:00,
27-01-15 15:00,
27-01-15 14:00,
27-01-15 13:00,
27-01-15 12:00,
27-01-15 11:00,18
27-01-15 10:00,15
27-01-15 09:00,15
27-01-15 08:00,19
27-01-15 07:00,11
27-01-15 06:00,9
27-01-15 05:00,7
27-01-15 04:00,16
27-01-15 03:00,17
27-01-15 02:00,17
27-01-15 01:00,17
27-01-15 00:00,15
26-01-15 23:00,19
26-01-15 22:00,17
26-01-15 21:00,18
26-01-15 20:00,23
26-01-15 19:00,31
26-01-15 18:00,32
26-01-15 17:00,34
26-01-15 16:00,39
26-01-15 15:00,47
26-01-15 14:00,
26-01-15 13:00,30
26-01-15 12:00,33
26-01-15 11:00,38
26-01-15 10:00,41
26-01-15 09:00,49
26-01-15 08:00,48
26-01-15 07:00,49
26-01-15 06:00,51
26-01-15 05:00,43
26-01-15 04:00,30
26-01-15 03:00,29
26-01-15 02:00,33
26-01-15 01:00,27
26-01-15 00:00,30
25-01-15 23:00,36
25-01-15 22:00,32
25-01-15 21:00,36
25-01-15 20:00,41
25-01-15 19:00,47
25-01-15 18:00,44
25-01-15 17:00,23
25-01-15 16:00,7
25-01-15 15:00,9
25-01-15 14:00,6
25-01-15 13:00,6
25-01-15 12:00,6
25-01-15 11:00,7
25-01-15 10:00,8
25-01-15 09:00,8
25-01-15 08:00,9
25-01-15 07:00,9
25-01-15 06:00,7
25-01-15 05:00,8
25-01-15 04:00,8
25-01-15 03:00,13
25-01-15 02:00,23
25-01-15 01:00,22
25-01-15 00:00,20
24-01-15 23:00,24
24-01-15 22:00,25
24-01-15 21:00,23
24-01-15 20:00,25
24-01-15 19:00,25
24-01-15 18:00,19
24-01-15 17:00,23
24-01-15 16:00,17
24-01-15 15:00,20
24-01-15 14:00,19
24-01-15 13:00,26
24-01-15 12:00,23
24-01-15 11:00,26
24-01-15 10:00,26
24-01-15 09:00,22
24-01-15 08:00,17
24-01-15 07:00,13
24-01-15 06:00,16
24-01-15 05:00,11
24-01-15 04:00,13
24-01-15 03:00,16
24-01-15 02:00,19
24-01-15 01:00,18
24-01-15 00:00,20
23-01-15 23:00,27
23-01-15 22:00,29
23-01-15 21:00,28
23-01-15 20:00,32
23-01-15 19:00,36
23-01-15 18:00,34
23-01-15 17:00,33
23-01-15 16:00,31
23-01-15 15:00,35
23-01-15 14:00,30
23-01-15 13:00,35
23-01-15 12:00,31
23-01-15 11:00,31
23-01-15 10:00,30
23-01-15 09:00,25
23-01-15 08:00,27
23-01-15 07:00,29
23-01-15 06:00,28
23-01-15 05:00,28
23-01-15 04:00,23
23-01-15 03:00,24
23-01-15 02:00,24
23-01-15 01:00,24
23-01-15 00:00,27
22-01-15 23:00,30
22-01-15 22:00,29
22-01-15 21:00,27
22-01-15 20:00,26
22-01-15 19:00,31
22-01-15 18:00,33
22-01-15 17:00,30
22-01-15 16:00,32
22-01-15 15:00,33
22-01-15 14:00,34
22-01-15 13:00,34
22-01-15 12:00,34
22-01-15 11:00,34
22-01-15 10:00,36
22-01-15 09:00,38
22-01-15 08:00,42
22-01-15 07:00,41
22-01-15 06:00,34
22-01-15 05:00,30
22-01-15 04:00,29
22-01-15 03:00,33
22-01-15 02:00,35
22-01-15 01:00,30
22-01-15 00:00,39
21-01-15 23:00,45
21-01-15 22:00,45
21-01-15 21:00,48
21-01-15 20:00,46
21-01-15 19:00,53
21-01-15 18:00,57
21-01-15 17:00,58
21-01-15 16:00,57
21-01-15 15:00,48
21-01-15 14:00,48
21-01-15 13:00,45
21-01-15 12:00,38
21-01-15 11:00,41
21-01-15 10:00,43
21-01-15 09:00,49
21-01-15 08:00,55
21-01-15 07:00,52
21-01-15 06:00,43
21-01-15 05:00,38
21-01-15 04:00,38
21-01-15 03:00,31
21-01-15 02:00,26
21-01-15 01:00,24
21-01-15 00:00,30
20-01-15 23:00,35
20-01-15 22:00,38
20-01-15 21:00,39
20-01-15 20:00,44
20-01-15 19:00,49
20-01-15 18:00,40
20-01-15 17:00,42
20-01-15 16:00,44
20-01-15 15:00,43
20-01-15 14:00,37
20-01-15 13:00,29
20-01-15 12:00,30
20-01-15 11:00,33
20-01-15 10:00,34
20-01-15 09:00,31
20-01-15 08:00,44
20-01-15 07:00,30
20-01-15 06:00,18
20-01-15 05:00,14
20-01-15 04:00,10
20-01-15 03:00,13
20-01-15 02:00,13
20-01-15 01:00,12
20-01-15 00:00,12
19-01-15 23:00,25
19-01-15 22:00,21
19-01-15 21:00,27
19-01-15 20:00,36
19-01-15 19:00,38
19-01-15 18:00,39
19-01-15 17:00,43
19-01-15 16:00,37
