Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-01-15,8.53
30-01-15,6.48
29-01-15,4.83
28-01-15,6.98
27-01-15,5.17
26-01-15,9.09
25-01-15,14.90
24-01-15,18.20
23-01-15,20.43
22-01-15,36.90
21-01-15,21.42
20-01-15,22.59
19-01-15,22.79
18-01-15,17.88
17-01-15,16.90
16-01-15,18.08
15-01-15,5.00
14-01-15,2.73
13-01-15,2.85
12-01-15,2.46
11-01-15,4.93
10-01-15,2.29
09-01-15,3.79
08-01-15,15.11
07-01-15,22.85
06-01-15,20.68
05-01-15,12.06
04-01-15,5.90
03-01-15,5.53
02-01-15,7.01
01-01-15,99.86

