Datum Zeit,Leipzig-Luetzner Straße NO
,µg/m³
01-02-15 00:00,23
31-01-15 23:00,20
31-01-15 22:00,34
31-01-15 21:00,26
31-01-15 20:00,54
31-01-15 19:00,30
31-01-15 18:00,24
31-01-15 17:00,8
31-01-15 16:00,10
31-01-15 15:00,14
31-01-15 14:00,23
31-01-15 13:00,26
31-01-15 12:00,50
31-01-15 11:00,47
31-01-15 10:00,17
31-01-15 09:00,19
31-01-15 08:00,11
31-01-15 07:00,37
31-01-15 06:00,10
31-01-15 05:00,2
31-01-15 04:00,4
31-01-15 03:00,2
31-01-15 02:00,1
31-01-15 01:00,1
31-01-15 00:00,2
30-01-15 23:00,3
30-01-15 22:00,3
30-01-15 21:00,7
30-01-15 20:00,10
30-01-15 19:00,11
30-01-15 18:00,22
30-01-15 17:00,31
30-01-15 16:00,32
30-01-15 15:00,36
30-01-15 14:00,22
30-01-15 13:00,28
30-01-15 12:00,13
30-01-15 11:00,26
30-01-15 10:00,83
30-01-15 09:00,101
30-01-15 08:00,45
30-01-15 07:00,13
30-01-15 06:00,5
30-01-15 05:00,18
30-01-15 04:00,4
30-01-15 03:00,1
30-01-15 02:00,1
30-01-15 01:00,1
30-01-15 00:00,1
29-01-15 23:00,3
29-01-15 22:00,3
29-01-15 21:00,3
29-01-15 20:00,4
29-01-15 19:00,8
29-01-15 18:00,13
29-01-15 17:00,45
29-01-15 16:00,26
29-01-15 15:00,35
29-01-15 14:00,33
29-01-15 13:00,34
29-01-15 12:00,34
29-01-15 11:00,37
29-01-15 10:00,12
29-01-15 09:00,19
29-01-15 08:00,69
29-01-15 07:00,48
29-01-15 06:00,6
29-01-15 05:00,4
29-01-15 04:00,1
29-01-15 03:00,1
29-01-15 02:00,1
29-01-15 01:00,1
29-01-15 00:00,8
28-01-15 23:00,3
28-01-15 22:00,3
28-01-15 21:00,10
28-01-15 20:00,10
28-01-15 19:00,11
28-01-15 18:00,20
28-01-15 17:00,12
28-01-15 16:00,15
28-01-15 15:00,20
28-01-15 14:00,33
28-01-15 13:00,55
28-01-15 12:00,64
28-01-15 11:00,39
28-01-15 10:00,65
28-01-15 09:00,114
28-01-15 08:00,91
28-01-15 07:00,70
28-01-15 06:00,27
28-01-15 05:00,17
28-01-15 04:00,1
28-01-15 03:00,1
28-01-15 02:00,1
28-01-15 01:00,1
28-01-15 00:00,1
27-01-15 23:00,2
27-01-15 22:00,3
27-01-15 21:00,6
27-01-15 20:00,17
27-01-15 19:00,18
27-01-15 18:00,33
27-01-15 17:00,41
27-01-15 16:00,52
27-01-15 15:00,33
27-01-15 14:00,111
27-01-15 13:00,19
27-01-15 12:00,23
27-01-15 11:00,38
27-01-15 10:00,32
27-01-15 09:00,36
27-01-15 08:00,31
27-01-15 07:00,17
27-01-15 06:00,5
27-01-15 05:00,3
27-01-15 04:00,1
27-01-15 03:00,1
27-01-15 02:00,1
27-01-15 01:00,2
27-01-15 00:00,2
26-01-15 23:00,12
26-01-15 22:00,33
26-01-15 21:00,27
26-01-15 20:00,21
26-01-15 19:00,34
26-01-15 18:00,33
26-01-15 17:00,20
26-01-15 16:00,22
26-01-15 15:00,23
26-01-15 14:00,36
26-01-15 13:00,27
26-01-15 12:00,29
26-01-15 11:00,26
26-01-15 10:00,32
26-01-15 09:00,78
26-01-15 08:00,67
26-01-15 07:00,40
26-01-15 06:00,38
26-01-15 05:00,28
26-01-15 04:00,6
26-01-15 03:00,7
26-01-15 02:00,13
26-01-15 01:00,14
26-01-15 00:00,7
25-01-15 23:00,8
25-01-15 22:00,6
25-01-15 21:00,7
25-01-15 20:00,11
25-01-15 19:00,13
25-01-15 18:00,21
25-01-15 17:00,26
25-01-15 16:00,15
25-01-15 15:00,11
25-01-15 14:00,9
25-01-15 13:00,9
25-01-15 12:00,6
25-01-15 11:00,6
25-01-15 10:00,5
25-01-15 09:00,3
25-01-15 08:00,1
25-01-15 07:00,2
25-01-15 06:00,4
25-01-15 05:00,5
25-01-15 04:00,6
25-01-15 03:00,8
25-01-15 02:00,13
25-01-15 01:00,10
25-01-15 00:00,9
24-01-15 23:00,8
24-01-15 22:00,9
24-01-15 21:00,11
24-01-15 20:00,22
24-01-15 19:00,22
24-01-15 18:00,16
24-01-15 17:00,21
24-01-15 16:00,13
24-01-15 15:00,63
24-01-15 14:00,44
24-01-15 13:00,19
24-01-15 12:00,15
24-01-15 11:00,30
24-01-15 10:00,41
24-01-15 09:00,11
24-01-15 08:00,15
24-01-15 07:00,22
24-01-15 06:00,5
24-01-15 05:00,7
24-01-15 04:00,10
24-01-15 03:00,11
