Datum Zeit,Glauchau PM10
,µg/m³
31-01-15,10
30-01-15,5
29-01-15,9
28-01-15,12
27-01-15,8
26-01-15,12
25-01-15,15
24-01-15,20
23-01-15,23
22-01-15,30
21-01-15,22
20-01-15,22
19-01-15,40
18-01-15,27
17-01-15,22
16-01-15,18
15-01-15,7
14-01-15,5
13-01-15,9
12-01-15,6
11-01-15,8
10-01-15,3
09-01-15,4
08-01-15,8
07-01-15,18
06-01-15,27
05-01-15,16
04-01-15,7
03-01-15,11
02-01-15,7
01-01-15,31

