Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-01-15,16
30-01-15,22
29-01-15,18
28-01-15,21
27-01-15,9
26-01-15,22
25-01-15,25
24-01-15,26
23-01-15,28
22-01-15,51
21-01-15,28
20-01-15,32
19-01-15,32
18-01-15,23
17-01-15,27
16-01-15,29
15-01-15,13
14-01-15,12
13-01-15,10
12-01-15,11
11-01-15,12
10-01-15,6
09-01-15,8
08-01-15,21
07-01-15,30
06-01-15,27
05-01-15,19
04-01-15,11
03-01-15,12
02-01-15,11
01-01-15,54

