Datum Zeit,Carlsfeld PM10
,µg/m³
31-01-15,5
30-01-15,2
29-01-15,4
28-01-15,5
27-01-15,3
26-01-15,3
25-01-15,4
24-01-15,9
23-01-15,7
22-01-15,10
21-01-15,10
20-01-15,10
19-01-15,8
18-01-15,7
17-01-15,6
16-01-15,9
15-01-15,3
14-01-15,2
13-01-15,4
12-01-15,3
11-01-15,5
10-01-15,2
09-01-15,2
08-01-15,3
07-01-15,8
06-01-15,8
05-01-15,7
04-01-15,3
03-01-15,5
02-01-15,4
01-01-15,2

