Datum Zeit,Leipzig-West PM10
,µg/m³
31-01-15,14
30-01-15,5
29-01-15,6
28-01-15,11
27-01-15,10
26-01-15,12
25-01-15,14
24-01-15,21
23-01-15,25
22-01-15,31
21-01-15,19
20-01-15,25
19-01-15,23
18-01-15,21
17-01-15,19
16-01-15,10
15-01-15,6
14-01-15,3
13-01-15,5
12-01-15,5
11-01-15,10
10-01-15,4
09-01-15,2
08-01-15,7
07-01-15,18
06-01-15,30
05-01-15,18
04-01-15,8
03-01-15,12
02-01-15,7
01-01-15,66

