Datum Zeit,Zittau-Ost PM10
,µg/m³
31-01-15,14
30-01-15,12
29-01-15,8
28-01-15,11
27-01-15,5
26-01-15,17
25-01-15,17
24-01-15,25
23-01-15,19
22-01-15,56
21-01-15,24
20-01-15,31
19-01-15,34
18-01-15,27
17-01-15,29
16-01-15,24
15-01-15,8
14-01-15,7
13-01-15,7
12-01-15,6
11-01-15,9
10-01-15,3
09-01-15,5
08-01-15,25
07-01-15,24
06-01-15,20
05-01-15,9
04-01-15,7
03-01-15,9
02-01-15,10
01-01-15,60

