Datum Zeit,Bautzen PM10
,µg/m³
31-05-12,17
30-05-12,19
29-05-12,20
28-05-12,15
27-05-12,21
26-05-12,23
25-05-12,23
24-05-12,22
23-05-12,25
22-05-12,23
21-05-12,23
20-05-12,15
19-05-12,15
18-05-12,17
17-05-12,11
16-05-12,10
15-05-12,14
14-05-12,14
13-05-12,9
12-05-12,13
11-05-12,13
10-05-12,11
09-05-12,15
08-05-12,13
07-05-12,15
06-05-12,10
05-05-12,18
04-05-12,18
03-05-12,24
02-05-12,34
01-05-12,43

