Datum Zeit,Plauen-Sued PM10
,µg/m³
31-05-12,20
30-05-12,17
29-05-12,17
28-05-12,17
27-05-12,18
26-05-12,19
25-05-12,19
24-05-12,23
23-05-12,23
22-05-12,26
21-05-12,21
20-05-12,16
19-05-12,15
18-05-12,14
17-05-12,8
16-05-12,8
15-05-12,12
14-05-12,12
13-05-12,9
12-05-12,11
11-05-12,15
10-05-12,13
09-05-12,12
08-05-12,15
07-05-12,18
06-05-12,10
05-05-12,12
04-05-12,15
03-05-12,15
02-05-12,44
01-05-12,49

