Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-05-12,16.69
30-05-12,8.89
29-05-12,10.77
28-05-12,12.08
27-05-12,13.11
26-05-12,12.14
25-05-12,8.98
24-05-12,11.47
23-05-12,12.88
22-05-12,13.33
21-05-12,15.67
20-05-12,11.19
19-05-12,10.05
18-05-12,8.15
17-05-12,6.53
16-05-12,5.31
15-05-12,9.51
14-05-12,7.05
13-05-12,4.51
12-05-12,7.69
11-05-12,10.70
10-05-12,7.53
09-05-12,9.22
08-05-12,9.95
07-05-12,9.12
06-05-12,6.91
05-05-12,15.92
04-05-12,8.69
03-05-12,14.81
02-05-12,20.95
01-05-12,28.88

