Datum Zeit,Collmberg PM10
,µg/m³
31-05-12,18
30-05-12,14
29-05-12,15
28-05-12,12
27-05-12,13
26-05-12,14
25-05-12,14
24-05-12,15
23-05-12,20
22-05-12,21
21-05-12,22
20-05-12,15
19-05-12,13
18-05-12,10
17-05-12,7
16-05-12,7
15-05-12,10
14-05-12,9
13-05-12,8
12-05-12,13
11-05-12,11
10-05-12,8
09-05-12,9
08-05-12,12
07-05-12,11
06-05-12,9
05-05-12,18
04-05-12,10
03-05-12,20
02-05-12,28
01-05-12,32

