Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-05-12,38
30-05-12,29
29-05-12,32
28-05-12,26
27-05-12,22
26-05-12,22
25-05-12,23
24-05-12,28
23-05-12,32
22-05-12,32
21-05-12,34
20-05-12,18
19-05-12,20
18-05-12,19
17-05-12,11
16-05-12,19
15-05-12,32
14-05-12,23
13-05-12,13
12-05-12,18
11-05-12,34
10-05-12,35
09-05-12,36
08-05-12,27
07-05-12,21
06-05-12,10
05-05-12,26
04-05-12,29
03-05-12,31
02-05-12,40
01-05-12,42

