Datum Zeit,Dresden-Nord PM10
,µg/m³
31-05-12,25
30-05-12,24
29-05-12,24
28-05-12,20
27-05-12,25
26-05-12,23
25-05-12,23
24-05-12,24
23-05-12,31
22-05-12,28
21-05-12,32
20-05-12,21
19-05-12,20
18-05-12,18
17-05-12,14
16-05-12,14
15-05-12,20
14-05-12,15
13-05-12,11
12-05-12,16
11-05-12,23
10-05-12,20
09-05-12,21
08-05-12,21
07-05-12,13
06-05-12,12
05-05-12,27
04-05-12,23
03-05-12,30
02-05-12,41
01-05-12,44

