Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-05-12,13.30
30-05-12,9.16
29-05-12,11.24
28-05-12,11.64
27-05-12,13.30
26-05-12,10.82
25-05-12,8.91
24-05-12,11.04
23-05-12,13.72
22-05-12,13.36
21-05-12,15.94
20-05-12,11.78
19-05-12,10.58
18-05-12,8.71
17-05-12,7.23
16-05-12,6.85
15-05-12,10.63
14-05-12,7.48
13-05-12,4.52
12-05-12,7.54
11-05-12,12.55
10-05-12,9.15
09-05-12,10.10
08-05-12,11.12
07-05-12,9.06
06-05-12,7.14
05-05-12,15.86
04-05-12,9.37
03-05-12,17.15
02-05-12,21.75
01-05-12,29.30

