Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2014-06-01,,,,,,21,,,
2014-06-01,01:00,,6,22,,,,,
2014-06-01,02:00,,4,22,,,,,
2014-06-01,03:00,,4,24,,,,,
2014-06-01,04:00,,2,22,,,,,
2014-06-01,05:00,,6,27,,,,,
2014-06-01,06:00,,6,26,,,,,
2014-06-01,07:00,,5,17,,,,,
2014-06-01,08:00,,4,16,,,,,
2014-06-01,09:00,,7,16,,,,,
2014-06-01,10:00,,8,17,,,,,
2014-06-01,11:00,,12,21,,,,,
2014-06-01,12:00,,13,23,,,,,
2014-06-01,13:00,,12,22,,,,,
2014-06-01,14:00,,25,31,,,,,
2014-06-01,15:00,,13,25,,,,,
2014-06-01,16:00,,13,27,,,,,
2014-06-01,17:00,,16,29,,,,,
2014-06-01,18:00,,16,29,,,,,
2014-06-01,19:00,,17,32,,,,,
2014-06-01,20:00,,16,37,,,,,
2014-06-01,21:00,,16,42,,,,,
2014-06-01,22:00,,26,61,,,,,
2014-06-01,23:00,,17,54,,,,,
2014-06-02,,,,,,25,,,
2014-06-02,00:00,,27,63,,,,,
2014-06-02,01:00,,18,58,,,,,
2014-06-02,02:00,,17,54,,,,,
2014-06-02,03:00,,10,47,,,,,
2014-06-02,04:00,,22,46,,,,,
2014-06-02,05:00,,59,48,,,,,
2014-06-02,06:00,,78,65,,,,,
2014-06-02,07:00,,124,73,,,,,
2014-06-02,08:00,,82,72,,,,,
2014-06-02,09:00,,86,70,,,,,
2014-06-02,10:00,,43,53,,,,,
2014-06-02,11:00,,36,49,,,,,
2014-06-02,12:00,,37,49,,,,,
2014-06-02,13:00,,31,45,,,,,
2014-06-02,14:00,,34,52,,,,,
2014-06-02,15:00,,40,56,,,,,
2014-06-02,16:00,,38,57,,,,,
2014-06-02,17:00,,26,51,,,,,
2014-06-02,18:00,,18,44,,,,,
2014-06-02,19:00,,20,39,,,,,
2014-06-02,20:00,,14,36,,,,,
2014-06-02,21:00,,29,59,,,,,
2014-06-02,22:00,,26,64,,,,,
2014-06-02,23:00,,41,68,,,,,
2014-06-03,,,,,,21,,,
2014-06-03,00:00,,15,57,,,,,
2014-06-03,01:00,,2,49,,,,,
2014-06-03,02:00,,4,43,,,,,
2014-06-03,03:00,,6,32,,,,,
2014-06-03,04:00,,12,22,,,,,
2014-06-03,05:00,,21,31,,,,,
2014-06-03,06:00,,58,48,,,,,
2014-06-03,07:00,,110,74,,,,,
2014-06-03,08:00,,156,91,,,,,
2014-06-03,09:00,,48,57,,,,,
2014-06-03,10:00,,56,55,,,,,
2014-06-03,11:00,,37,43,,,,,
2014-06-03,12:00,,34,39,,,,,
2014-06-03,13:00,,39,52,,,,,
2014-06-03,14:00,,43,52,,,,,
2014-06-03,15:00,,36,51,,,,,
2014-06-03,16:00,,47,63,,,,,
2014-06-03,17:00,,39,61,,,,,
2014-06-03,18:00,,31,55,,,,,
2014-06-03,19:00,,33,58,,,,,
2014-06-03,20:00,,31,59,,,,,
2014-06-03,21:00,,32,73,,,,,
2014-06-03,22:00,,11,36,,,,,
2014-06-03,23:00,,4,25,,,,,
2014-06-04,,,,,,23,,,
2014-06-04,00:00,,6,31,,,,,
2014-06-04,01:00,,4,28,,,,,
2014-06-04,02:00,,2,25,,,,,
2014-06-04,03:00,,5,29,,,,,
2014-06-04,04:00,,10,33,,,,,
2014-06-04,05:00,,15,37,,,,,
2014-06-04,06:00,,30,41,,,,,
2014-06-04,07:00,,74,55,,,,,
2014-06-04,08:00,,46,46,,,,,
2014-06-04,09:00,,27,46,,,,,
2014-06-04,10:00,,18,34,,,,,
2014-06-04,11:00,,40,55,,,,,
2014-06-04,12:00,,28,51,,,,,
2014-06-04,13:00,,32,49,,,,,
2014-06-04,14:00,,24,52,,,,,
2014-06-04,15:00,,31,67,,,,,
2014-06-04,16:00,,26,61,,,,,
2014-06-04,17:00,,33,74,,,,,
2014-06-04,18:00,,30,80,,,,,
2014-06-04,19:00,,27,80,,,,,
2014-06-04,20:00,,21,73,,,,,
2014-06-04,21:00,,15,63,,,,,
2014-06-04,22:00,,13,51,,,,,
2014-06-04,23:00,,1,21,,,,,
2014-06-05,,,,,,17,,,
2014-06-05,00:00,,1,13,,,,,
2014-06-05,01:00,,1,10,,,,,
2014-06-05,02:00,,1,12,,,,,
2014-06-05,03:00,,1,12,,,,,
2014-06-05,04:00,,5,14,,,,,
2014-06-05,05:00,,2,17,,,,,
2014-06-05,06:00,,10,24,,,,,
2014-06-05,07:00,,76,50,,,,,
2014-06-05,08:00,,22,26,,,,,
2014-06-05,09:00,,9,18,,,,,
2014-06-05,10:00,,9,17,,,,,
2014-06-05,11:00,,21,25,,,,,
2014-06-05,12:00,,20,27,,,,,
2014-06-05,13:00,,25,34,,,,,
2014-06-05,14:00,,16,27,,,,,
2014-06-05,15:00,,32,40,,,,,
2014-06-05,16:00,,31,45,,,,,
2014-06-05,17:00,,27,41,,,,,
2014-06-05,18:00,,26,45,,,,,
2014-06-05,19:00,,31,55,,,,,
2014-06-05,20:00,,22,55,,,,,
2014-06-05,21:00,,35,65,,,,,
2014-06-05,22:00,,30,65,,,,,
2014-06-05,23:00,,35,63,,,,,
2014-06-06,,,,,,22,,,
2014-06-06,00:00,,91,65,,,,,
2014-06-06,01:00,,42,52,,,,,
2014-06-06,02:00,,6,39,,,,,
