Datum Zeit,Klingenthal PM10
,µg/m³
30-11-13,6
29-11-13,10
28-11-13,12
27-11-13,23
26-11-13,15
25-11-13,9
24-11-13,4
23-11-13,8
22-11-13,10
21-11-13,7
20-11-13,4
19-11-13,14
18-11-13,17
17-11-13,23
16-11-13,20
15-11-13,18
14-11-13,13
13-11-13,13
12-11-13,16
11-11-13,7
10-11-13,7
09-11-13,6
08-11-13,7
07-11-13,3
06-11-13,8
05-11-13,6
04-11-13,3
03-11-13,4
02-11-13,11
01-11-13,26

