Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
30-11-13,11
29-11-13,20
28-11-13,21
27-11-13,37
26-11-13,31
25-11-13,23
24-11-13,15
23-11-13,22
22-11-13,19
21-11-13,20
20-11-13,14
19-11-13,36
18-11-13,34
17-11-13,39
16-11-13,48
15-11-13,52
14-11-13,35
13-11-13,38
12-11-13,29
11-11-13,28
10-11-13,11
09-11-13,11
08-11-13,14
07-11-13,9
06-11-13,14
05-11-13,14
04-11-13,8
03-11-13,9
02-11-13,14
01-11-13,26

