Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
30-11-13,7
29-11-13,12
28-11-13,13
27-11-13,19
26-11-13,17
25-11-13,12
24-11-13,9
23-11-13,13
22-11-13,16
21-11-13,13
20-11-13,9
19-11-13,29
18-11-13,28
17-11-13,13
16-11-13,35
15-11-13,38
14-11-13,24
13-11-13,24
12-11-13,27
11-11-13,13
10-11-13,7
09-11-13,5
08-11-13,7
07-11-13,4
06-11-13,9
05-11-13,7
04-11-13,4
03-11-13,4
02-11-13,8
01-11-13,19

