Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
30-11-13,5.77
29-11-13,8.39
28-11-13,11.24
27-11-13,18.16
26-11-13,16.48
25-11-13,8.99
24-11-13,6.42
23-11-13,11.91
22-11-13,12.08
21-11-13,13.00
20-11-13,9.10
19-11-13,
18-11-13,26.30
17-11-13,12.32
16-11-13,31.81
15-11-13,30.81
14-11-13,19.48
13-11-13,19.41
12-11-13,25.31
11-11-13,13.42
10-11-13,5.95
09-11-13,4.81
08-11-13,7.43
07-11-13,4.07
06-11-13,6.97
05-11-13,
04-11-13,4.90
03-11-13,3.46
02-11-13,8.01
01-11-13,17.37

