Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
30-11-13,7
29-11-13,13
28-11-13,12
27-11-13,18
26-11-13,10
25-11-13,10
24-11-13,7
23-11-13,15
22-11-13,17
21-11-13,10
20-11-13,17
19-11-13,31
18-11-13,26
17-11-13,15
16-11-13,38
15-11-13,36
14-11-13,21
13-11-13,21
12-11-13,19
11-11-13,18
10-11-13,7
09-11-13,6
08-11-13,6
07-11-13,4
06-11-13,9
05-11-13,8
04-11-13,5
03-11-13,6
02-11-13,14
01-11-13,27

