Datum Zeit,Niesky PM10
,µg/m³
30-11-13,17
29-11-13,11
28-11-13,10
27-11-13,13
26-11-13,12
25-11-13,5
24-11-13,8
23-11-13,18
22-11-13,19
21-11-13,9
20-11-13,23
19-11-13,25
18-11-13,22
17-11-13,19
16-11-13,32
15-11-13,38
14-11-13,14
13-11-13,14
12-11-13,15
11-11-13,8
10-11-13,8
09-11-13,7
08-11-13,9
07-11-13,6
06-11-13,
05-11-13,9
04-11-13,
03-11-13,
02-11-13,
01-11-13,

