Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
30-11-13,4.43
29-11-13,7.18
28-11-13,7.63
27-11-13,12.39
26-11-13,9.16
25-11-13,6.34
24-11-13,5.58
23-11-13,18.02
22-11-13,17.05
21-11-13,10.43
20-11-13,16.34
19-11-13,28.55
18-11-13,27.13
17-11-13,16.53
16-11-13,33.61
15-11-13,31.08
14-11-13,15.67
13-11-13,15.70
12-11-13,17.00
11-11-13,11.63
10-11-13,5.72
09-11-13,3.67
08-11-13,4.49
07-11-13,2.20
06-11-13,5.69
05-11-13,4.79
04-11-13,3.17
03-11-13,2.42
02-11-13,10.55
01-11-13,22.94

