Datum Zeit,Goerlitz PM10
,µg/m³
30-11-13,7
29-11-13,18
28-11-13,15
27-11-13,23
26-11-13,13
25-11-13,12
24-11-13,10
23-11-13,23
22-11-13,23
21-11-13,17
20-11-13,26
19-11-13,45
18-11-13,36
17-11-13,33
16-11-13,47
15-11-13,58
14-11-13,27
13-11-13,25
12-11-13,28
11-11-13,18
10-11-13,11
09-11-13,12
08-11-13,13
07-11-13,9
06-11-13,13
05-11-13,14
04-11-13,12
03-11-13,8
02-11-13,26
01-11-13,35

