Datum Zeit,Bautzen PM10
,µg/m³
30-04-14,60
29-04-14,25
28-04-14,28
27-04-14,17
26-04-14,29
25-04-14,25
24-04-14,24
23-04-14,22
22-04-14,19
21-04-14,15
20-04-14,19
19-04-14,29
18-04-14,10
17-04-14,13
16-04-14,9
15-04-14,10
14-04-14,12
13-04-14,22
12-04-14,22
11-04-14,14
10-04-14,8
09-04-14,10
08-04-14,17
07-04-14,32
06-04-14,40
05-04-14,38
04-04-14,50
03-04-14,37
02-04-14,45
01-04-14,40

