Datum Zeit,Carlsfeld PM10
,µg/m³
30-04-14,24
29-04-14,14
28-04-14,14
27-04-14,12
26-04-14,8
25-04-14,14
24-04-14,16
23-04-14,10
22-04-14,7
21-04-14,11
20-04-14,13
19-04-14,18
18-04-14,6
17-04-14,6
16-04-14,5
15-04-14,4
14-04-14,9
13-04-14,19
12-04-14,14
11-04-14,10
10-04-14,8
09-04-14,8
08-04-14,10
07-04-14,12
06-04-14,36
05-04-14,38
04-04-14,37
03-04-14,26
02-04-14,37
01-04-14,37

