Datum Zeit,Dresden-Nord PM2.5
,µg/m³
30-04-14,24.38
29-04-14,18.59
28-04-14,19.72
27-04-14,14.02
26-04-14,18.20
25-04-14,18.44
24-04-14,20.54
23-04-14,14.76
22-04-14,14.24
21-04-14,14.97
20-04-14,15.14
19-04-14,20.83
18-04-14,9.60
17-04-14,9.63
16-04-14,7.35
15-04-14,5.99
14-04-14,10.13
13-04-14,21.75
12-04-14,22.34
11-04-14,12.03
10-04-14,6.74
09-04-14,11.00
08-04-14,13.50
07-04-14,20.97
06-04-14,44.17
05-04-14,39.02
04-04-14,47.28
03-04-14,26.78
02-04-14,32.91
01-04-14,35.15

