Datum Zeit,Collmberg SO2
,µg/m³
01-09-00 00:00,4.9
31-08-00 23:00,3.9
31-08-00 22:00,4.3
31-08-00 21:00,4.4
31-08-00 20:00,4.3
31-08-00 19:00,4.9
31-08-00 18:00,5.6
31-08-00 17:00,10.0
31-08-00 16:00,5.2
31-08-00 15:00,3.3
31-08-00 14:00,2.2
31-08-00 13:00,2.0
31-08-00 12:00,2.1
31-08-00 11:00,1.8
31-08-00 10:00,1.2
31-08-00 09:00,1.2
31-08-00 08:00,1.5
31-08-00 07:00,1.3
31-08-00 06:00,1.3
31-08-00 05:00,1.6
31-08-00 04:00,1.2
31-08-00 03:00,1.5
31-08-00 02:00,
31-08-00 01:00,1.6
31-08-00 00:00,1.7
30-08-00 23:00,1.6
30-08-00 22:00,1.3
30-08-00 21:00,1.0
30-08-00 20:00,1.0
30-08-00 19:00,1.2
30-08-00 18:00,1.1
30-08-00 17:00,1.5
30-08-00 16:00,1.6
30-08-00 15:00,1.8
30-08-00 14:00,1.7
30-08-00 13:00,1.5
30-08-00 12:00,1.6
30-08-00 11:00,1.9
30-08-00 10:00,2.2
30-08-00 09:00,2.2
30-08-00 08:00,2.1
30-08-00 07:00,2.0
30-08-00 06:00,1.9
30-08-00 05:00,2.5
30-08-00 04:00,3.2
30-08-00 03:00,
30-08-00 02:00,1.6
30-08-00 01:00,1.3
30-08-00 00:00,2.0
29-08-00 23:00,2.5
29-08-00 22:00,2.9
29-08-00 21:00,5.0
29-08-00 20:00,7.2
29-08-00 19:00,8.5
29-08-00 18:00,3.9
29-08-00 17:00,4.1
29-08-00 16:00,4.9
29-08-00 15:00,1.6
29-08-00 14:00,7.1
29-08-00 13:00,7.9
29-08-00 12:00,4.7
29-08-00 11:00,5.4
29-08-00 10:00,6.4
29-08-00 09:00,5.9
29-08-00 08:00,2.0
29-08-00 07:00,2.5
29-08-00 06:00,2.0
29-08-00 05:00,2.0
29-08-00 04:00,2.5
29-08-00 03:00,
29-08-00 02:00,1.5
29-08-00 01:00,1.6
29-08-00 00:00,1.9
28-08-00 23:00,1.9
28-08-00 22:00,1.8
28-08-00 21:00,1.1
28-08-00 20:00,1.0
28-08-00 19:00,1.0
28-08-00 18:00,1.0
28-08-00 17:00,1.0
28-08-00 16:00,1.4
28-08-00 15:00,1.1
28-08-00 14:00,1.0
28-08-00 13:00,1.0
28-08-00 12:00,1.0
28-08-00 11:00,1.0
28-08-00 10:00,1.2
28-08-00 09:00,1.2
28-08-00 08:00,1.1
28-08-00 07:00,1.1
28-08-00 06:00,2.0
28-08-00 05:00,2.6
28-08-00 04:00,
28-08-00 03:00,3.6
28-08-00 02:00,4.4
28-08-00 01:00,5.9
28-08-00 00:00,8.1
27-08-00 23:00,5.3
27-08-00 22:00,4.6
27-08-00 21:00,4.8
27-08-00 20:00,4.9
27-08-00 19:00,4.7
27-08-00 18:00,5.0
27-08-00 17:00,5.5
27-08-00 16:00,5.7
27-08-00 15:00,4.9
27-08-00 14:00,4.3
27-08-00 13:00,4.7
