Datum Zeit,Leipzig-Mitte O3
,µg/m³
01-09-00 00:00,32
31-08-00 23:00,43
31-08-00 22:00,49
31-08-00 21:00,37
31-08-00 20:00,46
31-08-00 19:00,39
31-08-00 18:00,48
31-08-00 17:00,67
31-08-00 16:00,60
31-08-00 15:00,57
31-08-00 14:00,63
31-08-00 13:00,52
31-08-00 12:00,47
31-08-00 11:00,35
31-08-00 10:00,28
31-08-00 09:00,17
31-08-00 08:00,10
31-08-00 07:00,5
31-08-00 06:00,13
31-08-00 05:00,26
31-08-00 04:00,40
31-08-00 03:00,32
31-08-00 02:00,
31-08-00 01:00,51
31-08-00 00:00,56
30-08-00 23:00,28
30-08-00 22:00,25
30-08-00 21:00,43
30-08-00 20:00,39
30-08-00 19:00,45
30-08-00 18:00,52
30-08-00 17:00,61
30-08-00 16:00,58
30-08-00 15:00,56
30-08-00 14:00,57
30-08-00 13:00,48
30-08-00 12:00,42
30-08-00 11:00,31
30-08-00 10:00,22
30-08-00 09:00,15
30-08-00 08:00,6
30-08-00 07:00,2
30-08-00 06:00,1
30-08-00 05:00,3
30-08-00 04:00,5
30-08-00 03:00,
30-08-00 02:00,3
30-08-00 01:00,3
30-08-00 00:00,1
29-08-00 23:00,2
29-08-00 22:00,1
29-08-00 21:00,4
29-08-00 20:00,4
29-08-00 19:00,29
29-08-00 18:00,36
29-08-00 17:00,47
29-08-00 16:00,56
29-08-00 15:00,58
29-08-00 14:00,41
29-08-00 13:00,66
29-08-00 12:00,61
29-08-00 11:00,36
29-08-00 10:00,22
29-08-00 09:00,14
29-08-00 08:00,6
29-08-00 07:00,2
29-08-00 06:00,2
29-08-00 05:00,7
29-08-00 04:00,12
29-08-00 03:00,
29-08-00 02:00,19
29-08-00 01:00,24
29-08-00 00:00,17
28-08-00 23:00,10
28-08-00 22:00,15
28-08-00 21:00,17
28-08-00 20:00,27
28-08-00 19:00,25
28-08-00 18:00,34
28-08-00 17:00,44
28-08-00 16:00,44
28-08-00 15:00,33
28-08-00 14:00,14
28-08-00 13:00,25
28-08-00 12:00,22
28-08-00 11:00,7
28-08-00 10:00,5
28-08-00 09:00,3
28-08-00 08:00,5
28-08-00 07:00,8
28-08-00 06:00,9
28-08-00 05:00,23
28-08-00 04:00,
28-08-00 03:00,60
28-08-00 02:00,54
28-08-00 01:00,44
28-08-00 00:00,43
27-08-00 23:00,39
27-08-00 22:00,38
27-08-00 21:00,36
27-08-00 20:00,43
27-08-00 19:00,55
27-08-00 18:00,78
27-08-00 17:00,73
27-08-00 16:00,79
27-08-00 15:00,75
27-08-00 14:00,73
27-08-00 13:00,71
27-08-00 12:00,64
27-08-00 11:00,53
27-08-00 10:00,40
27-08-00 09:00,41
27-08-00 08:00,37
27-08-00 07:00,34
27-08-00 06:00,35
27-08-00 05:00,35
27-08-00 04:00,
27-08-00 03:00,35
27-08-00 02:00,37
27-08-00 01:00,40
27-08-00 00:00,37
26-08-00 23:00,30
26-08-00 22:00,25
26-08-00 21:00,24
26-08-00 20:00,35
26-08-00 19:00,50
26-08-00 18:00,59
26-08-00 17:00,62
26-08-00 16:00,61
26-08-00 15:00,64
26-08-00 14:00,59
26-08-00 13:00,55
26-08-00 12:00,47
26-08-00 11:00,43
26-08-00 10:00,31
26-08-00 09:00,21
26-08-00 08:00,13
26-08-00 07:00,11
26-08-00 06:00,8
26-08-00 05:00,
26-08-00 04:00,18
26-08-00 03:00,13
26-08-00 02:00,7
26-08-00 01:00,6
26-08-00 00:00,8
25-08-00 23:00,20
25-08-00 22:00,12
25-08-00 21:00,17
25-08-00 20:00,18
25-08-00 19:00,15
25-08-00 18:00,29
25-08-00 17:00,34
25-08-00 16:00,32
25-08-00 15:00,30
25-08-00 14:00,28
25-08-00 13:00,31
25-08-00 12:00,33
25-08-00 11:00,26
25-08-00 10:00,20
25-08-00 09:00,17
25-08-00 08:00,20
25-08-00 07:00,19
25-08-00 06:00,33
25-08-00 05:00,
25-08-00 04:00,51
25-08-00 03:00,59
25-08-00 02:00,63
25-08-00 01:00,63
25-08-00 00:00,47
24-08-00 23:00,39
24-08-00 22:00,36
24-08-00 21:00,31
24-08-00 20:00,28
24-08-00 19:00,33
24-08-00 18:00,47
24-08-00 17:00,56
24-08-00 16:00,71
24-08-00 15:00,55
24-08-00 14:00,60
24-08-00 13:00,52
24-08-00 12:00,41
24-08-00 11:00,25
24-08-00 10:00,15
24-08-00 09:00,6
24-08-00 08:00,2
24-08-00 07:00,1
24-08-00 06:00,
24-08-00 05:00,1
24-08-00 04:00,7
24-08-00 03:00,11
24-08-00 02:00,35
