Datum Zeit,Bautzen SO2
,µg/m³
01-09-00 00:00,1.0
31-08-00 23:00,1.0
31-08-00 22:00,1.2
31-08-00 21:00,1.1
31-08-00 20:00,1.2
31-08-00 19:00,1.8
31-08-00 18:00,1.3
31-08-00 17:00,2.2
31-08-00 16:00,2.2
31-08-00 15:00,2.3
31-08-00 14:00,2.4
31-08-00 13:00,
31-08-00 12:00,2.0
31-08-00 11:00,1.4
31-08-00 10:00,1.3
31-08-00 09:00,1.2
31-08-00 08:00,1.3
31-08-00 07:00,2.0
31-08-00 06:00,1.6
31-08-00 05:00,1.0
31-08-00 04:00,1.0
31-08-00 03:00,1.0
31-08-00 02:00,1.1
31-08-00 01:00,1.0
31-08-00 00:00,1.0
30-08-00 23:00,1.0
30-08-00 22:00,1.9
30-08-00 21:00,3.6
30-08-00 20:00,5.0
30-08-00 19:00,5.2
30-08-00 18:00,6.2
30-08-00 17:00,6.8
30-08-00 16:00,7.5
30-08-00 15:00,2.7
30-08-00 14:00,2.2
30-08-00 13:00,
30-08-00 12:00,3.5
30-08-00 11:00,2.4
30-08-00 10:00,2.1
30-08-00 09:00,4.1
30-08-00 08:00,5.7
30-08-00 07:00,4.1
30-08-00 06:00,4.1
30-08-00 05:00,1.8
30-08-00 04:00,1.4
30-08-00 03:00,1.1
30-08-00 02:00,1.0
30-08-00 01:00,1.0
30-08-00 00:00,1.0
29-08-00 23:00,1.3
29-08-00 22:00,1.4
29-08-00 21:00,2.0
29-08-00 20:00,2.7
29-08-00 19:00,1.0
29-08-00 18:00,1.0
29-08-00 17:00,1.0
29-08-00 16:00,1.0
29-08-00 15:00,1.3
29-08-00 14:00,
29-08-00 13:00,1.3
29-08-00 12:00,1.4
29-08-00 11:00,1.3
29-08-00 10:00,1.1
29-08-00 09:00,1.0
29-08-00 08:00,2.1
29-08-00 07:00,2.4
29-08-00 06:00,3.0
29-08-00 05:00,1.0
29-08-00 04:00,1.1
29-08-00 03:00,1.0
29-08-00 02:00,1.0
29-08-00 01:00,1.0
29-08-00 00:00,1.0
28-08-00 23:00,1.0
28-08-00 22:00,1.0
28-08-00 21:00,1.0
28-08-00 20:00,1.0
28-08-00 19:00,1.0
28-08-00 18:00,1.0
28-08-00 17:00,1.0
28-08-00 16:00,1.0
28-08-00 15:00,1.2
28-08-00 14:00,
28-08-00 13:00,
28-08-00 12:00,
28-08-00 11:00,4.0
28-08-00 10:00,4.2
28-08-00 09:00,4.7
28-08-00 08:00,4.3
28-08-00 07:00,3.9
28-08-00 06:00,3.7
28-08-00 05:00,2.1
28-08-00 04:00,1.5
28-08-00 03:00,1.5
28-08-00 02:00,2.0
28-08-00 01:00,4.1
28-08-00 00:00,2.2
27-08-00 23:00,2.4
27-08-00 22:00,2.9
27-08-00 21:00,2.1
27-08-00 20:00,1.8
27-08-00 19:00,1.7
27-08-00 18:00,1.0
27-08-00 17:00,1.1
27-08-00 16:00,1.7
27-08-00 15:00,2.0
27-08-00 14:00,3.7
27-08-00 13:00,3.9
27-08-00 12:00,
27-08-00 11:00,2.5
27-08-00 10:00,1.0
27-08-00 09:00,1.9
27-08-00 08:00,2.3
27-08-00 07:00,1.0
27-08-00 06:00,2.1
27-08-00 05:00,1.0
27-08-00 04:00,1.0
27-08-00 03:00,1.0
27-08-00 02:00,1.0
27-08-00 01:00,1.1
27-08-00 00:00,1.7
26-08-00 23:00,3.0
26-08-00 22:00,1.1
26-08-00 21:00,1.3
26-08-00 20:00,1.4
26-08-00 19:00,1.1
26-08-00 18:00,1.0
26-08-00 17:00,1.0
26-08-00 16:00,1.0
26-08-00 15:00,1.0
26-08-00 14:00,1.0
26-08-00 13:00,
26-08-00 12:00,1.0
26-08-00 11:00,1.0
26-08-00 10:00,1.0
26-08-00 09:00,1.0
26-08-00 08:00,1.5
26-08-00 07:00,1.1
26-08-00 06:00,1.0
26-08-00 05:00,1.0
26-08-00 04:00,1.0
26-08-00 03:00,1.0
26-08-00 02:00,1.0
26-08-00 01:00,1.0
26-08-00 00:00,1.0
25-08-00 23:00,1.2
25-08-00 22:00,1.0
25-08-00 21:00,1.0
25-08-00 20:00,1.3
25-08-00 19:00,1.2
25-08-00 18:00,1.0
25-08-00 17:00,1.0
25-08-00 16:00,1.0
25-08-00 15:00,1.0
25-08-00 14:00,1.0
25-08-00 13:00,
25-08-00 12:00,1.1
25-08-00 11:00,1.0
25-08-00 10:00,1.0
25-08-00 09:00,1.0
