Datum Zeit,Zittau-Ost O3
,µg/m³
01-09-00 00:00,43
31-08-00 23:00,47
31-08-00 22:00,53
31-08-00 21:00,69
31-08-00 20:00,77
31-08-00 19:00,77
31-08-00 18:00,81
31-08-00 17:00,86
31-08-00 16:00,91
31-08-00 15:00,89
31-08-00 14:00,89
31-08-00 13:00,108
31-08-00 12:00,93
31-08-00 11:00,73
31-08-00 10:00,56
31-08-00 09:00,47
31-08-00 08:00,24
31-08-00 07:00,
31-08-00 06:00,22
31-08-00 05:00,26
31-08-00 04:00,37
31-08-00 03:00,46
31-08-00 02:00,60
31-08-00 01:00,19
31-08-00 00:00,44
30-08-00 23:00,37
30-08-00 22:00,58
30-08-00 21:00,52
30-08-00 20:00,78
30-08-00 19:00,85
30-08-00 18:00,96
30-08-00 17:00,101
30-08-00 16:00,104
30-08-00 15:00,108
30-08-00 14:00,86
30-08-00 13:00,71
30-08-00 12:00,89
30-08-00 11:00,88
30-08-00 10:00,81
30-08-00 09:00,24
30-08-00 08:00,18
30-08-00 07:00,
30-08-00 06:00,5
30-08-00 05:00,16
30-08-00 04:00,16
30-08-00 03:00,26
30-08-00 02:00,28
30-08-00 01:00,35
30-08-00 00:00,42
29-08-00 23:00,43
29-08-00 22:00,48
29-08-00 21:00,48
29-08-00 20:00,58
29-08-00 19:00,57
29-08-00 18:00,104
29-08-00 17:00,106
29-08-00 16:00,107
29-08-00 15:00,101
29-08-00 14:00,93
29-08-00 13:00,96
29-08-00 12:00,
29-08-00 11:00,
29-08-00 10:00,
29-08-00 09:00,27
29-08-00 08:00,19
29-08-00 07:00,8
29-08-00 06:00,5
29-08-00 05:00,8
29-08-00 04:00,11
29-08-00 03:00,19
29-08-00 02:00,
29-08-00 01:00,24
29-08-00 00:00,27
28-08-00 23:00,41
28-08-00 22:00,57
28-08-00 21:00,64
28-08-00 20:00,77
28-08-00 19:00,78
28-08-00 18:00,72
28-08-00 17:00,67
28-08-00 16:00,78
28-08-00 15:00,77
28-08-00 14:00,87
28-08-00 13:00,83
28-08-00 12:00,78
28-08-00 11:00,71
28-08-00 10:00,68
28-08-00 09:00,66
28-08-00 08:00,57
28-08-00 07:00,20
28-08-00 06:00,11
28-08-00 05:00,31
28-08-00 04:00,66
28-08-00 03:00,
28-08-00 02:00,65
28-08-00 01:00,75
28-08-00 00:00,76
27-08-00 23:00,73
27-08-00 22:00,55
27-08-00 21:00,45
27-08-00 20:00,38
27-08-00 19:00,74
27-08-00 18:00,85
27-08-00 17:00,86
27-08-00 16:00,85
27-08-00 15:00,83
27-08-00 14:00,79
27-08-00 13:00,75
27-08-00 12:00,73
27-08-00 11:00,68
27-08-00 10:00,67
27-08-00 09:00,62
27-08-00 08:00,58
27-08-00 07:00,38
27-08-00 06:00,16
27-08-00 05:00,16
27-08-00 04:00,30
27-08-00 03:00,
27-08-00 02:00,46
27-08-00 01:00,46
27-08-00 00:00,49
26-08-00 23:00,30
26-08-00 22:00,31
26-08-00 21:00,49
26-08-00 20:00,57
26-08-00 19:00,66
26-08-00 18:00,74
26-08-00 17:00,76
26-08-00 16:00,72
26-08-00 15:00,67
26-08-00 14:00,66
26-08-00 13:00,64
26-08-00 12:00,61
26-08-00 11:00,58
26-08-00 10:00,54
26-08-00 09:00,42
26-08-00 08:00,30
26-08-00 07:00,16
26-08-00 06:00,11
26-08-00 05:00,9
26-08-00 04:00,
26-08-00 03:00,13
26-08-00 02:00,17
26-08-00 01:00,27
26-08-00 00:00,39
25-08-00 23:00,46
25-08-00 22:00,48
25-08-00 21:00,48
25-08-00 20:00,52
25-08-00 19:00,54
25-08-00 18:00,59
25-08-00 17:00,64
25-08-00 16:00,65
25-08-00 15:00,66
25-08-00 14:00,66
25-08-00 13:00,68
25-08-00 12:00,66
25-08-00 11:00,60
25-08-00 10:00,60
25-08-00 09:00,55
25-08-00 08:00,54
25-08-00 07:00,53
25-08-00 06:00,58
25-08-00 05:00,67
25-08-00 04:00,
25-08-00 03:00,74
25-08-00 02:00,74
25-08-00 01:00,68
25-08-00 00:00,54
24-08-00 23:00,33
24-08-00 22:00,43
24-08-00 21:00,63
24-08-00 20:00,71
24-08-00 19:00,105
24-08-00 18:00,113
24-08-00 17:00,114
24-08-00 16:00,103
24-08-00 15:00,102
24-08-00 14:00,99
24-08-00 13:00,100
24-08-00 12:00,98
24-08-00 11:00,87
24-08-00 10:00,55
24-08-00 09:00,26
24-08-00 08:00,21
24-08-00 07:00,16
24-08-00 06:00,14
24-08-00 05:00,
24-08-00 04:00,20
24-08-00 03:00,20
24-08-00 02:00,17
24-08-00 01:00,17
24-08-00 00:00,19
23-08-00 23:00,23
23-08-00 22:00,31
23-08-00 21:00,47
23-08-00 20:00,56
23-08-00 19:00,85
23-08-00 18:00,96
23-08-00 17:00,100
23-08-00 16:00,100
23-08-00 15:00,96
23-08-00 14:00,95
23-08-00 13:00,94
