Datum Zeit,Zittau-Ost BEN
,µg/m³
01-09-00 00:00,1.1
31-08-00 23:00,1.1
31-08-00 22:00,1.3
31-08-00 21:00,1.3
31-08-00 20:00,1.5
31-08-00 19:00,1.4
31-08-00 18:00,1.4
31-08-00 17:00,1.3
31-08-00 16:00,1.4
31-08-00 15:00,1.3
31-08-00 14:00,1.2
31-08-00 13:00,1.7
31-08-00 12:00,1.3
31-08-00 11:00,1.7
31-08-00 10:00,1.5
31-08-00 09:00,2.7
31-08-00 08:00,4.0
31-08-00 07:00,3.7
31-08-00 06:00,2.2
31-08-00 05:00,2.0
31-08-00 04:00,1.2
31-08-00 03:00,1.2
31-08-00 02:00,8.2
31-08-00 01:00,13.2
31-08-00 00:00,3.4
30-08-00 23:00,4.2
30-08-00 22:00,2.3
30-08-00 21:00,2.5
30-08-00 20:00,0.9
30-08-00 19:00,0.9
30-08-00 18:00,0.9
30-08-00 17:00,0.9
30-08-00 16:00,0.7
30-08-00 15:00,0.8
30-08-00 14:00,1.3
30-08-00 13:00,1.7
30-08-00 12:00,
30-08-00 11:00,
30-08-00 10:00,
30-08-00 09:00,
30-08-00 08:00,
30-08-00 07:00,4.9
30-08-00 06:00,4.2
30-08-00 05:00,2.6
30-08-00 04:00,2.3
30-08-00 03:00,2.4
30-08-00 02:00,1.6
30-08-00 01:00,1.8
30-08-00 00:00,1.8
29-08-00 23:00,1.7
29-08-00 22:00,2.2
29-08-00 21:00,2.1
29-08-00 20:00,3.3
29-08-00 19:00,2.6
29-08-00 18:00,0.9
29-08-00 17:00,0.8
29-08-00 16:00,0.6
29-08-00 15:00,1.1
29-08-00 14:00,0.6
29-08-00 13:00,1.1
29-08-00 12:00,0.7
29-08-00 11:00,2.2
29-08-00 10:00,
29-08-00 09:00,
29-08-00 08:00,
29-08-00 07:00,
29-08-00 06:00,
29-08-00 05:00,
29-08-00 04:00,
29-08-00 03:00,
29-08-00 02:00,
29-08-00 01:00,
29-08-00 00:00,
28-08-00 23:00,
28-08-00 22:00,
28-08-00 21:00,
28-08-00 20:00,
28-08-00 19:00,
28-08-00 18:00,
28-08-00 17:00,
28-08-00 16:00,
28-08-00 15:00,
28-08-00 14:00,
28-08-00 13:00,
28-08-00 12:00,
28-08-00 11:00,
28-08-00 10:00,
28-08-00 09:00,
28-08-00 08:00,
28-08-00 07:00,
28-08-00 06:00,2.1
28-08-00 05:00,1.2
28-08-00 04:00,0.8
28-08-00 03:00,0.9
28-08-00 02:00,0.9
28-08-00 01:00,0.8
28-08-00 00:00,0.8
27-08-00 23:00,1.2
27-08-00 22:00,2.9
27-08-00 21:00,7.1
27-08-00 20:00,1.8
27-08-00 19:00,0.9
27-08-00 18:00,0.9
27-08-00 17:00,0.6
27-08-00 16:00,0.6
27-08-00 15:00,0.5
27-08-00 14:00,0.6
27-08-00 13:00,0.5
27-08-00 12:00,0.5
27-08-00 11:00,0.5
27-08-00 10:00,0.6
27-08-00 09:00,
27-08-00 08:00,
27-08-00 07:00,
27-08-00 06:00,
27-08-00 05:00,1.1
27-08-00 04:00,0.9
27-08-00 03:00,0.7
27-08-00 02:00,0.8
27-08-00 01:00,1.4
27-08-00 00:00,1.8
26-08-00 23:00,2.5
26-08-00 22:00,1.7
26-08-00 21:00,1.4
26-08-00 20:00,1.2
26-08-00 19:00,0.8
26-08-00 18:00,0.5
26-08-00 17:00,0.4
26-08-00 16:00,0.5
26-08-00 15:00,0.4
26-08-00 14:00,0.5
26-08-00 13:00,0.5
26-08-00 12:00,0.4
26-08-00 11:00,0.9
26-08-00 10:00,1.3
26-08-00 09:00,1.3
26-08-00 08:00,2.0
26-08-00 07:00,2.0
26-08-00 06:00,1.9
26-08-00 05:00,1.8
26-08-00 04:00,0.9
26-08-00 03:00,1.6
26-08-00 02:00,1.6
26-08-00 01:00,0.6
26-08-00 00:00,0.6
25-08-00 23:00,0.5
25-08-00 22:00,0.7
25-08-00 21:00,1.8
25-08-00 20:00,0.9
25-08-00 19:00,0.6
25-08-00 18:00,0.9
25-08-00 17:00,0.7
25-08-00 16:00,0.7
25-08-00 15:00,0.6
25-08-00 14:00,0.5
25-08-00 13:00,0.6
25-08-00 12:00,0.7
25-08-00 11:00,0.9
25-08-00 10:00,0.7
25-08-00 09:00,1.0
25-08-00 08:00,0.8
25-08-00 07:00,0.9
25-08-00 06:00,0.5
25-08-00 05:00,0.4
25-08-00 04:00,0.4
25-08-00 03:00,0.4
25-08-00 02:00,0.6
25-08-00 01:00,1.5
25-08-00 00:00,3.7
24-08-00 23:00,4.5
24-08-00 22:00,3.7
24-08-00 21:00,5.1
24-08-00 20:00,2.1
24-08-00 19:00,1.3
24-08-00 18:00,1.0
24-08-00 17:00,1.1
24-08-00 16:00,1.1
24-08-00 15:00,0.8
24-08-00 14:00,0.7
24-08-00 13:00,0.8
24-08-00 12:00,0.9
24-08-00 11:00,1.2
24-08-00 10:00,2.6
24-08-00 09:00,2.6
24-08-00 08:00,2.0
24-08-00 07:00,2.0
24-08-00 06:00,1.8
24-08-00 05:00,1.3
24-08-00 04:00,1.5
24-08-00 03:00,1.3
