Datum Zeit,Freiberg O3
,µg/m³
01-09-00 00:00,23
31-08-00 23:00,25
31-08-00 22:00,38
31-08-00 21:00,47
31-08-00 20:00,52
31-08-00 19:00,65
31-08-00 18:00,65
31-08-00 17:00,69
31-08-00 16:00,67
31-08-00 15:00,70
31-08-00 14:00,67
31-08-00 13:00,55
31-08-00 12:00,47
31-08-00 11:00,46
31-08-00 10:00,41
31-08-00 09:00,48
31-08-00 08:00,30
31-08-00 07:00,15
31-08-00 06:00,26
31-08-00 05:00,46
31-08-00 04:00,60
31-08-00 03:00,69
31-08-00 02:00,
31-08-00 01:00,77
31-08-00 00:00,79
30-08-00 23:00,73
30-08-00 22:00,60
30-08-00 21:00,63
30-08-00 20:00,59
30-08-00 19:00,60
30-08-00 18:00,58
30-08-00 17:00,68
30-08-00 16:00,68
30-08-00 15:00,86
30-08-00 14:00,94
30-08-00 13:00,83
30-08-00 12:00,77
30-08-00 11:00,65
30-08-00 10:00,58
30-08-00 09:00,48
30-08-00 08:00,34
30-08-00 07:00,18
30-08-00 06:00,12
30-08-00 05:00,25
30-08-00 04:00,40
30-08-00 03:00,
30-08-00 02:00,44
30-08-00 01:00,44
30-08-00 00:00,42
29-08-00 23:00,45
29-08-00 22:00,47
29-08-00 21:00,46
29-08-00 20:00,38
29-08-00 19:00,50
29-08-00 18:00,67
29-08-00 17:00,88
29-08-00 16:00,99
29-08-00 15:00,97
29-08-00 14:00,94
29-08-00 13:00,87
29-08-00 12:00,85
29-08-00 11:00,82
29-08-00 10:00,65
29-08-00 09:00,38
29-08-00 08:00,20
29-08-00 07:00,12
29-08-00 06:00,20
29-08-00 05:00,26
29-08-00 04:00,31
29-08-00 03:00,
29-08-00 02:00,34
29-08-00 01:00,29
29-08-00 00:00,23
28-08-00 23:00,29
28-08-00 22:00,27
28-08-00 21:00,21
28-08-00 20:00,19
28-08-00 19:00,40
28-08-00 18:00,45
28-08-00 17:00,54
28-08-00 16:00,60
28-08-00 15:00,64
28-08-00 14:00,71
28-08-00 13:00,67
28-08-00 12:00,54
28-08-00 11:00,19
28-08-00 10:00,22
28-08-00 09:00,21
28-08-00 08:00,11
28-08-00 07:00,8
28-08-00 06:00,11
28-08-00 05:00,18
28-08-00 04:00,
28-08-00 03:00,60
28-08-00 02:00,71
28-08-00 01:00,66
28-08-00 00:00,68
27-08-00 23:00,64
27-08-00 22:00,59
27-08-00 21:00,58
27-08-00 20:00,69
27-08-00 19:00,81
27-08-00 18:00,96
27-08-00 17:00,98
27-08-00 16:00,102
27-08-00 15:00,101
27-08-00 14:00,97
27-08-00 13:00,91
27-08-00 12:00,86
27-08-00 11:00,80
27-08-00 10:00,73
27-08-00 09:00,67
27-08-00 08:00,62
27-08-00 07:00,64
27-08-00 06:00,62
27-08-00 05:00,70
27-08-00 04:00,
27-08-00 03:00,70
27-08-00 02:00,69
27-08-00 01:00,71
27-08-00 00:00,67
26-08-00 23:00,66
26-08-00 22:00,68
26-08-00 21:00,63
26-08-00 20:00,66
26-08-00 19:00,70
26-08-00 18:00,76
26-08-00 17:00,79
26-08-00 16:00,82
26-08-00 15:00,81
26-08-00 14:00,76
26-08-00 13:00,70
26-08-00 12:00,67
26-08-00 11:00,62
26-08-00 10:00,56
26-08-00 09:00,37
26-08-00 08:00,29
26-08-00 07:00,25
26-08-00 06:00,20
26-08-00 05:00,
26-08-00 04:00,18
26-08-00 03:00,19
26-08-00 02:00,19
26-08-00 01:00,21
26-08-00 00:00,16
25-08-00 23:00,2
25-08-00 22:00,3
25-08-00 21:00,18
25-08-00 20:00,46
25-08-00 19:00,61
25-08-00 18:00,66
25-08-00 17:00,71
25-08-00 16:00,70
25-08-00 15:00,70
25-08-00 14:00,70
25-08-00 13:00,72
25-08-00 12:00,65
25-08-00 11:00,58
25-08-00 10:00,52
25-08-00 09:00,55
25-08-00 08:00,58
25-08-00 07:00,55
25-08-00 06:00,60
25-08-00 05:00,
25-08-00 04:00,74
25-08-00 03:00,77
25-08-00 02:00,74
25-08-00 01:00,74
25-08-00 00:00,77
24-08-00 23:00,83
24-08-00 22:00,93
24-08-00 21:00,92
24-08-00 20:00,83
24-08-00 19:00,98
24-08-00 18:00,114
24-08-00 17:00,117
24-08-00 16:00,112
24-08-00 15:00,119
24-08-00 14:00,113
24-08-00 13:00,111
24-08-00 12:00,98
24-08-00 11:00,95
24-08-00 10:00,65
24-08-00 09:00,30
24-08-00 08:00,24
24-08-00 07:00,17
24-08-00 06:00,
24-08-00 05:00,25
24-08-00 04:00,36
24-08-00 03:00,38
24-08-00 02:00,34
24-08-00 01:00,34
24-08-00 00:00,29
23-08-00 23:00,21
23-08-00 22:00,19
23-08-00 21:00,34
23-08-00 20:00,67
23-08-00 19:00,98
23-08-00 18:00,103
23-08-00 17:00,102
23-08-00 16:00,101
23-08-00 15:00,106
23-08-00 14:00,99
23-08-00 13:00,94
23-08-00 12:00,89
23-08-00 11:00,84
23-08-00 10:00,77
23-08-00 09:00,63
23-08-00 08:00,40
23-08-00 07:00,13
23-08-00 06:00,
23-08-00 05:00,22
23-08-00 04:00,33
23-08-00 03:00,36
23-08-00 02:00,38
23-08-00 01:00,40
23-08-00 00:00,38
22-08-00 23:00,36
22-08-00 22:00,34
22-08-00 21:00,44
22-08-00 20:00,61
22-08-00 19:00,75
22-08-00 18:00,95
22-08-00 17:00,97
22-08-00 16:00,88
22-08-00 15:00,90
22-08-00 14:00,81
22-08-00 13:00,79
22-08-00 12:00,69
22-08-00 11:00,55
22-08-00 10:00,52
22-08-00 09:00,42
22-08-00 08:00,32
22-08-00 07:00,
22-08-00 06:00,40
22-08-00 05:00,50
22-08-00 04:00,51
22-08-00 03:00,50
22-08-00 02:00,53
22-08-00 01:00,52
22-08-00 00:00,41
21-08-00 23:00,45
21-08-00 22:00,49
21-08-00 21:00,56
21-08-00 20:00,59
21-08-00 19:00,80
21-08-00 18:00,86
21-08-00 17:00,89
21-08-00 16:00,89
21-08-00 15:00,86
21-08-00 14:00,77
21-08-00 13:00,70
21-08-00 12:00,68
21-08-00 11:00,60
21-08-00 10:00,66
21-08-00 09:00,58
21-08-00 08:00,48
21-08-00 07:00,
21-08-00 06:00,21
21-08-00 05:00,55
21-08-00 04:00,67
