Datum Zeit,Schwartenberg PM10
,µg/m³
31-08-00,23
30-08-00,32
29-08-00,20
28-08-00,25
27-08-00,21
26-08-00,18
25-08-00,24
24-08-00,20
23-08-00,13
22-08-00,15
21-08-00,21
20-08-00,18
19-08-00,18
18-08-00,16
17-08-00,11
16-08-00,
15-08-00,
14-08-00,
13-08-00,
12-08-00,
11-08-00,
10-08-00,
09-08-00,13
08-08-00,15
07-08-00,22
06-08-00,22
05-08-00,18
04-08-00,11
03-08-00,22
02-08-00,17
01-08-00,21

