Datum Zeit,Borna CO
,mg/m3
01-09-00 00:00,0.1
31-08-00 23:00,
31-08-00 22:00,0.2
31-08-00 21:00,0.1
31-08-00 20:00,0.2
31-08-00 19:00,0.3
31-08-00 18:00,0.4
31-08-00 17:00,0.7
31-08-00 16:00,0.5
31-08-00 15:00,0.5
31-08-00 14:00,0.3
31-08-00 13:00,0.2
31-08-00 12:00,0.2
31-08-00 11:00,0.1
31-08-00 10:00,0.2
31-08-00 09:00,0.1
31-08-00 08:00,0.2
31-08-00 07:00,0.3
31-08-00 06:00,0.2
31-08-00 05:00,0.1
31-08-00 04:00,0.1
31-08-00 03:00,0.1
31-08-00 02:00,0.1
31-08-00 01:00,0.1
31-08-00 00:00,0.1
30-08-00 23:00,0.1
30-08-00 22:00,0.3
30-08-00 21:00,0.3
30-08-00 20:00,0.5
30-08-00 19:00,0.8
30-08-00 18:00,0.5
30-08-00 17:00,0.3
30-08-00 16:00,0.1
30-08-00 15:00,0.2
30-08-00 14:00,0.3
30-08-00 13:00,0.2
30-08-00 12:00,0.2
30-08-00 11:00,0.2
30-08-00 10:00,0.6
30-08-00 09:00,0.7
30-08-00 08:00,1.3
30-08-00 07:00,1.3
30-08-00 06:00,2.1
30-08-00 05:00,0.9
30-08-00 04:00,0.2
30-08-00 03:00,0.1
30-08-00 02:00,0.1
30-08-00 01:00,0.1
30-08-00 00:00,0.1
29-08-00 23:00,
29-08-00 22:00,0.8
29-08-00 21:00,1.0
29-08-00 20:00,1.6
29-08-00 19:00,0.8
29-08-00 18:00,1.3
29-08-00 17:00,1.2
29-08-00 16:00,1.1
29-08-00 15:00,0.3
29-08-00 14:00,0.8
29-08-00 13:00,0.5
29-08-00 12:00,0.5
29-08-00 11:00,0.6
29-08-00 10:00,0.8
29-08-00 09:00,1.2
29-08-00 08:00,1.3
29-08-00 07:00,1.2
29-08-00 06:00,1.3
29-08-00 05:00,0.6
29-08-00 04:00,0.2
29-08-00 03:00,0.1
29-08-00 02:00,0.1
29-08-00 01:00,0.1
29-08-00 00:00,0.2
28-08-00 23:00,0.3
28-08-00 22:00,0.5
28-08-00 21:00,0.6
28-08-00 20:00,1.2
28-08-00 19:00,1.0
28-08-00 18:00,1.9
28-08-00 17:00,1.8
28-08-00 16:00,2.0
28-08-00 15:00,1.5
28-08-00 14:00,1.2
28-08-00 13:00,0.6
28-08-00 12:00,0.3
28-08-00 11:00,0.4
28-08-00 10:00,1.1
28-08-00 09:00,0.2
28-08-00 08:00,0.1
28-08-00 07:00,0.6
28-08-00 06:00,1.9
28-08-00 05:00,0.8
28-08-00 04:00,0.3
28-08-00 03:00,0.1
28-08-00 02:00,0.1
28-08-00 01:00,0.1
28-08-00 00:00,
27-08-00 23:00,0.1
27-08-00 22:00,0.2
27-08-00 21:00,0.5
27-08-00 20:00,0.7
27-08-00 19:00,0.5
27-08-00 18:00,0.5
27-08-00 17:00,0.3
27-08-00 16:00,0.2
27-08-00 15:00,0.2
27-08-00 14:00,0.2
27-08-00 13:00,0.1
27-08-00 12:00,0.1
27-08-00 11:00,0.1
27-08-00 10:00,0.2
27-08-00 09:00,0.2
27-08-00 08:00,0.1
27-08-00 07:00,0.1
27-08-00 06:00,0.1
27-08-00 05:00,0.1
27-08-00 04:00,0.1
27-08-00 03:00,0.1
27-08-00 02:00,0.2
27-08-00 01:00,0.1
27-08-00 00:00,0.1
26-08-00 23:00,0.2
26-08-00 22:00,0.3
26-08-00 21:00,0.3
26-08-00 20:00,0.2
26-08-00 19:00,0.2
26-08-00 18:00,0.1
26-08-00 17:00,0.1
26-08-00 16:00,0.1
26-08-00 15:00,0.1
26-08-00 14:00,0.2
26-08-00 13:00,0.2
26-08-00 12:00,0.1
26-08-00 11:00,0.3
26-08-00 10:00,0.4
26-08-00 09:00,0.5
26-08-00 08:00,0.6
26-08-00 07:00,0.5
26-08-00 06:00,0.5
26-08-00 05:00,0.2
26-08-00 04:00,0.1
26-08-00 03:00,0.3
26-08-00 02:00,0.2
26-08-00 01:00,0.5
26-08-00 00:00,
25-08-00 23:00,0.7
25-08-00 22:00,0.5
25-08-00 21:00,0.1
25-08-00 20:00,0.1
25-08-00 19:00,0.1
25-08-00 18:00,0.1
25-08-00 17:00,0.1
25-08-00 16:00,0.1
25-08-00 15:00,0.1
25-08-00 14:00,0.2
25-08-00 13:00,0.1
25-08-00 12:00,0.1
25-08-00 11:00,0.1
25-08-00 10:00,0.3
25-08-00 09:00,0.3
25-08-00 08:00,0.5
25-08-00 07:00,0.4
25-08-00 06:00,0.5
25-08-00 05:00,0.2
25-08-00 04:00,0.1
25-08-00 03:00,0.1
25-08-00 02:00,0.1
25-08-00 01:00,0.2
25-08-00 00:00,0.1
24-08-00 23:00,0.1
24-08-00 22:00,0.1
24-08-00 21:00,0.3
24-08-00 20:00,0.2
24-08-00 19:00,0.1
24-08-00 18:00,0.1
24-08-00 17:00,0.4
24-08-00 16:00,0.2
24-08-00 15:00,0.4
24-08-00 14:00,0.4
24-08-00 13:00,0.4
24-08-00 12:00,0.2
24-08-00 11:00,0.4
24-08-00 10:00,0.4
24-08-00 09:00,1.4
24-08-00 08:00,1.4
24-08-00 07:00,1.1
24-08-00 06:00,1.7
24-08-00 05:00,0.8
24-08-00 04:00,0.1
24-08-00 03:00,0.1
24-08-00 02:00,0.1
24-08-00 01:00,
24-08-00 00:00,0.1
23-08-00 23:00,0.2
23-08-00 22:00,0.5
23-08-00 21:00,0.5
23-08-00 20:00,0.1
23-08-00 19:00,0.1
23-08-00 18:00,0.1
23-08-00 17:00,0.1
23-08-00 16:00,0.1
23-08-00 15:00,0.1
23-08-00 14:00,0.1
23-08-00 13:00,0.1
23-08-00 12:00,0.1
23-08-00 11:00,0.1
23-08-00 10:00,0.1
23-08-00 09:00,0.3
23-08-00 08:00,0.9
23-08-00 07:00,0.8
23-08-00 06:00,1.7
23-08-00 05:00,0.5
23-08-00 04:00,0.1
23-08-00 03:00,0.1
23-08-00 02:00,0.1
23-08-00 01:00,0.1
23-08-00 00:00,0.1
22-08-00 23:00,0.2
22-08-00 22:00,0.4
22-08-00 21:00,0.8
22-08-00 20:00,0.2
22-08-00 19:00,0.1
22-08-00 18:00,0.1
22-08-00 17:00,0.2
22-08-00 16:00,0.3
22-08-00 15:00,0.1
22-08-00 14:00,0.3
22-08-00 13:00,0.2
22-08-00 12:00,0.1
22-08-00 11:00,0.2
22-08-00 10:00,0.5
22-08-00 09:00,0.1
22-08-00 08:00,0.2
22-08-00 07:00,0.1
22-08-00 06:00,0.4
22-08-00 05:00,0.1
22-08-00 04:00,0.1
22-08-00 03:00,0.1
22-08-00 02:00,0.1
22-08-00 01:00,
22-08-00 00:00,0.1
21-08-00 23:00,0.1
21-08-00 22:00,0.1
21-08-00 21:00,0.1
21-08-00 20:00,0.1
21-08-00 19:00,0.1
21-08-00 18:00,0.1
21-08-00 17:00,0.3
21-08-00 16:00,0.3
21-08-00 15:00,0.4
21-08-00 14:00,0.3
21-08-00 13:00,0.4
21-08-00 12:00,0.4
21-08-00 11:00,0.6
21-08-00 10:00,0.7
21-08-00 09:00,0.4
21-08-00 08:00,0.8
21-08-00 07:00,0.8
21-08-00 06:00,1.1
21-08-00 05:00,0.5
21-08-00 04:00,0.3
21-08-00 03:00,0.1
21-08-00 02:00,0.1
21-08-00 01:00,0.1
21-08-00 00:00,0.1
20-08-00 23:00,0.1
20-08-00 22:00,0.1
20-08-00 21:00,0.1
20-08-00 20:00,0.2
20-08-00 19:00,0.1
20-08-00 18:00,0.1
20-08-00 17:00,0.1
20-08-00 16:00,0.1
20-08-00 15:00,0.1
20-08-00 14:00,0.2
20-08-00 13:00,0.2
20-08-00 12:00,0.2
20-08-00 11:00,0.2
20-08-00 10:00,0.1
20-08-00 09:00,0.2
20-08-00 08:00,0.1
20-08-00 07:00,0.1
20-08-00 06:00,0.1
20-08-00 05:00,0.2
20-08-00 04:00,0.1
20-08-00 03:00,0.3
20-08-00 02:00,
20-08-00 01:00,0.5
20-08-00 00:00,0.7
19-08-00 23:00,1.0
19-08-00 22:00,1.4
19-08-00 21:00,1.0
19-08-00 20:00,0.4
19-08-00 19:00,0.3
19-08-00 18:00,0.5
19-08-00 17:00,0.5
19-08-00 16:00,0.2
19-08-00 15:00,0.3
19-08-00 14:00,0.4
19-08-00 13:00,0.2
19-08-00 12:00,0.3
19-08-00 11:00,1.0
19-08-00 10:00,0.7
19-08-00 09:00,1.0
19-08-00 08:00,0.4
