Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-08-00,19.11
30-08-00,
29-08-00,8.43
28-08-00,
27-08-00,11.21
26-08-00,
25-08-00,6.67
24-08-00,
23-08-00,10.33
22-08-00,
21-08-00,
20-08-00,
19-08-00,11.04
18-08-00,
17-08-00,10.10
16-08-00,
15-08-00,16.47
14-08-00,
13-08-00,15.43
12-08-00,
11-08-00,11.18
10-08-00,
09-08-00,6.10
08-08-00,
07-08-00,8.89
06-08-00,
05-08-00,10.13
04-08-00,
03-08-00,11.36
02-08-00,
01-08-00,15.35

