Datum Zeit,Plauen-Sued SO2
,µg/m³
01-09-00 00:00,4.9
31-08-00 23:00,5.0
31-08-00 22:00,5.9
31-08-00 21:00,7.2
31-08-00 20:00,7.3
31-08-00 19:00,6.9
31-08-00 18:00,7.1
31-08-00 17:00,8.0
31-08-00 16:00,8.1
31-08-00 15:00,8.8
31-08-00 14:00,11.0
31-08-00 13:00,17.8
31-08-00 12:00,11.1
31-08-00 11:00,8.7
31-08-00 10:00,
31-08-00 09:00,6.7
31-08-00 08:00,8.2
31-08-00 07:00,7.3
31-08-00 06:00,5.8
31-08-00 05:00,6.4
31-08-00 04:00,4.9
31-08-00 03:00,4.3
31-08-00 02:00,4.7
31-08-00 01:00,4.7
31-08-00 00:00,5.0
30-08-00 23:00,5.0
30-08-00 22:00,5.6
30-08-00 21:00,5.5
30-08-00 20:00,6.9
30-08-00 19:00,6.3
30-08-00 18:00,7.7
30-08-00 17:00,7.8
30-08-00 16:00,7.4
30-08-00 15:00,7.9
30-08-00 14:00,9.5
30-08-00 13:00,11.4
30-08-00 12:00,11.6
30-08-00 11:00,11.2
30-08-00 10:00,
30-08-00 09:00,
30-08-00 08:00,4.7
30-08-00 07:00,6.7
30-08-00 06:00,6.2
30-08-00 05:00,4.8
30-08-00 04:00,4.3
30-08-00 03:00,3.5
30-08-00 02:00,4.9
30-08-00 01:00,4.7
30-08-00 00:00,4.6
29-08-00 23:00,4.7
29-08-00 22:00,5.0
29-08-00 21:00,5.2
29-08-00 20:00,4.8
29-08-00 19:00,6.1
29-08-00 18:00,6.5
29-08-00 17:00,6.9
29-08-00 16:00,5.7
29-08-00 15:00,6.1
29-08-00 14:00,6.6
29-08-00 13:00,
29-08-00 12:00,6.4
29-08-00 11:00,6.8
29-08-00 10:00,7.1
29-08-00 09:00,6.4
29-08-00 08:00,4.6
29-08-00 07:00,5.3
29-08-00 06:00,6.1
29-08-00 05:00,5.9
29-08-00 04:00,5.2
29-08-00 03:00,4.4
29-08-00 02:00,4.0
29-08-00 01:00,5.1
29-08-00 00:00,4.1
28-08-00 23:00,3.7
28-08-00 22:00,5.0
28-08-00 21:00,4.4
28-08-00 20:00,5.4
28-08-00 19:00,5.9
28-08-00 18:00,5.2
28-08-00 17:00,5.9
28-08-00 16:00,5.4
28-08-00 15:00,6.2
28-08-00 14:00,7.1
28-08-00 13:00,
28-08-00 12:00,7.0
28-08-00 11:00,7.0
28-08-00 10:00,7.0
28-08-00 09:00,6.9
28-08-00 08:00,5.4
28-08-00 07:00,6.3
28-08-00 06:00,6.2
28-08-00 05:00,4.5
28-08-00 04:00,4.6
28-08-00 03:00,4.3
28-08-00 02:00,3.8
28-08-00 01:00,4.7
28-08-00 00:00,5.2
27-08-00 23:00,5.5
27-08-00 22:00,6.0
27-08-00 21:00,5.2
27-08-00 20:00,6.1
27-08-00 19:00,6.1
27-08-00 18:00,6.6
27-08-00 17:00,6.4
27-08-00 16:00,6.6
27-08-00 15:00,7.5
27-08-00 14:00,
27-08-00 13:00,10.1
