Datum Zeit,Goerlitz O3
,µg/m³
01-09-00 00:00,40
31-08-00 23:00,50
31-08-00 22:00,58
31-08-00 21:00,65
31-08-00 20:00,68
31-08-00 19:00,72
31-08-00 18:00,78
31-08-00 17:00,90
31-08-00 16:00,87
31-08-00 15:00,83
31-08-00 14:00,80
31-08-00 13:00,72
31-08-00 12:00,76
31-08-00 11:00,84
31-08-00 10:00,76
31-08-00 09:00,71
31-08-00 08:00,56
31-08-00 07:00,48
31-08-00 06:00,54
31-08-00 05:00,71
31-08-00 04:00,69
31-08-00 03:00,68
31-08-00 02:00,
31-08-00 01:00,64
31-08-00 00:00,36
30-08-00 23:00,38
30-08-00 22:00,47
30-08-00 21:00,51
30-08-00 20:00,60
30-08-00 19:00,73
30-08-00 18:00,90
30-08-00 17:00,95
30-08-00 16:00,78
30-08-00 15:00,87
30-08-00 14:00,63
30-08-00 13:00,54
30-08-00 12:00,64
30-08-00 11:00,56
30-08-00 10:00,18
30-08-00 09:00,4
30-08-00 08:00,1
30-08-00 07:00,1
30-08-00 06:00,1
30-08-00 05:00,1
30-08-00 04:00,1
30-08-00 03:00,
30-08-00 02:00,1
30-08-00 01:00,5
30-08-00 00:00,8
29-08-00 23:00,17
29-08-00 22:00,6
29-08-00 21:00,1
29-08-00 20:00,2
29-08-00 19:00,44
29-08-00 18:00,89
29-08-00 17:00,75
29-08-00 16:00,62
29-08-00 15:00,48
29-08-00 14:00,93
29-08-00 13:00,94
29-08-00 12:00,76
29-08-00 11:00,41
29-08-00 10:00,48
29-08-00 09:00,29
29-08-00 08:00,7
29-08-00 07:00,2
29-08-00 06:00,1
29-08-00 05:00,8
29-08-00 04:00,27
29-08-00 03:00,
29-08-00 02:00,34
29-08-00 01:00,41
29-08-00 00:00,46
28-08-00 23:00,46
28-08-00 22:00,56
28-08-00 21:00,58
28-08-00 20:00,48
28-08-00 19:00,54
28-08-00 18:00,55
28-08-00 17:00,50
28-08-00 16:00,45
28-08-00 15:00,55
28-08-00 14:00,53
28-08-00 13:00,50
28-08-00 12:00,52
28-08-00 11:00,52
28-08-00 10:00,37
28-08-00 09:00,30
28-08-00 08:00,10
28-08-00 07:00,12
28-08-00 06:00,24
28-08-00 05:00,13
28-08-00 04:00,
28-08-00 03:00,47
28-08-00 02:00,55
28-08-00 01:00,66
28-08-00 00:00,66
27-08-00 23:00,73
27-08-00 22:00,75
27-08-00 21:00,79
27-08-00 20:00,82
27-08-00 19:00,85
27-08-00 18:00,87
27-08-00 17:00,87
27-08-00 16:00,87
27-08-00 15:00,88
27-08-00 14:00,83
27-08-00 13:00,76
27-08-00 12:00,71
27-08-00 11:00,70
27-08-00 10:00,61
27-08-00 09:00,56
27-08-00 08:00,48
27-08-00 07:00,39
27-08-00 06:00,24
27-08-00 05:00,24
27-08-00 04:00,
27-08-00 03:00,35
27-08-00 02:00,45
27-08-00 01:00,52
27-08-00 00:00,53
26-08-00 23:00,54
26-08-00 22:00,59
26-08-00 21:00,65
26-08-00 20:00,69
26-08-00 19:00,77
26-08-00 18:00,83
26-08-00 17:00,82
26-08-00 16:00,83
26-08-00 15:00,77
26-08-00 14:00,72
26-08-00 13:00,66
26-08-00 12:00,63
26-08-00 11:00,61
26-08-00 10:00,58
26-08-00 09:00,52
26-08-00 08:00,39
26-08-00 07:00,7
26-08-00 06:00,2
26-08-00 05:00,
26-08-00 04:00,9
26-08-00 03:00,9
26-08-00 02:00,11
26-08-00 01:00,27
26-08-00 00:00,39
25-08-00 23:00,44
25-08-00 22:00,47
25-08-00 21:00,37
25-08-00 20:00,18
25-08-00 19:00,31
25-08-00 18:00,41
25-08-00 17:00,41
25-08-00 16:00,37
25-08-00 15:00,34
25-08-00 14:00,36
25-08-00 13:00,37
25-08-00 12:00,37
25-08-00 11:00,35
25-08-00 10:00,37
25-08-00 09:00,37
25-08-00 08:00,35
25-08-00 07:00,38
25-08-00 06:00,44
25-08-00 05:00,
25-08-00 04:00,72
25-08-00 03:00,73
25-08-00 02:00,66
25-08-00 01:00,73
25-08-00 00:00,68
24-08-00 23:00,66
24-08-00 22:00,65
24-08-00 21:00,51
24-08-00 20:00,40
24-08-00 19:00,74
24-08-00 18:00,76
24-08-00 17:00,74
24-08-00 16:00,74
24-08-00 15:00,67
24-08-00 14:00,66
24-08-00 13:00,68
24-08-00 12:00,64
24-08-00 11:00,55
24-08-00 10:00,32
24-08-00 09:00,13
24-08-00 08:00,6
24-08-00 07:00,3
24-08-00 06:00,
24-08-00 05:00,1
24-08-00 04:00,1
24-08-00 03:00,3
24-08-00 02:00,7
24-08-00 01:00,10
24-08-00 00:00,7
23-08-00 23:00,5
23-08-00 22:00,6
23-08-00 21:00,14
23-08-00 20:00,52
23-08-00 19:00,78
23-08-00 18:00,83
23-08-00 17:00,60
23-08-00 16:00,64
23-08-00 15:00,75
23-08-00 14:00,69
23-08-00 13:00,56
23-08-00 12:00,55
23-08-00 11:00,50
23-08-00 10:00,53
23-08-00 09:00,27
23-08-00 08:00,10
23-08-00 07:00,3
23-08-00 06:00,
23-08-00 05:00,1
23-08-00 04:00,2
23-08-00 03:00,1
23-08-00 02:00,1
23-08-00 01:00,2
23-08-00 00:00,2
22-08-00 23:00,1
22-08-00 22:00,4
22-08-00 21:00,7
22-08-00 20:00,13
22-08-00 19:00,33
22-08-00 18:00,53
22-08-00 17:00,58
22-08-00 16:00,61
22-08-00 15:00,52
22-08-00 14:00,40
22-08-00 13:00,35
