Datum Zeit,Dresden-Nord SO2
,µg/m³
01-09-00 00:00,2.5
31-08-00 23:00,5.0
31-08-00 22:00,5.2
31-08-00 21:00,4.9
31-08-00 20:00,4.9
31-08-00 19:00,5.0
31-08-00 18:00,5.5
31-08-00 17:00,5.7
31-08-00 16:00,
31-08-00 15:00,5.8
31-08-00 14:00,6.5
31-08-00 13:00,8.2
31-08-00 12:00,7.2
31-08-00 11:00,8.0
31-08-00 10:00,4.4
31-08-00 09:00,5.0
31-08-00 08:00,5.9
31-08-00 07:00,4.9
31-08-00 06:00,3.7
31-08-00 05:00,3.5
31-08-00 04:00,4.2
31-08-00 03:00,4.0
31-08-00 02:00,3.3
31-08-00 01:00,3.5
31-08-00 00:00,3.3
30-08-00 23:00,2.6
30-08-00 22:00,2.2
30-08-00 21:00,3.0
30-08-00 20:00,3.7
30-08-00 19:00,3.5
30-08-00 18:00,3.7
30-08-00 17:00,3.2
30-08-00 16:00,
30-08-00 15:00,3.2
30-08-00 14:00,3.5
30-08-00 13:00,3.6
30-08-00 12:00,4.8
30-08-00 11:00,4.5
30-08-00 10:00,6.4
30-08-00 09:00,6.7
30-08-00 08:00,5.4
30-08-00 07:00,3.5
30-08-00 06:00,2.9
30-08-00 05:00,2.1
30-08-00 04:00,2.7
30-08-00 03:00,2.3
30-08-00 02:00,2.5
30-08-00 01:00,2.9
30-08-00 00:00,3.5
29-08-00 23:00,1.9
29-08-00 22:00,3.0
29-08-00 21:00,3.8
29-08-00 20:00,3.1
29-08-00 19:00,2.8
29-08-00 18:00,2.5
29-08-00 17:00,1.9
29-08-00 16:00,
29-08-00 15:00,1.5
29-08-00 14:00,1.6
29-08-00 13:00,1.4
29-08-00 12:00,2.6
29-08-00 11:00,3.1
29-08-00 10:00,2.3
29-08-00 09:00,2.3
29-08-00 08:00,
29-08-00 07:00,1.1
29-08-00 06:00,1.0
29-08-00 05:00,1.0
29-08-00 04:00,1.1
29-08-00 03:00,1.0
29-08-00 02:00,1.8
29-08-00 01:00,1.1
29-08-00 00:00,1.2
28-08-00 23:00,3.5
28-08-00 22:00,2.4
28-08-00 21:00,2.8
28-08-00 20:00,3.6
28-08-00 19:00,3.4
28-08-00 18:00,4.2
28-08-00 17:00,4.7
28-08-00 16:00,3.7
28-08-00 15:00,3.1
28-08-00 14:00,3.4
28-08-00 13:00,3.1
28-08-00 12:00,5.5
28-08-00 11:00,8.4
28-08-00 10:00,8.7
28-08-00 09:00,
28-08-00 08:00,8.4
28-08-00 07:00,8.6
28-08-00 06:00,8.1
28-08-00 05:00,8.1
28-08-00 04:00,6.1
28-08-00 03:00,4.9
28-08-00 02:00,3.9
28-08-00 01:00,4.2
28-08-00 00:00,4.5
27-08-00 23:00,3.1
27-08-00 22:00,4.1
27-08-00 21:00,4.0
27-08-00 20:00,4.7
27-08-00 19:00,4.9
27-08-00 18:00,5.1
27-08-00 17:00,5.8
27-08-00 16:00,5.3
27-08-00 15:00,5.1
27-08-00 14:00,3.7
27-08-00 13:00,3.8
27-08-00 12:00,4.7
