Datum Zeit,Zittau-Ost SO2
,µg/m³
01-09-00 00:00,1.0
31-08-00 23:00,1.0
31-08-00 22:00,1.0
31-08-00 21:00,1.3
31-08-00 20:00,2.1
31-08-00 19:00,1.9
31-08-00 18:00,2.1
31-08-00 17:00,3.6
31-08-00 16:00,18.6
31-08-00 15:00,19.6
31-08-00 14:00,15.9
31-08-00 13:00,
31-08-00 12:00,9.7
31-08-00 11:00,10.5
31-08-00 10:00,10.3
31-08-00 09:00,8.6
31-08-00 08:00,7.1
31-08-00 07:00,5.6
31-08-00 06:00,4.9
31-08-00 05:00,3.8
31-08-00 04:00,4.3
31-08-00 03:00,5.1
31-08-00 02:00,4.8
31-08-00 01:00,5.0
31-08-00 00:00,5.8
30-08-00 23:00,6.1
30-08-00 22:00,6.4
30-08-00 21:00,6.7
30-08-00 20:00,8.4
30-08-00 19:00,10.6
30-08-00 18:00,10.2
30-08-00 17:00,16.8
30-08-00 16:00,36.5
30-08-00 15:00,14.2
30-08-00 14:00,6.9
30-08-00 13:00,
30-08-00 12:00,13.1
30-08-00 11:00,12.6
30-08-00 10:00,11.9
30-08-00 09:00,8.8
30-08-00 08:00,6.7
30-08-00 07:00,5.0
30-08-00 06:00,4.6
30-08-00 05:00,3.9
30-08-00 04:00,4.7
30-08-00 03:00,4.6
30-08-00 02:00,5.4
30-08-00 01:00,5.7
30-08-00 00:00,8.1
29-08-00 23:00,7.7
29-08-00 22:00,11.5
29-08-00 21:00,16.0
29-08-00 20:00,13.4
29-08-00 19:00,9.0
29-08-00 18:00,6.8
29-08-00 17:00,4.7
29-08-00 16:00,4.8
29-08-00 15:00,7.5
29-08-00 14:00,
29-08-00 13:00,19.7
29-08-00 12:00,16.8
29-08-00 11:00,5.7
29-08-00 10:00,6.1
29-08-00 09:00,9.4
29-08-00 08:00,4.0
29-08-00 07:00,4.0
29-08-00 06:00,4.1
29-08-00 05:00,3.8
29-08-00 04:00,3.2
29-08-00 03:00,4.2
29-08-00 02:00,3.8
29-08-00 01:00,3.6
29-08-00 00:00,4.0
28-08-00 23:00,3.6
28-08-00 22:00,2.9
28-08-00 21:00,3.4
28-08-00 20:00,3.9
28-08-00 19:00,3.3
28-08-00 18:00,3.9
28-08-00 17:00,4.6
28-08-00 16:00,9.1
28-08-00 15:00,7.4
28-08-00 14:00,
28-08-00 13:00,7.9
28-08-00 12:00,8.8
28-08-00 11:00,9.1
28-08-00 10:00,11.3
28-08-00 09:00,13.4
28-08-00 08:00,10.6
28-08-00 07:00,7.2
28-08-00 06:00,6.0
28-08-00 05:00,7.3
28-08-00 04:00,12.2
28-08-00 03:00,8.3
28-08-00 02:00,9.9
28-08-00 01:00,7.4
28-08-00 00:00,7.7
27-08-00 23:00,8.2
27-08-00 22:00,5.8
27-08-00 21:00,6.6
27-08-00 20:00,5.9
27-08-00 19:00,6.2
27-08-00 18:00,5.5
27-08-00 17:00,4.4
27-08-00 16:00,4.0
27-08-00 15:00,
27-08-00 14:00,4.4
27-08-00 13:00,4.5
27-08-00 12:00,5.2
27-08-00 11:00,4.1
27-08-00 10:00,5.2
27-08-00 09:00,4.6
27-08-00 08:00,6.0
27-08-00 07:00,5.0
27-08-00 06:00,3.4
27-08-00 05:00,3.5
27-08-00 04:00,3.6
27-08-00 03:00,3.7
27-08-00 02:00,4.4
27-08-00 01:00,5.3
27-08-00 00:00,5.1
26-08-00 23:00,4.4
26-08-00 22:00,5.1
26-08-00 21:00,4.8
26-08-00 20:00,4.0
26-08-00 19:00,3.7
26-08-00 18:00,4.1
26-08-00 17:00,3.7
26-08-00 16:00,3.3
26-08-00 15:00,
26-08-00 14:00,3.6
26-08-00 13:00,3.4
26-08-00 12:00,4.1
26-08-00 11:00,4.0
26-08-00 10:00,3.9
26-08-00 09:00,4.7
26-08-00 08:00,5.1
26-08-00 07:00,5.2
26-08-00 06:00,3.8
26-08-00 05:00,4.6
26-08-00 04:00,3.9
26-08-00 03:00,3.7
26-08-00 02:00,3.3
26-08-00 01:00,4.4
26-08-00 00:00,4.7
25-08-00 23:00,4.3
25-08-00 22:00,3.2
25-08-00 21:00,3.9
25-08-00 20:00,3.1
25-08-00 19:00,2.8
25-08-00 18:00,3.7
25-08-00 17:00,3.3
25-08-00 16:00,
25-08-00 15:00,3.8
25-08-00 14:00,3.6
25-08-00 13:00,3.7
25-08-00 12:00,3.2
25-08-00 11:00,4.0
25-08-00 10:00,4.3
