Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-02-01,01:00,,17,41,,,
2017-02-01,02:00,,12,40,,,
2017-02-01,03:00,,16,40,,,
2017-02-01,04:00,,18,38,,,
2017-02-01,05:00,,36,42,,,
2017-02-01,06:00,,53,51,,,
2017-02-01,07:00,,84,54,,,
2017-02-01,08:00,,77,62,,,
2017-02-01,09:00,,120,68,,,
2017-02-01,10:00,,96,65,,,
2017-02-01,11:00,,125,67,,,
2017-02-01,12:00,,166,76,,,
2017-02-01,13:00,,145,65,,,
2017-02-01,14:00,,127,59,,,
2017-02-01,15:00,,84,57,,,
2017-02-01,16:00,,95,60,,,
2017-02-01,17:00,,112,68,,,
2017-02-01,18:00,,103,63,,,
2017-02-01,19:00,,89,64,,,
2017-02-01,20:00,,40,51,,,
2017-02-01,21:00,,26,46,,,
2017-02-01,22:00,,27,46,,,
2017-02-01,23:00,,23,42,,,
2017-02-02,00:00,,9,38,,,
2017-02-02,01:00,,13,44,,,
2017-02-02,02:00,,6,29,,,
2017-02-02,03:00,,2,23,,,
2017-02-02,04:00,,9,34,,,
2017-02-02,05:00,,24,47,,,
2017-02-02,06:00,,38,49,,,
2017-02-02,07:00,,84,70,,,
2017-02-02,08:00,,143,90,,,
2017-02-02,09:00,,148,86,,,
2017-02-02,10:00,,146,81,,,
2017-02-02,11:00,,137,80,,,
2017-02-02,12:00,,131,79,,,
2017-02-02,13:00,,159,81,,,
2017-02-02,14:00,,149,87,,,
2017-02-02,15:00,,218,97,,,
2017-02-02,16:00,,272,118,,,
2017-02-02,17:00,,262,115,,,
2017-02-02,18:00,,268,116,,,
2017-02-02,19:00,,319,126,,,
2017-02-02,20:00,,162,91,,,
2017-02-02,21:00,,118,80,,,
2017-02-02,22:00,,106,80,,,
2017-02-02,23:00,,43,67,,,
2017-02-03,00:00,,29,61,,,
2017-02-03,01:00,,34,57,,,
2017-02-03,02:00,,8,44,,,
2017-02-03,03:00,,16,50,,,
2017-02-03,04:00,,10,44,,,
2017-02-03,05:00,,45,49,,,
2017-02-03,06:00,,81,65,,,
2017-02-03,07:00,,277,100,,,
2017-02-03,08:00,,439,137,,,
2017-02-03,09:00,,248,100,,,
2017-02-03,10:00,,182,92,,,
2017-02-03,11:00,,165,96,,,
2017-02-03,12:00,,239,108,,,
2017-02-03,13:00,,293,121,,,
2017-02-03,14:00,,305,126,,,
2017-02-03,15:00,,329,141,,,
2017-02-03,16:00,,294,132,,,
2017-02-03,17:00,,215,121,,,
2017-02-03,18:00,,185,105,,,
2017-02-03,19:00,,347,134,,,
2017-02-03,20:00,,178,97,,,
2017-02-03,21:00,,132,83,,,
2017-02-03,22:00,,70,71,,,
2017-02-03,23:00,,88,67,,,
2017-02-04,00:00,,128,75,,,
2017-02-04,01:00,,99,65,,,
2017-02-04,02:00,,44,53,,,
2017-02-04,03:00,,25,47,,,
2017-02-04,04:00,,17,43,,,
2017-02-04,05:00,,27,48,,,
2017-02-04,06:00,,30,59,,,
2017-02-04,07:00,,72,68,,,
2017-02-04,08:00,,91,74,,,
2017-02-04,09:00,,119,84,,,
