Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-02-01,01:00,,17,36,,,
2017-02-01,02:00,,7,37,,,
2017-02-01,03:00,,10,33,,,
2017-02-01,04:00,,16,34,,,
2017-02-01,05:00,,39,37,,,
2017-02-01,06:00,,43,40,,,
2017-02-01,07:00,,87,54,,,
2017-02-01,08:00,,135,65,,,
2017-02-01,09:00,,101,61,,,
2017-02-01,10:00,,123,65,,,
2017-02-01,11:00,,114,64,,,
2017-02-01,12:00,,107,65,,,
2017-02-01,13:00,,76,58,,,
2017-02-01,14:00,,97,63,,,
2017-02-01,15:00,,68,57,,,
2017-02-01,16:00,,72,55,,,
2017-02-01,17:00,,78,60,,,
2017-02-01,18:00,,87,65,,,
2017-02-01,19:00,,74,63,,,
2017-02-01,20:00,,95,60,,,
2017-02-01,21:00,,83,63,,,
2017-02-01,22:00,,83,62,,,
2017-02-01,23:00,,60,51,,,
2017-02-02,00:00,,34,46,,,
2017-02-02,01:00,,16,44,,,
2017-02-02,02:00,,8,36,,,
2017-02-02,03:00,,6,32,,,
2017-02-02,04:00,,10,32,,,
2017-02-02,05:00,,9,31,,,
2017-02-02,06:00,,12,34,,,
2017-02-02,07:00,,30,43,,,
2017-02-02,08:00,,53,52,,,
2017-02-02,09:00,,50,53,,,
2017-02-02,10:00,,39,46,,,
2017-02-02,11:00,,33,41,,,
2017-02-02,12:00,,44,42,,,
2017-02-02,13:00,,33,35,,,
2017-02-02,14:00,,38,36,,,
2017-02-02,15:00,,31,37,,,
2017-02-02,16:00,,78,58,,,
2017-02-02,17:00,,78,59,,,
2017-02-02,18:00,,106,63,,,
2017-02-02,19:00,,62,59,,,
2017-02-02,20:00,,63,57,,,
2017-02-02,21:00,,68,59,,,
2017-02-02,22:00,,155,68,,,
2017-02-02,23:00,,92,55,,,
2017-02-03,00:00,,99,50,,,
2017-02-03,01:00,,23,41,,,
2017-02-03,02:00,,24,41,,,
2017-02-03,03:00,,19,44,,,
2017-02-03,04:00,,22,44,,,
2017-02-03,05:00,,11,35,,,
2017-02-03,06:00,,17,40,,,
2017-02-03,07:00,,35,46,,,
2017-02-03,08:00,,172,70,,,
2017-02-03,09:00,,94,61,,,
2017-02-03,10:00,,73,54,,,
2017-02-03,11:00,,40,47,,,
2017-02-03,12:00,,12,31,,,
2017-02-03,13:00,,27,43,,,
2017-02-03,14:00,,40,46,,,
2017-02-03,15:00,,32,49,,,
2017-02-03,16:00,,23,47,,,
2017-02-03,17:00,,32,52,,,
2017-02-03,18:00,,24,55,,,
2017-02-03,19:00,,17,48,,,
2017-02-03,20:00,,19,46,,,
2017-02-03,21:00,,21,49,,,
2017-02-03,22:00,,13,45,,,
2017-02-03,23:00,,13,44,,,
2017-02-04,00:00,,11,39,,,
2017-02-04,01:00,,14,36,,,
2017-02-04,02:00,,66,49,,,
2017-02-04,03:00,,64,47,,,
2017-02-04,04:00,,14,37,,,
2017-02-04,05:00,,5,32,,,
2017-02-04,06:00,,5,28,,,
2017-02-04,07:00,,19,36,,,
2017-02-04,08:00,,15,35,,,
2017-02-04,09:00,,9,32,,,
2017-02-04,10:00,,13,28,,,
2017-02-04,11:00,,12,25,,,
2017-02-04,12:00,,15,26,,,
2017-02-04,13:00,,16,27,,,
2017-02-04,14:00,,51,54,,,
2017-02-04,15:00,,36,50,,,
2017-02-04,16:00,,30,49,,,
2017-02-04,17:00,,114,98,,,
2017-02-04,18:00,,117,97,,,
2017-02-04,19:00,,60,79,,,
2017-02-04,20:00,,42,67,,,
2017-02-04,21:00,,42,63,,,
2017-02-04,22:00,,57,67,,,
2017-02-04,23:00,,40,61,,,
2017-02-05,00:00,,31,61,,,
2017-02-05,01:00,,44,61,,,
2017-02-05,02:00,,43,56,,,
2017-02-05,03:00,,7,36,,,
2017-02-05,04:00,,7,32,,,
2017-02-05,05:00,,3,23,,,
2017-02-05,06:00,,3,21,,,
2017-02-05,07:00,,9,26,,,
2017-02-05,08:00,,4,21,,,
2017-02-05,09:00,,17,30,,,
2017-02-05,10:00,,38,39,,,
2017-02-05,11:00,,15,28,,,
2017-02-05,12:00,,47,42,,,
2017-02-05,13:00,,21,33,,,
2017-02-05,14:00,,30,34,,,
2017-02-05,15:00,,41,37,,,
2017-02-05,16:00,,42,39,,,
2017-02-05,17:00,,59,51,,,
2017-02-05,18:00,,74,57,,,
2017-02-05,19:00,,72,56,,,
2017-02-05,20:00,,52,49,,,
2017-02-05,21:00,,46,43,,,
2017-02-05,22:00,,55,44,,,
2017-02-05,23:00,,36,38,,,
2017-02-06,00:00,,25,35,,,
2017-02-06,01:00,,10,28,,,
2017-02-06,02:00,,10,24,,,
2017-02-06,03:00,,10,25,,,
2017-02-06,04:00,,14,25,,,
2017-02-06,05:00,,20,25,,,
2017-02-06,06:00,,36,22,,,
2017-02-06,07:00,,65,27,,,
2017-02-06,08:00,,144,38,,,
2017-02-06,09:00,,142,38,,,
2017-02-06,10:00,,110,36,,,
2017-02-06,11:00,,95,36,,,
2017-02-06,12:00,,104,45,,,
2017-02-06,13:00,,102,38,,,
2017-02-06,14:00,,83,42,,,
2017-02-06,15:00,,106,47,,,
2017-02-06,16:00,,118,56,,,
2017-02-06,17:00,,124,59,,,
2017-02-06,18:00,,65,44,,,
2017-02-06,19:00,,77,49,,,
2017-02-06,20:00,,52,42,,,
2017-02-06,21:00,,31,32,,,
2017-02-06,22:00,,16,25,,,
2017-02-06,23:00,,16,26,,,
2017-02-07,00:00,,11,20,,,
2017-02-07,01:00,,10,19,,,
2017-02-07,02:00,,9,18,,,
2017-02-07,03:00,,7,15,,,
2017-02-07,04:00,,4,13,,,
2017-02-07,05:00,,22,20,,,
2017-02-07,06:00,,34,34,,,
2017-02-07,07:00,,80,49,,,
2017-02-07,08:00,,118,60,,,
2017-02-07,09:00,,132,67,,,
2017-02-07,10:00,,123,61,,,
2017-02-07,11:00,,82,46,,,
2017-02-07,12:00,,66,44,,,
2017-02-07,13:00,,73,46,,,
2017-02-07,14:00,,73,45,,,
2017-02-07,15:00,,68,51,,,
2017-02-07,16:00,,77,51,,,
2017-02-07,17:00,,130,60,,,
2017-02-07,18:00,,83,55,,,
2017-02-07,19:00,,69,49,,,
2017-02-07,20:00,,44,40,,,
2017-02-07,21:00,,30,31,,,
2017-02-07,22:00,,18,28,,,
2017-02-07,23:00,,17,25,,,
2017-02-08,00:00,,12,20,,,
2017-02-08,01:00,,9,17,,,
2017-02-08,02:00,,5,16,,,
2017-02-08,03:00,,7,16,,,
2017-02-08,04:00,,7,17,,,
2017-02-08,05:00,,16,21,,,
2017-02-08,06:00,,16,27,,,
2017-02-08,07:00,,47,43,,,
2017-02-08,08:00,,52,48,,,
2017-02-08,09:00,,61,55,,,
2017-02-08,10:00,,54,47,,,
2017-02-08,11:00,,74,51,,,
2017-02-08,12:00,,68,51,,,
2017-02-08,13:00,,57,47,,,
2017-02-08,14:00,,69,53,,,
2017-02-08,15:00,,89,60,,,
2017-02-08,16:00,,93,61,,,
2017-02-08,17:00,,77,61,,,
2017-02-08,18:00,,65,55,,,
2017-02-08,19:00,,60,55,,,
2017-02-08,20:00,,58,54,,,
2017-02-08,21:00,,29,40,,,
2017-02-08,22:00,,30,37,,,
2017-02-08,23:00,,21,35,,,
2017-02-09,00:00,,14,28,,,
2017-02-09,01:00,,13,25,,,
2017-02-09,02:00,,5,21,,,
2017-02-09,03:00,,9,25,,,
2017-02-09,04:00,,11,27,,,
2017-02-09,05:00,,28,34,,,
2017-02-09,06:00,,33,36,,,
2017-02-09,07:00,,54,44,,,
2017-02-09,08:00,,85,56,,,
2017-02-09,09:00,,81,56,,,
2017-02-09,10:00,,70,51,,,
2017-02-09,11:00,,73,50,,,
2017-02-09,12:00,,63,47,,,
2017-02-09,13:00,,61,52,,,
2017-02-09,14:00,,58,52,,,
2017-02-09,15:00,,50,50,,,
2017-02-09,16:00,,62,59,,,
2017-02-09,17:00,,66,62,,,
2017-02-09,18:00,,52,52,,,
2017-02-09,19:00,,57,54,,,
2017-02-09,20:00,,27,39,,,
2017-02-09,21:00,,20,32,,,
2017-02-09,22:00,,14,26,,,
2017-02-09,23:00,,12,24,,,
2017-02-10,00:00,,9,23,,,
2017-02-10,01:00,,6,18,,,
2017-02-10,02:00,,6,20,,,
2017-02-10,03:00,,4,19,,,
2017-02-10,04:00,,7,22,,,
2017-02-10,05:00,,12,26,,,
2017-02-10,06:00,,22,31,,,
2017-02-10,07:00,,41,42,,,
2017-02-10,08:00,,105,58,,,
2017-02-10,09:00,,71,52,,,
2017-02-10,10:00,,90,56,,,
2017-02-10,11:00,,68,49,,,
2017-02-10,12:00,,63,50,,,
2017-02-10,13:00,,68,51,,,
2017-02-10,14:00,,76,60,,,
2017-02-10,15:00,,80,61,,,
2017-02-10,16:00,,62,62,,,
2017-02-10,17:00,,65,61,,,
2017-02-10,18:00,,55,63,,,
2017-02-10,19:00,,55,63,,,
2017-02-10,20:00,,37,51,,,
2017-02-10,21:00,,24,43,,,
2017-02-10,22:00,,24,41,,,
2017-02-10,23:00,,22,40,,,
2017-02-11,00:00,,14,33,,,
2017-02-11,01:00,,14,33,,,
2017-02-11,02:00,,12,35,,,
2017-02-11,03:00,,10,34,,,
2017-02-11,04:00,,10,31,,,
2017-02-11,05:00,,19,37,,,
2017-02-11,06:00,,13,33,,,
2017-02-11,07:00,,24,38,,,
2017-02-11,08:00,,23,39,,,
2017-02-11,09:00,,44,46,,,
2017-02-11,10:00,,73,53,,,
2017-02-11,11:00,,67,54,,,
2017-02-11,12:00,,82,59,,,
2017-02-11,13:00,,62,54,,,
2017-02-11,14:00,,62,57,,,
2017-02-11,15:00,,44,53,,,
2017-02-11,16:00,,40,52,,,
2017-02-11,17:00,,31,49,,,
2017-02-11,18:00,,49,60,,,
