Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-02-01,01:00,,12,39,1,,
2017-02-01,02:00,,10,39,1,,
2017-02-01,03:00,,12,37,1,,
2017-02-01,04:00,,20,37,1,,
2017-02-01,05:00,,18,39,1,,
2017-02-01,06:00,,11,39,1,,
2017-02-01,07:00,,16,46,1,,
2017-02-01,08:00,,12,46,2,,
2017-02-01,09:00,,20,42,6,,
2017-02-01,10:00,,23,41,7,,
2017-02-01,11:00,,20,35,11,,
2017-02-01,12:00,,31,40,8,,
2017-02-01,13:00,,48,42,7,,
2017-02-01,14:00,,47,40,7,,
2017-02-01,15:00,,42,43,6,,
2017-02-01,16:00,,42,46,5,,
2017-02-01,17:00,,33,44,3,,
2017-02-01,18:00,,27,43,1,,
2017-02-01,19:00,,4,40,6,,
2017-02-01,20:00,,1,22,31,,
2017-02-01,21:00,,1,18,42,,
2017-02-01,22:00,,1,19,37,,
2017-02-01,23:00,,1,22,30,,
2017-02-02,00:00,,1,23,26,,
2017-02-02,01:00,,4,24,28,,
2017-02-02,02:00,,1,19,28,,
2017-02-02,03:00,,1,15,38,,
2017-02-02,04:00,,1,14,45,,
2017-02-02,05:00,,1,13,46,,
2017-02-02,06:00,,5,19,42,,
2017-02-02,07:00,,1,16,43,,
2017-02-02,08:00,,2,20,36,,
2017-02-02,09:00,,5,21,33,,
2017-02-02,10:00,,2,15,29,,
2017-02-02,11:00,,5,15,23,,
2017-02-02,12:00,,4,17,21,,
2017-02-02,13:00,,5,17,25,,
2017-02-02,14:00,,14,20,22,,
2017-02-02,15:00,,46,44,5,,
2017-02-02,16:00,,23,37,8,,
2017-02-02,17:00,,19,38,6,,
2017-02-02,18:00,,53,51,2,,
2017-02-02,19:00,,8,29,18,,
2017-02-02,20:00,,1,24,21,,
2017-02-02,21:00,,7,32,15,,
2017-02-02,22:00,,2,22,23,,
2017-02-02,23:00,,1,12,29,,
2017-02-03,00:00,,1,12,31,,
2017-02-03,01:00,,1,18,24,,
2017-02-03,02:00,,1,15,24,,
2017-02-03,03:00,,1,14,27,,
2017-02-03,04:00,,1,19,18,,
2017-02-03,05:00,,6,16,26,,
2017-02-03,06:00,,3,24,21,,
2017-02-03,07:00,,4,26,21,,
2017-02-03,08:00,,4,28,17,,
2017-02-03,09:00,,125,60,3,,
2017-02-03,10:00,,145,58,3,,
