Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-02-01,,,,,,47,
2017-02-01,01:00,,1,19,44,,
2017-02-01,02:00,,1,17,43,,
2017-02-01,03:00,,2,18,40,,
2017-02-01,04:00,,3,19,38,,
2017-02-01,05:00,,3,33,24,,
2017-02-01,06:00,,16,47,14,,
2017-02-01,07:00,,12,43,17,,
2017-02-01,08:00,,33,49,12,,
2017-02-01,09:00,,8,34,20,,
2017-02-01,10:00,,7,23,31,,
2017-02-01,11:00,,6,20,41,,
2017-02-01,12:00,,5,17,52,,
2017-02-01,13:00,,5,16,55,,
2017-02-01,14:00,,3,14,58,,
2017-02-01,15:00,,3,16,58,,
2017-02-01,16:00,,3,20,53,,
2017-02-01,17:00,,3,27,42,,
2017-02-01,18:00,,13,36,38,,
2017-02-01,19:00,,3,31,37,,
2017-02-01,20:00,,2,30,39,,
2017-02-01,21:00,,1,24,48,,
2017-02-01,22:00,,1,21,48,,
2017-02-01,23:00,,1,17,51,,
2017-02-02,,,,,,30,
2017-02-02,00:00,,1,15,54,,
2017-02-02,01:00,,1,16,52,,
2017-02-02,02:00,,1,15,53,,
2017-02-02,03:00,,1,12,57,,
2017-02-02,04:00,,2,14,52,,
2017-02-02,05:00,,1,15,46,,
2017-02-02,06:00,,3,18,42,,
2017-02-02,07:00,,4,19,40,,
2017-02-02,08:00,,3,18,41,,
2017-02-02,09:00,,3,16,43,,
2017-02-02,10:00,,6,19,37,,
2017-02-02,11:00,,4,18,39,,
2017-02-02,12:00,,4,19,40,,
2017-02-02,13:00,,3,22,36,,
2017-02-02,14:00,,4,21,36,,
2017-02-02,15:00,,5,22,35,,
2017-02-02,16:00,,4,26,33,,
2017-02-02,17:00,,2,28,31,,
2017-02-02,18:00,,2,29,37,,
2017-02-02,19:00,,3,29,29,,
2017-02-02,20:00,,1,27,30,,
2017-02-02,21:00,,2,24,35,,
2017-02-02,22:00,,1,21,39,,
2017-02-02,23:00,,1,19,42,,
2017-02-03,,,,,,23,
2017-02-03,00:00,,1,14,48,,
2017-02-03,01:00,,1,13,47,,
2017-02-03,02:00,,1,14,46,,
2017-02-03,03:00,,1,14,44,,
2017-02-03,04:00,,1,14,43,,
2017-02-03,05:00,,1,16,40,,
2017-02-03,06:00,,1,15,38,,
2017-02-03,07:00,,5,22,30,,
2017-02-03,08:00,,3,19,33,,
2017-02-03,09:00,,4,17,38,,
2017-02-03,10:00,,4,14,41,,
2017-02-03,11:00,,5,16,44,,
2017-02-03,12:00,,4,18,44,,
2017-02-03,13:00,,4,17,49,,
2017-02-03,14:00,,3,16,52,,
2017-02-03,15:00,,3,16,56,,
2017-02-03,16:00,,2,16,61,,
2017-02-03,17:00,,2,21,48,,
2017-02-03,18:00,,3,21,47,,
2017-02-03,19:00,,2,21,52,,
2017-02-03,20:00,,1,20,52,,
2017-02-03,21:00,,2,22,47,,
2017-02-03,22:00,,5,28,42,,
2017-02-03,23:00,,1,17,52,,
2017-02-04,,,,,,25,
2017-02-04,00:00,,1,18,52,,
2017-02-04,01:00,,1,19,48,,
2017-02-04,02:00,,1,17,48,,
2017-02-04,03:00,,1,22,39,,
