Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-02-01,01:00,,1,39,8,,5.6
2017-02-01,02:00,,1,40,5,,3.5
2017-02-01,03:00,,4,43,2,,2.1
2017-02-01,04:00,,6,44,2,,2.1
2017-02-01,05:00,,4,42,2,,2.2
2017-02-01,06:00,,1,20,38,,12.6
2017-02-01,07:00,,1,30,29,,17.7
2017-02-01,08:00,,1,36,14,,10.3
2017-02-01,09:00,,3,30,24,,18.5
2017-02-01,10:00,,6,20,41,,25.4
2017-02-01,11:00,,12,21,39,,36.0
2017-02-01,12:00,,17,21,35,,33.7
2017-02-01,13:00,,19,25,37,,23.2
2017-02-01,14:00,,20,26,39,,27.3
2017-02-01,15:00,,19,27,36,,40.3
2017-02-01,16:00,,14,29,33,,41.5
2017-02-01,17:00,,5,37,29,,24.6
2017-02-01,18:00,,1,40,26,,28.1
2017-02-01,19:00,,1,38,23,,30.6
2017-02-01,20:00,,1,29,34,,22.1
2017-02-01,21:00,,1,22,36,,12.1
2017-02-01,22:00,,1,36,20,,19.9
2017-02-01,23:00,,4,54,8,,27.2
2017-02-02,00:00,,6,58,9,,34.1
2017-02-02,01:00,,2,46,15,,27.7
2017-02-02,02:00,,1,38,27,,20.6
2017-02-02,03:00,,1,36,25,,16.7
2017-02-02,04:00,,1,48,11,,36.9
2017-02-02,05:00,,1,47,11,,35.0
2017-02-02,06:00,,1,41,15,,24.0
2017-02-02,07:00,,1,38,16,,22.8
2017-02-02,08:00,,1,33,19,,18.7
2017-02-02,09:00,,5,27,24,,15.1
2017-02-02,10:00,,9,26,25,,14.7
2017-02-02,11:00,,11,27,24,,15.5
2017-02-02,12:00,,14,24,26,,25.7
2017-02-02,13:00,,20,26,26,,62.9
2017-02-02,14:00,,25,30,24,,86.8
2017-02-02,15:00,,22,29,23,,62.1
2017-02-02,16:00,,6,27,32,,22.6
2017-02-02,17:00,,13,37,15,,29.8
2017-02-02,18:00,,4,43,8,,29.1
2017-02-02,19:00,,5,45,11,,29.7
2017-02-02,20:00,,10,42,18,,46.3
2017-02-02,21:00,,10,46,9,,64.7
2017-02-02,22:00,,1,42,12,,27.1
2017-02-02,23:00,,1,27,25,,25.2
2017-02-03,00:00,,1,17,40,,20.7
2017-02-03,01:00,,1,7,67,,5.9
2017-02-03,02:00,,1,5,76,,3.0
2017-02-03,03:00,,1,6,74,,3.1
2017-02-03,04:00,,1,14,56,,8.0
2017-02-03,05:00,,1,34,25,,21.1
2017-02-03,06:00,,1,21,40,,13.7
2017-02-03,07:00,,1,14,51,,9.5
2017-02-03,08:00,,1,5,71,,3.8
2017-02-03,09:00,,1,3,81,,2.3
2017-02-03,10:00,,1,2,81,,1.6
2017-02-03,11:00,,1,2,81,,1.8
2017-02-03,12:00,,1,3,81,,2.4
2017-02-03,13:00,,4,14,69,,10.1
2017-02-03,14:00,,2,11,69,,5.4
2017-02-03,15:00,,4,13,61,,3.9
2017-02-03,16:00,,4,14,58,,4.3
2017-02-03,17:00,,1,7,71,,2.9
2017-02-03,18:00,,1,5,80,,1.9
2017-02-03,19:00,,1,12,72,,4.1
2017-02-03,20:00,,2,15,70,,3.7
2017-02-03,21:00,,1,10,70,,3.9
2017-02-03,22:00,,1,5,77,,2.8
2017-02-03,23:00,,1,4,80,,1.9
2017-02-04,00:00,,1,2,82,,1.6
2017-02-04,01:00,,1,2,80,,1.5
2017-02-04,02:00,,1,5,65,,2.7
2017-02-04,03:00,,1,7,67,,3.8
2017-02-04,04:00,,1,8,67,,4.2
2017-02-04,05:00,,1,24,43,,17.6
2017-02-04,06:00,,1,15,65,,14.8
2017-02-04,07:00,,1,5,73,,2.1
2017-02-04,08:00,,1,4,73,,1.2
2017-02-04,09:00,,1,4,78,,1.1
2017-02-04,10:00,,1,4,80,,1.1
2017-02-04,11:00,,14,16,63,,10.4
2017-02-04,12:00,,26,30,44,,20.2
2017-02-04,13:00,,8,16,68,,14.0
2017-02-04,14:00,,6,13,74,,12.7
2017-02-04,15:00,,3,9,83,,6.1
2017-02-04,16:00,,2,9,86,,5.2
2017-02-04,17:00,,1,10,83,,5.4
2017-02-04,18:00,,1,16,71,,8.5
2017-02-04,19:00,,1,24,58,,12.3
2017-02-04,20:00,,1,38,38,,16.4
2017-02-04,21:00,,1,42,31,,15.2
2017-02-04,22:00,,1,47,25,,17.9
2017-02-04,23:00,,1,26,45,,14.8
2017-02-05,00:00,,1,26,44,,14.3
2017-02-05,01:00,,1,22,45,,15.9
2017-02-05,02:00,,1,36,26,,30.5
2017-02-05,03:00,,1,25,35,,15.8
2017-02-05,04:00,,1,17,42,,7.8
2017-02-05,05:00,,1,16,42,,6.4
2017-02-05,06:00,,1,12,44,,3.9
2017-02-05,07:00,,1,7,49,,1.8
2017-02-05,08:00,,1,10,45,,3.0
2017-02-05,09:00,,1,5,52,,1.4
2017-02-05,10:00,,1,4,55,,0.5
2017-02-05,11:00,,1,4,55,,0.5
2017-02-05,12:00,,1,5,54,,0.5
2017-02-05,13:00,,1,4,56,,0.5
2017-02-05,14:00,,1,3,66,,0.5
2017-02-05,15:00,,1,4,68,,0.5
2017-02-05,16:00,,1,4,71,,0.5
2017-02-05,17:00,,1,5,68,,0.5
2017-02-05,18:00,,1,8,57,,1.2
2017-02-05,19:00,,1,5,64,,1.5
2017-02-05,20:00,,1,8,54,,4.9
2017-02-05,21:00,,1,5,71,,1.7
2017-02-05,22:00,,1,7,65,,8.1
2017-02-05,23:00,,1,6,67,,9.0
2017-02-06,00:00,,1,4,69,,2.9
2017-02-06,01:00,,1,4,67,,5.0
2017-02-06,02:00,,1,5,66,,7.1
2017-02-06,03:00,,1,5,63,,7.6
2017-02-06,04:00,,1,6,58,,3.4
2017-02-06,05:00,,1,6,50,,4.7
2017-02-06,06:00,,1,7,45,,4.7
2017-02-06,07:00,,1,11,36,,4.4
2017-02-06,08:00,,1,10,38,,4.0
2017-02-06,09:00,,2,9,39,,3.6
2017-02-06,10:00,,5,17,24,,2.7
2017-02-06,11:00,,8,18,21,,3.0
2017-02-06,12:00,,11,17,20,,11.0
2017-02-06,13:00,,7,13,25,,5.2
2017-02-06,14:00,,8,13,20,,2.2
2017-02-06,15:00,,8,15,18,,1.1
2017-02-06,16:00,,7,19,15,,0.5
2017-02-06,17:00,,4,21,16,,0.5
2017-02-06,18:00,,1,20,19,,1.2
2017-02-06,19:00,,1,19,19,,0.5
2017-02-06,20:00,,1,17,24,,0.5
2017-02-06,21:00,,1,20,21,,0.5
2017-02-06,22:00,,1,19,23,,0.5
2017-02-06,23:00,,1,17,25,,1.2
2017-02-07,00:00,,1,14,28,,1.3
2017-02-07,01:00,,1,11,35,,1.5
2017-02-07,02:00,,1,11,33,,1.3
2017-02-07,03:00,,1,11,33,,1.4
2017-02-07,04:00,,1,10,32,,1.7
2017-02-07,05:00,,1,12,30,,5.0
2017-02-07,06:00,,1,9,36,,2.4
2017-02-07,07:00,,6,14,36,,5.2
2017-02-07,08:00,,3,14,35,,5.7
2017-02-07,09:00,,3,11,39,,3.7
2017-02-07,10:00,,4,11,40,,2.3
2017-02-07,11:00,,5,9,48,,2.4
2017-02-07,12:00,,3,7,51,,3.0
2017-02-07,13:00,,5,8,53,,2.4
2017-02-07,14:00,,2,8,61,,3.6
2017-02-07,15:00,,2,9,64,,4.3
2017-02-07,16:00,,3,13,47,,4.9
2017-02-07,17:00,,2,13,50,,6.7
2017-02-07,18:00,,1,15,48,,10.8
2017-02-07,19:00,,1,18,47,,17.4
2017-02-07,20:00,,1,17,45,,15.1
2017-02-07,21:00,,2,17,36,,11.7
2017-02-07,22:00,,1,15,36,,7.8
2017-02-07,23:00,,1,17,35,,9.9
2017-02-08,00:00,,1,16,34,,9.5
2017-02-08,01:00,,1,14,39,,9.9
2017-02-08,02:00,,1,14,39,,10.1
2017-02-08,03:00,,1,11,42,,5.3
2017-02-08,04:00,,1,10,47,,5.0
2017-02-08,05:00,,1,9,48,,3.6
2017-02-08,06:00,,1,9,51,,3.9
2017-02-08,07:00,,2,10,53,,4.3
2017-02-08,08:00,,2,9,56,,4.2
2017-02-08,09:00,,2,9,53,,4.0
2017-02-08,10:00,,3,9,53,,3.6
2017-02-08,11:00,,4,9,50,,3.6
2017-02-08,12:00,,5,9,51,,3.3
2017-02-08,13:00,,4,8,60,,3.0
2017-02-08,14:00,,3,7,70,,2.4
2017-02-08,15:00,,3,11,50,,2.2
2017-02-08,16:00,,3,14,49,,2.6
2017-02-08,17:00,,2,17,45,,3.1
2017-02-08,18:00,,1,20,42,,3.7
2017-02-08,19:00,,2,22,38,,3.9
2017-02-08,20:00,,3,21,39,,4.4
2017-02-08,21:00,,1,13,56,,9.6
2017-02-08,22:00,,1,16,46,,11.3
2017-02-08,23:00,,1,15,45,,8.8
2017-02-09,00:00,,1,15,46,,13.9
2017-02-09,01:00,,1,19,37,,16.4
2017-02-09,02:00,,1,22,36,,22.1
2017-02-09,03:00,,1,18,42,,14.1
2017-02-09,04:00,,1,13,52,,9.4
2017-02-09,05:00,,1,15,41,,8.4
2017-02-09,06:00,,1,15,38,,6.9
2017-02-09,07:00,,2,18,33,,10.8
2017-02-09,08:00,,1,24,29,,33.3
2017-02-09,09:00,,3,15,39,,17.0
2017-02-09,10:00,,6,16,38,,30.9
2017-02-09,11:00,,11,22,35,,50.9
2017-02-09,12:00,,6,15,47,,24.6
2017-02-09,13:00,,3,10,60,,13.7
2017-02-09,14:00,,2,9,66,,10.8
2017-02-09,15:00,,2,9,67,,10.8
2017-02-09,16:00,,2,11,64,,11.4
2017-02-09,17:00,,2,12,63,,11.2
