Datum,Zeit,BEN,NO,NO2,O3,PM10,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-02-01,,,,,,50,
2017-02-01,01:00,,1,32,31,,
2017-02-01,02:00,,1,45,19,,
2017-02-01,03:00,,1,40,21,,
2017-02-01,04:00,,1,28,28,,
2017-02-01,05:00,,1,31,24,,
2017-02-01,06:00,,2,33,20,,
2017-02-01,07:00,,2,39,13,,
2017-02-01,08:00,,3,43,11,,
2017-02-01,09:00,,10,40,14,,
2017-02-01,10:00,,22,43,15,,
2017-02-01,11:00,,15,34,24,,
2017-02-01,12:00,,9,24,38,,
2017-02-01,13:00,,8,26,43,,
2017-02-01,14:00,,10,28,42,,
2017-02-01,15:00,,9,34,37,,
2017-02-01,16:00,,8,36,33,,
2017-02-01,17:00,,5,44,25,,
2017-02-01,18:00,,4,57,12,,
2017-02-01,19:00,,5,63,4,,
2017-02-01,20:00,,11,65,3,,
2017-02-01,21:00,,12,63,3,,
2017-02-01,22:00,,7,58,4,,
2017-02-01,23:00,,5,55,5,,
2017-02-02,00:00,,5,54,5,,
2017-02-02,01:00,,5,52,5,,
2017-02-02,02:00,,4,53,6,,
2017-02-02,03:00,,1,44,12,,
2017-02-02,04:00,,1,38,16,,
2017-02-02,05:00,,1,38,17,,
2017-02-02,06:00,,3,41,14,,
2017-02-02,07:00,,3,45,11,,
2017-02-02,08:00,,8,51,6,,
2017-02-02,09:00,,12,46,13,,
2017-02-02,10:00,,15,37,19,,
2017-02-02,11:00,,13,38,17,,
2017-02-02,12:00,,14,38,17,,
2017-02-02,13:00,,15,35,18,,
2017-02-02,14:00,,14,32,22,,
2017-02-02,15:00,,12,35,20,,
2017-02-02,16:00,,9,40,17,,
2017-02-02,17:00,,8,48,9,,
2017-02-02,18:00,,6,51,6,,
2017-02-02,19:00,,3,49,6,,
2017-02-02,20:00,,5,52,4,,
2017-02-02,21:00,,2,45,9,,
2017-02-02,22:00,,2,43,10,,
2017-02-02,23:00,,2,45,9,,
2017-02-03,00:00,,1,38,15,,
2017-02-03,01:00,,1,37,16,,
2017-02-03,02:00,,1,36,18,,
2017-02-03,03:00,,1,36,19,,
2017-02-03,04:00,,1,31,23,,
2017-02-03,05:00,,3,30,23,,
2017-02-03,06:00,,2,32,19,,
2017-02-03,07:00,,2,39,14,,
2017-02-03,08:00,,3,43,9,,
2017-02-03,09:00,,9,36,14,,
2017-02-03,10:00,,12,31,22,,
2017-02-03,11:00,,11,28,28,,
2017-02-03,12:00,,11,28,29,,
2017-02-03,13:00,,13,31,28,,
2017-02-03,14:00,,10,33,26,,
2017-02-03,15:00,,11,38,23,,
2017-02-03,16:00,,11,45,19,,
2017-02-03,17:00,,6,53,13,,
2017-02-03,18:00,,5,64,5,,
2017-02-03,19:00,,3,62,6,,
2017-02-03,20:00,,3,60,8,,
2017-02-03,21:00,,2,53,12,,
2017-02-03,22:00,,2,50,15,,
2017-02-03,23:00,,1,43,20,,
2017-02-04,00:00,,1,49,14,,
2017-02-04,01:00,,2,49,13,,
2017-02-04,02:00,,1,46,13,,
2017-02-04,03:00,,2,47,9,,
2017-02-04,04:00,,2,52,4,,
2017-02-04,05:00,,5,56,2,,
2017-02-04,06:00,,4,51,2,,
2017-02-04,07:00,,2,47,3,,
2017-02-04,08:00,,10,48,4,,
2017-02-04,09:00,,13,42,11,,
2017-02-04,10:00,,17,36,19,,
2017-02-04,11:00,,19,33,26,,
2017-02-04,12:00,,16,28,31,,
2017-02-04,13:00,,14,29,36,,
2017-02-04,14:00,,14,30,36,,
2017-02-04,15:00,,14,33,31,,
2017-02-04,16:00,,14,39,25,,
2017-02-04,17:00,,12,51,11,,
2017-02-04,18:00,,3,46,15,,
2017-02-04,19:00,,1,39,18,,
2017-02-04,20:00,,2,45,10,,
2017-02-04,21:00,,1,41,14,,
2017-02-04,22:00,,1,39,17,,
2017-02-04,23:00,,1,33,25,,
2017-02-05,00:00,,1,28,31,,
2017-02-05,01:00,,1,36,25,,
2017-02-05,02:00,,1,36,21,,
2017-02-05,03:00,,1,35,21,,
2017-02-05,04:00,,1,36,17,,
2017-02-05,05:00,,1,41,12,,
2017-02-05,06:00,,1,44,7,,
2017-02-05,07:00,,2,45,6,,
2017-02-05,08:00,,3,42,8,,
2017-02-05,09:00,,2,25,29,,
2017-02-05,10:00,,3,19,35,,
2017-02-05,11:00,,2,19,37,,
2017-02-05,12:00,,2,12,44,,
2017-02-05,13:00,,2,11,46,,
2017-02-05,14:00,,2,10,48,,
2017-02-05,15:00,,1,10,52,,
2017-02-05,16:00,,1,12,49,,
2017-02-05,17:00,,1,17,44,,
2017-02-05,18:00,,3,37,22,,
2017-02-05,19:00,,4,46,8,,
2017-02-05,20:00,,18,54,2,,
2017-02-05,21:00,,8,50,3,,
2017-02-05,22:00,,8,49,2,,
2017-02-05,23:00,,8,44,5,,
2017-02-06,00:00,,25,53,2,,
2017-02-06,01:00,,16,47,2,,
2017-02-06,02:00,,3,37,8,,
